goalCode	goalLabelEN	goalDescEN	targetCode	indicatorRef	seriesCode	seriesDescEN	seriesRelease	seriesTags
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_MISS	Number of missing persons due to disaster (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_AFFCT	Number of people affected by disaster (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_MORT	Number of deaths due to disaster (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_MTMN	Number of deaths and missing persons attributed to disasters (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_DAFF	Number of directly affected persons attributed to disasters per 100,000 population (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_PDAN	Number of people whose damaged dwellings were attributed to disasters (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_PDYN	Number of people whose destroyed dwellings were attributed to disasters (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.1	VC_DSR_PDLN	Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_GDPLS	Direct economic loss attributed to disasters (current United States dollars)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_LSGP	Direct economic loss attributed to disasters relative to GDP (%)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_AGLN	Direct agriculture loss attributed to disasters (current United States dollars)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief', 'disaster victims', 'sustainable agriculture']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_HOLN	Direct economic loss in the housing sector attributed to disasters (current United States dollars)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_CILN	Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_CHLN	Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.2	VC_DSR_DDPA	Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)	2020.Q2.G.03	['disaster loss', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.3	SG_DSR_LGRGSR	Score of adoption and implementation of national DRR strategies in line with the Sendai Framework	2020.Q2.G.03	['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.3	SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	2020.Q2.G.03	['means of implementation', 'disaster prevention', 'preparedness and relief']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.4	SG_DSR_SILS	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)	2020.Q2.G.03	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.4	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	2020.Q2.G.03	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']
1	Goal 1	End poverty in all its forms everywhere	1.5	1.5.4	SG_GOV_LOGV	Number of local governments (number)	2020.Q2.G.03	['local governments']
1	Goal 1	End poverty in all its forms everywhere	1.a	1.a.2	SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	2020.Q2.G.03	['local governments', 'means of implementation']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	2020.Q2.G.03	['hunger', 'malnutrition', 'food shortage', 'health']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	2.1.1	SN_ITK_DEFCN	Number of undernourish people (millions)	2020.Q2.G.03	['hunger', 'malnutrition', 'food shortage', 'health']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	2.1.2	AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	2.1.2	AG_PRD_FIESSI	Prevalence of severe food insecurity in the adult population (%)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	2.1.2	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.2	2.2.1	SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	2020.Q2.G.03	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.2	2.2.1	SH_STA_STUNTN	Children moderately or severely stunted (thousands)	2020.Q2.G.03	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.2	2.2.2	SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	2020.Q2.G.03	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.2	2.2.2	SH_STA_WASTEN	Children moderately or severely wasted (thousands)	2020.Q2.G.03	['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.2	2.2.2	SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	2020.Q2.G.03	['obesity', 'malnutrition', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.2	2.2.2	SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	2020.Q2.G.03	['obesity', 'malnutrition', 'child nutrition', 'child health', 'health', 'child development', 'children']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.3	2.3.1	PD_AGR_SSFP	Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)	2020.Q2.G.03	['agricultural productifity', 'small farms', 'food production']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.3	2.3.2	SI_AGR_SSFP	Average income of small-scale food producers, PPP (constant 2011 international $)	2020.Q2.G.03	['farm income', 'small farms', 'food production']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	2.5.1	ER_GRF_ANIMRCNTN	Number of local breeds for which sufficient genetic resources are stored for reconstitution	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	2.5.1	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	2.a.1	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	2.a.1	AG_PRD_AGVAS	Agriculture value added share of GDP (%)	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'gross domestic product']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	2.a.1	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	2.a.2	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2018 United States dollars)	2020.Q2.G.03	['means of implementation', 'development finance', 'sustainable agriculture', 'agricultural policy', 'economic policy']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	2.b.1	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	2.c.1	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	2.c.1	AG_FPA_CFPI	Consumer Food Price Index	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.1	3.1.1	SH_STA_MMR	Maternal mortality ratio	2020.Q2.G.03	['maternal mortality', 'maternal and child health', 'advancement of women', 'childbirth', 'womens health', 'death', 'health', 'mothers', 'women']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.1	3.1.2	SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	2020.Q2.G.03	['maternal and child health', 'child health', 'childbirth', 'health', 'women', 'children', 'infants']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	3.2.1	SH_DYN_IMRTN	Infant deaths (number)	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	3.2.1	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	2020.Q2.G.03	['child mortality', 'mortality', 'death', 'health', 'children']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	3.2.1	SH_DYN_IMRT	Infant mortality rate (deaths per 1,000 live births)	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	3.2.1	SH_DYN_MORTN	Under-five deaths (number)	2020.Q2.G.03	['child mortality', 'mortality', 'death', 'health', 'children']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	3.2.2	SH_DYN_NMRTN	Neonatal deaths (number)	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	3.2.2	SH_DYN_NMRT	Neonatal mortality rate (deaths per 1,000 live births)	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	3.3.1	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	2020.Q2.G.03	['hiv', 'health', 'diseases', 'communicable diseases']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	3.3.2	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	3.3.3	SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'malaria']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	3.3.4	SH_HAP_HBSAG	Prevalence of hepatitis B surface antigen (HBsAg) (%)	2020.Q2.G.03	['health', 'diseases', 'communicable diseases']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	3.3.5	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tropical diseases']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	3.4.1	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	2020.Q2.G.03	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	3.4.1	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	3.4.2	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	2020.Q2.G.03	['health', 'suicide', 'mortality', 'death', 'mental health']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	3.4.2	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	2020.Q2.G.03	['health', 'suicide', 'mortality', 'death', 'mental health']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.5	3.5.1	SH_SUD_ALCOL	Alcohol use disorders, 12-month prevalence (%)	2020.Q2.G.03	['narcotic drugs', 'health', 'alcoholism', 'health hazards']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.5	3.5.1	SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	2020.Q2.G.03	['narcotic drugs', 'health', 'alcoholism', 'health hazards']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.5	3.5.2	SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	2020.Q2.G.03	['narcotic drugs', 'health', 'alcoholism', 'health hazards']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.6	3.6.1	SH_STA_TRAF	Death rate due to road traffic injuries (per 100,000 population)	2020.Q2.G.03	['health', 'traffic accidents', 'road traffic', 'mortality', 'death', 'traffic safety']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	3.7.1	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	3.7.2	SP_DYN_ADKL	Adolescent birth rate (per 1,000 women aged 15-19 years)	2020.Q2.G.03	['health', 'reproductive health', 'sex education', 'youth health', 'womens health', 'gender equality', 'women', 'youth', 'adolescents']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.8	3.8.1	SH_ACS_UNHC	Universal health coverage (UHC) service coverage index	2020.Q2.G.03	['health', 'basic needs', 'social welfare']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.8	3.8.2	SH_XPD_EARN25	Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income (%)	2020.Q2.G.03	['health', 'basic needs', 'social welfare']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.8	3.8.2	SH_XPD_EARN10	Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income (%)	2020.Q2.G.03	['health', 'basic needs', 'social welfare']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.1	SH_HAP_ASMORT	Age-standardized mortality rate attributed to household air pollution (deaths per 100,000 population)	2020.Q2.G.03	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.1	SH_STA_AIRP	Crude death rate attributed to household and ambient air pollution (deaths per 100,000 population)	2020.Q2.G.03	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.1	SH_STA_ASAIRP	Age-standardized mortality rate attributed to household and ambient air pollution (deaths per 100,000 population)	2020.Q2.G.03	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.1	SH_AAP_MORT	Crude death rate attributed to ambient air pollution (deaths per 100,000 population)	2020.Q2.G.03	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.1	SH_AAP_ASMORT	Age-standardized mortality rate attributed to ambient air pollution (deaths per 100,000 population)	2020.Q2.G.03	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.1	SH_HAP_MORT	Crude death rate attributed to household air pollution (deaths per 100,000 population)	2020.Q2.G.03	['health', 'pollution', 'air pollution', 'mortality', 'death']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.2	SH_STA_WASH	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)	2020.Q2.G.03	['hygiene', 'health', 'mortality', 'death', 'water-related diseases', 'sanitation', 'water', 'drinking water']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.9	3.9.3	SH_STA_POISN	Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)	2020.Q2.G.03	['health', 'health hazards', 'mortality', 'death', 'toxic substances']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.a	3.a.1	SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	2020.Q2.G.03	['health', 'health hazards', 'tobacco', 'smoking']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	3.b.1	SH_ACS_DTP3	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	2020.Q2.G.03	['health', 'vaccination']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	3.b.1	SH_ACS_MCV2	Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)	2020.Q2.G.03	['health', 'vaccination']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	3.b.1	SH_ACS_PCV3	Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)	2020.Q2.G.03	['health', 'vaccination']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	3.b.1	SH_ACS_HPV	Proportion of the target population with access to affordable medicines and vaccines on a sustainable basis, human papillomavirus (HPV) (%)	2020.Q2.G.03	['health', 'vaccination', 'pharmaceuticals']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	3.b.2	DC_TOF_HLTHNT	Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2018 United States dollars)	2020.Q2.G.03	['means of implementation', 'development finance', 'health', 'medical research']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	3.b.2	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2018 United States dollars)	2020.Q2.G.03	['means of implementation', 'development finance', 'health', 'medical research']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.c	3.c.1	SH_MED_HEAWOR	Health worker density, by type of occupation (per 10,000 population)	2020.Q2.G.03	['means of implementation', 'health', 'health personnel', 'physicians', 'human resources']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.c	3.c.1	SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	2020.Q2.G.03	['means of implementation', 'health', 'health personnel', 'physicians', 'human resources']
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.d	3.d.1	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	2020.Q2.G.03	['means of implementation', 'health', 'international health regulations']
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.1	4.1.1	SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	2020.Q2.G.03	['reading and literacy skills', 'mathematics and numeracy skills', 'education', 'children', 'youth']
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.1	4.1.2	SE_TOT_CPLR	Completion rate, by sex, location, wealth quintile and education level (%)	2020.Q2.G.03	['education', 'gender equality', 'equality']
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.2	4.2.1	SE_DEV_ONTRK	Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)	2020.Q2.G.03	['reading and literacy skills', 'mathematics and numeracy skills', 'education', 'preschool education', 'child development', 'children']
