,Goal,Target,Indicator_ref,regionCode,regionName,avg_n_countries_available,avg_median_max_year,avg_median_n_years,avg_median_n_timeSeries,avg_n_dimensions,avg_median_values_per_dim,mean_data_for_female,n_countries_total
46,'1,'1.5,1.5.2,53,Australia and New Zealand,2.0,2018.0,4.0,1.0,0.0,,,2
47,'1,'1.5,1.5.2,62,Central and Southern Asia,10.0,2018.0,8.0,1.0,0.0,,,14
48,'1,'1.5,1.5.2,202,Sub-Saharan Africa,30.0,2017.0,8.0,1.0,0.0,,,48
49,'1,'1.5,1.5.2,419,Latin America and the Caribbean,26.0,2015.0,10.5,1.0,0.0,,,33
50,'1,'1.5,1.5.2,513,Europe and Northern America,16.0,2017.0,3.0,1.0,0.0,,,45
51,'1,'1.5,1.5.2,543,Oceania (excluding Australia and New Zealand),9.0,2014.0,6.0,1.0,0.0,,,12
52,'1,'1.5,1.5.2,747,Northern Africa and Western Asia,14.0,2017.0,9.0,1.0,0.0,,,24
53,'1,'1.5,1.5.2,753,Eastern and South-Eastern Asia,9.0,2017.0,11.0,1.0,0.0,,,16
54,'1,'1.5,1.5.3,1,World,101.0,2018.0,2.0,1.0,0.0,,,194
55,'1,'1.5,1.5.3,53,Australia and New Zealand,2.0,2018.0,4.0,1.0,0.0,,,2
56,'1,'1.5,1.5.3,62,Central and Southern Asia,9.0,2018.0,2.0,1.0,0.0,,,14
57,'1,'1.5,1.5.3,202,Sub-Saharan Africa,20.0,2018.0,2.0,1.0,0.0,,,48
58,'1,'1.5,1.5.3,419,Latin America and the Caribbean,13.0,2018.0,4.0,1.0,0.0,,,33
59,'1,'1.5,1.5.3,513,Europe and Northern America,31.0,2018.0,2.0,1.0,0.0,,,45
60,'1,'1.5,1.5.3,543,Oceania (excluding Australia and New Zealand),2.0,2018.0,1.5,1.0,0.0,,,12
61,'1,'1.5,1.5.3,747,Northern Africa and Western Asia,16.0,2018.0,2.0,1.0,0.0,,,24
62,'1,'1.5,1.5.3,753,Eastern and South-Eastern Asia,8.0,2018.0,3.5,1.0,0.0,,,16
63,'1,'1.5,1.5.4,1,World,62.333333333333336,2018.0,3.0,1.0,0.0,,,194
64,'1,'1.5,1.5.4,53,Australia and New Zealand,2.0,2018.0,2.5,1.0,0.0,,,2
65,'1,'1.5,1.5.4,62,Central and Southern Asia,5.0,2018.0,1.0,1.0,0.0,,,14
66,'1,'1.5,1.5.4,202,Sub-Saharan Africa,15.666666666666666,2018.0,2.3333333333333335,1.0,0.0,,,48
67,'1,'1.5,1.5.4,419,Latin America and the Caribbean,7.0,2018.0,4.0,1.0,0.0,,,33
68,'1,'1.5,1.5.4,513,Europe and Northern America,18.0,2018.0,2.3333333333333335,1.0,0.0,,,45
69,'1,'1.5,1.5.4,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
70,'1,'1.5,1.5.4,747,Northern Africa and Western Asia,7.666666666666667,2017.3333333333333,2.3333333333333335,1.0,0.0,,,24
71,'1,'1.5,1.5.4,753,Eastern and South-Eastern Asia,7.0,2018.0,4.0,1.0,0.0,,,16
72,'1,'1.a,1.a.2,1,World,174.0,2016.0,12.0,1.0,0.0,,,194
73,'1,'1.a,1.a.2,53,Australia and New Zealand,2.0,2016.0,14.5,1.0,0.0,,,2
74,'1,'1.a,1.a.2,62,Central and Southern Asia,14.0,2017.0,14.0,1.0,0.0,,,14
75,'1,'1.a,1.a.2,202,Sub-Saharan Africa,45.0,2018.0,11.0,1.0,0.0,,,48
76,'1,'1.a,1.a.2,419,Latin America and the Caribbean,29.0,2017.0,10.0,1.0,0.0,,,33
77,'1,'1.a,1.a.2,513,Europe and Northern America,41.0,2016.0,16.0,1.0,0.0,,,45
78,'1,'1.a,1.a.2,543,Oceania (excluding Australia and New Zealand),10.0,2011.5,3.5,1.0,0.0,,,12
79,'1,'1.a,1.a.2,747,Northern Africa and Western Asia,20.0,2013.0,8.0,1.0,0.0,,,24
80,'1,'1.a,1.a.2,753,Eastern and South-Eastern Asia,13.0,2016.0,12.0,1.0,0.0,,,16
81,'10,'10.1,10.1.1,1,World,89.0,2017.0,1.0,2.0,1.0,2.0,0.0,194
82,'10,'10.1,10.1.1,53,Australia and New Zealand,0.0,,,,,,,2
83,'10,'10.1,10.1.1,62,Central and Southern Asia,7.0,2017.0,1.0,2.0,1.0,2.0,0.0,14
84,'10,'10.1,10.1.1,202,Sub-Saharan Africa,15.0,2016.0,1.0,2.0,1.0,2.0,0.0,48
85,'10,'10.1,10.1.1,419,Latin America and the Caribbean,14.0,2018.0,1.0,2.0,1.0,2.0,0.0,33
86,'10,'10.1,10.1.1,513,Europe and Northern America,38.0,2017.0,1.0,2.0,1.0,2.0,0.0,45
87,'10,'10.1,10.1.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
88,'10,'10.1,10.1.1,747,Northern Africa and Western Asia,8.0,2017.0,1.0,2.0,1.0,2.0,0.0,24
89,'10,'10.1,10.1.1,753,Eastern and South-Eastern Asia,7.0,2018.0,1.0,2.0,1.0,2.0,0.0,16
90,'10,'10.4,10.4.1,1,World,179.0,2017.0,14.0,1.0,0.0,,,194
91,'10,'10.4,10.4.1,53,Australia and New Zealand,2.0,2017.0,14.0,1.0,0.0,,,2
92,'10,'10.4,10.4.1,62,Central and Southern Asia,14.0,2017.0,14.0,1.0,0.0,,,14
93,'10,'10.4,10.4.1,202,Sub-Saharan Africa,47.0,2017.0,14.0,1.0,0.0,,,48
94,'10,'10.4,10.4.1,419,Latin America and the Caribbean,29.0,2017.0,14.0,1.0,0.0,,,33
95,'10,'10.4,10.4.1,513,Europe and Northern America,41.0,2017.0,14.0,1.0,0.0,,,45
96,'10,'10.4,10.4.1,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,14.0,1.0,0.0,,,12
97,'10,'10.4,10.4.1,747,Northern Africa and Western Asia,24.0,2017.0,14.0,1.0,0.0,,,24
98,'10,'10.4,10.4.1,753,Eastern and South-Eastern Asia,16.0,2017.0,14.0,1.0,0.0,,,16
99,'10,'10.5,10.5.1,1,World,128.71428571428572,2018.0,10.714285714285714,1.0,1.0,1.0,0.0,194
100,'10,'10.5,10.5.1,53,Australia and New Zealand,0.8571428571428571,2018.0,14.0,1.0,1.0,1.0,0.0,2
101,'10,'10.5,10.5.1,62,Central and Southern Asia,11.857142857142858,2018.0,8.5,1.0,1.0,1.0,0.0,14
102,'10,'10.5,10.5.1,202,Sub-Saharan Africa,26.428571428571427,2018.0,9.0,1.0,1.0,1.0,0.0,48
103,'10,'10.5,10.5.1,419,Latin America and the Caribbean,23.428571428571427,2018.0,11.142857142857142,1.0,1.0,1.0,0.0,33
104,'10,'10.5,10.5.1,513,Europe and Northern America,38.714285714285715,2018.0,11.0,1.0,1.0,1.0,0.0,45
105,'10,'10.5,10.5.1,543,Oceania (excluding Australia and New Zealand),6.857142857142857,2018.0,9.0,1.0,1.0,1.0,0.0,12
106,'10,'10.5,10.5.1,747,Northern Africa and Western Asia,10.571428571428571,2018.0,10.5,1.0,1.0,1.0,0.0,24
107,'10,'10.5,10.5.1,753,Eastern and South-Eastern Asia,10.0,2018.0,10.142857142857142,1.0,1.0,1.0,0.0,16
108,'10,'10.6,10.6.1,1,World,193.0,2018.0,7.0,7.0,1.0,7.0,0.0,194
109,'10,'10.6,10.6.1,53,Australia and New Zealand,2.0,2018.0,7.0,8.0,1.0,8.0,0.0,2
110,'10,'10.6,10.6.1,62,Central and Southern Asia,14.0,2018.0,7.0,6.5,1.0,6.5,0.0,14
111,'10,'10.6,10.6.1,202,Sub-Saharan Africa,48.0,2018.0,7.0,7.0,1.0,7.0,0.0,48
112,'10,'10.6,10.6.1,419,Latin America and the Caribbean,33.0,2018.0,7.0,7.0,1.0,7.0,0.0,33
113,'10,'10.6,10.6.1,513,Europe and Northern America,45.0,2018.0,7.0,7.0,1.0,7.0,0.0,45
114,'10,'10.6,10.6.1,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,7.0,5.5,1.0,5.5,0.0,12
115,'10,'10.6,10.6.1,747,Northern Africa and Western Asia,23.0,2018.0,7.0,6.0,1.0,6.0,0.0,24
116,'10,'10.6,10.6.1,753,Eastern and South-Eastern Asia,16.0,2018.0,7.0,7.0,1.0,7.0,0.0,16
117,'10,'10.7,10.7.2,1,World,55.5,2019.0,1.0,7.0,1.0,7.0,0.0,194
118,'10,'10.7,10.7.2,53,Australia and New Zealand,1.0,2019.0,1.0,7.0,1.0,7.0,0.0,2
119,'10,'10.7,10.7.2,62,Central and Southern Asia,2.5,2019.0,1.0,7.0,1.0,7.0,0.0,14
120,'10,'10.7,10.7.2,202,Sub-Saharan Africa,16.5,2019.0,1.0,7.0,1.0,7.0,0.0,48
121,'10,'10.7,10.7.2,419,Latin America and the Caribbean,7.0,2019.0,1.0,7.0,1.0,7.0,0.0,33
122,'10,'10.7,10.7.2,513,Europe and Northern America,15.5,2019.0,1.0,7.0,1.0,7.0,0.0,45
123,'10,'10.7,10.7.2,543,Oceania (excluding Australia and New Zealand),3.5,2019.0,1.0,7.0,1.0,7.0,0.0,12
124,'10,'10.7,10.7.2,747,Northern Africa and Western Asia,6.0,2019.0,1.0,7.0,1.0,7.0,0.0,24
125,'10,'10.7,10.7.2,753,Eastern and South-Eastern Asia,3.5,2019.0,1.0,7.0,1.0,7.0,0.0,16
126,'10,'10.a,10.a.1,1,World,193.0,2017.0,5.0,7.0,1.0,7.0,0.0,194
127,'10,'10.a,10.a.1,53,Australia and New Zealand,2.0,2017.0,5.0,7.0,1.0,7.0,0.0,2
128,'10,'10.a,10.a.1,62,Central and Southern Asia,14.0,2017.0,5.0,7.0,1.0,7.0,0.0,14
129,'10,'10.a,10.a.1,202,Sub-Saharan Africa,48.0,2017.0,5.0,7.0,1.0,7.0,0.0,48
130,'10,'10.a,10.a.1,419,Latin America and the Caribbean,33.0,2017.0,5.0,7.0,1.0,7.0,0.0,33
131,'10,'10.a,10.a.1,513,Europe and Northern America,44.0,2017.0,4.0,7.0,1.0,7.0,0.0,45
132,'10,'10.a,10.a.1,543,Oceania (excluding Australia and New Zealand),12.0,2017.0,5.0,5.5,1.0,5.5,0.0,12
133,'10,'10.a,10.a.1,747,Northern Africa and Western Asia,24.0,2017.0,5.0,7.0,1.0,7.0,0.0,24
134,'10,'10.a,10.a.1,753,Eastern and South-Eastern Asia,16.0,2017.0,5.0,7.0,1.0,7.0,0.0,16
135,'10,'10.b,10.b.1,1,World,65.33333333333333,2017.0,18.0,1.0,0.0,,,194
136,'10,'10.b,10.b.1,53,Australia and New Zealand,0.6666666666666666,2017.0,18.0,1.0,0.0,,,2
137,'10,'10.b,10.b.1,62,Central and Southern Asia,5.0,2017.0,11.5,1.0,0.0,,,14
138,'10,'10.b,10.b.1,202,Sub-Saharan Africa,16.0,2017.0,18.0,1.0,0.0,,,48
139,'10,'10.b,10.b.1,419,Latin America and the Caribbean,10.666666666666666,2017.0,18.0,1.0,0.0,,,33
140,'10,'10.b,10.b.1,513,Europe and Northern America,15.0,2017.0,16.5,1.0,0.0,,,45
141,'10,'10.b,10.b.1,543,Oceania (excluding Australia and New Zealand),4.0,2017.0,18.0,1.0,0.0,,,12
142,'10,'10.b,10.b.1,747,Northern Africa and Western Asia,8.666666666666666,2017.0,18.0,1.0,0.0,,,24
143,'10,'10.b,10.b.1,753,Eastern and South-Eastern Asia,5.333333333333333,2017.0,16.5,1.0,0.0,,,16
144,'10,'10.c,10.c.1,1,World,105.0,2018.0,4.0,1.0,0.0,,,194
145,'10,'10.c,10.c.1,53,Australia and New Zealand,0.0,,,,,,,2
146,'10,'10.c,10.c.1,62,Central and Southern Asia,10.0,2018.0,4.0,1.0,0.0,,,14
147,'10,'10.c,10.c.1,202,Sub-Saharan Africa,33.0,2018.0,4.0,1.0,0.0,,,48
148,'10,'10.c,10.c.1,419,Latin America and the Caribbean,19.0,2018.0,4.0,1.0,0.0,,,33
149,'10,'10.c,10.c.1,513,Europe and Northern America,15.0,2018.0,4.0,1.0,0.0,,,45
150,'10,'10.c,10.c.1,543,Oceania (excluding Australia and New Zealand),5.0,2018.0,4.0,1.0,0.0,,,12
151,'10,'10.c,10.c.1,747,Northern Africa and Western Asia,14.0,2018.0,4.0,1.0,0.0,,,24
152,'10,'10.c,10.c.1,753,Eastern and South-Eastern Asia,9.0,2018.0,4.0,1.0,0.0,,,16
153,'11,'11.1,11.1.1,1,World,123.0,2016.0,3.0,1.0,0.0,,,194
154,'11,'11.1,11.1.1,53,Australia and New Zealand,0.0,,,,,,,2
155,'11,'11.1,11.1.1,62,Central and Southern Asia,10.0,2016.0,1.5,1.0,0.0,,,14
156,'11,'11.1,11.1.1,202,Sub-Saharan Africa,43.0,2016.0,7.0,1.0,0.0,,,48
157,'11,'11.1,11.1.1,419,Latin America and the Caribbean,26.0,2016.0,3.0,1.0,0.0,,,33
158,'11,'11.1,11.1.1,513,Europe and Northern America,19.0,2016.0,1.0,1.0,0.0,,,45
159,'11,'11.1,11.1.1,543,Oceania (excluding Australia and New Zealand),1.0,2016.0,1.0,1.0,0.0,,,12
160,'11,'11.1,11.1.1,747,Northern Africa and Western Asia,14.0,2016.0,2.5,1.0,0.0,,,24
161,'11,'11.1,11.1.1,753,Eastern and South-Eastern Asia,10.0,2016.0,5.0,1.0,0.0,,,16
162,'11,'11.5,11.5.1,1,World,106.6,2016.95,6.05,1.0,0.0,,,194
163,'11,'11.5,11.5.1,53,Australia and New Zealand,1.6,2017.875,3.625,1.0,0.0,,,2
164,'11,'11.5,11.5.1,62,Central and Southern Asia,9.8,2017.9,5.85,1.0,0.0,,,14
165,'11,'11.5,11.5.1,202,Sub-Saharan Africa,28.2,2016.9,5.9,1.0,0.0,,,48
166,'11,'11.5,11.5.1,419,Latin America and the Caribbean,23.7,2015.15,9.05,1.0,0.0,,,33
167,'11,'11.5,11.5.1,513,Europe and Northern America,12.6,2016.9,2.6,1.0,0.0,,,45
168,'11,'11.5,11.5.1,543,Oceania (excluding Australia and New Zealand),7.1,2014.15,3.85,1.0,0.0,,,12
169,'11,'11.5,11.5.1,747,Northern Africa and Western Asia,11.7,2016.35,5.75,1.0,0.0,,,24
170,'11,'11.5,11.5.1,753,Eastern and South-Eastern Asia,11.9,2017.1,6.15,1.0,0.0,,,16
171,'11,'11.5,11.5.2,1,World,111.2,2016.4666666666667,6.933333333333334,1.0,0.0,,,194
172,'11,'11.5,11.5.2,53,Australia and New Zealand,2.0,2018.0,4.0,1.0,0.0,,,2
173,'11,'11.5,11.5.2,62,Central and Southern Asia,10.0,2018.0,7.733333333333333,1.0,0.0,,,14
174,'11,'11.5,11.5.2,202,Sub-Saharan Africa,28.4,2017.0,6.933333333333334,1.0,0.0,,,48
175,'11,'11.5,11.5.2,419,Latin America and the Caribbean,26.0,2014.4666666666667,9.7,1.0,0.0,,,33
176,'11,'11.5,11.5.2,513,Europe and Northern America,13.866666666666667,2017.0,3.0,1.0,0.0,,,45
177,'11,'11.5,11.5.2,543,Oceania (excluding Australia and New Zealand),9.533333333333333,2014.0,4.666666666666667,1.0,0.0,,,12
178,'11,'11.5,11.5.2,747,Northern Africa and Western Asia,12.933333333333334,2017.0,6.866666666666666,1.0,0.0,,,24
179,'11,'11.5,11.5.2,753,Eastern and South-Eastern Asia,8.466666666666667,2016.2,8.333333333333334,1.0,0.0,,,16
180,'11,'11.6,11.6.1,1,World,108.0,2012.0,1.0,1.0,1.0,1.0,0.0,194
181,'11,'11.6,11.6.1,53,Australia and New Zealand,2.0,2015.0,1.0,6.0,1.0,6.0,0.0,2
182,'11,'11.6,11.6.1,62,Central and Southern Asia,8.0,2011.0,1.0,1.0,1.0,1.0,0.0,14
183,'11,'11.6,11.6.1,202,Sub-Saharan Africa,28.0,2012.0,1.0,1.0,1.0,1.0,0.0,48
184,'11,'11.6,11.6.1,419,Latin America and the Caribbean,20.0,2012.0,1.0,1.0,1.0,1.0,0.0,33
185,'11,'11.6,11.6.1,513,Europe and Northern America,30.0,2015.0,1.0,1.0,1.0,1.0,0.0,45
186,'11,'11.6,11.6.1,543,Oceania (excluding Australia and New Zealand),1.0,2007.0,1.0,1.0,1.0,1.0,0.0,12
187,'11,'11.6,11.6.1,747,Northern Africa and Western Asia,12.0,2012.0,1.0,1.0,1.0,1.0,0.0,24
188,'11,'11.6,11.6.1,753,Eastern and South-Eastern Asia,7.0,2015.0,1.0,1.0,1.0,1.0,0.0,16
189,'11,'11.6,11.6.2,1,World,192.0,2016.0,1.0,2.0,1.0,2.0,0.0,194
190,'11,'11.6,11.6.2,53,Australia and New Zealand,2.0,2016.0,1.0,2.0,1.0,2.0,0.0,2
191,'11,'11.6,11.6.2,62,Central and Southern Asia,14.0,2016.0,1.0,2.0,1.0,2.0,0.0,14
192,'11,'11.6,11.6.2,202,Sub-Saharan Africa,48.0,2016.0,1.0,2.0,1.0,2.0,0.0,48
193,'11,'11.6,11.6.2,419,Latin America and the Caribbean,33.0,2016.0,1.0,2.0,1.0,2.0,0.0,33
194,'11,'11.6,11.6.2,513,Europe and Northern America,44.0,2016.0,1.0,2.0,1.0,2.0,0.0,45
195,'11,'11.6,11.6.2,543,Oceania (excluding Australia and New Zealand),12.0,2016.0,1.0,2.0,1.0,2.0,0.0,12
196,'11,'11.6,11.6.2,747,Northern Africa and Western Asia,23.0,2016.0,1.0,2.0,1.0,2.0,0.0,24
197,'11,'11.6,11.6.2,753,Eastern and South-Eastern Asia,16.0,2016.0,1.0,2.0,1.0,2.0,0.0,16
198,'11,'11.b,11.b.1,1,World,101.0,2018.0,2.0,1.0,0.0,,,194
199,'11,'11.b,11.b.1,53,Australia and New Zealand,2.0,2018.0,4.0,1.0,0.0,,,2
200,'11,'11.b,11.b.1,62,Central and Southern Asia,9.0,2018.0,2.0,1.0,0.0,,,14
201,'11,'11.b,11.b.1,202,Sub-Saharan Africa,20.0,2018.0,2.0,1.0,0.0,,,48
202,'11,'11.b,11.b.1,419,Latin America and the Caribbean,13.0,2018.0,4.0,1.0,0.0,,,33
203,'11,'11.b,11.b.1,513,Europe and Northern America,31.0,2018.0,2.0,1.0,0.0,,,45
204,'11,'11.b,11.b.1,543,Oceania (excluding Australia and New Zealand),2.0,2018.0,1.5,1.0,0.0,,,12
205,'11,'11.b,11.b.1,747,Northern Africa and Western Asia,16.0,2018.0,2.0,1.0,0.0,,,24
206,'11,'11.b,11.b.1,753,Eastern and South-Eastern Asia,8.0,2018.0,3.5,1.0,0.0,,,16
207,'11,'11.b,11.b.2,1,World,62.333333333333336,2018.0,3.0,1.0,0.0,,,194
208,'11,'11.b,11.b.2,53,Australia and New Zealand,2.0,2018.0,2.5,1.0,0.0,,,2
209,'11,'11.b,11.b.2,62,Central and Southern Asia,5.0,2018.0,1.0,1.0,0.0,,,14
210,'11,'11.b,11.b.2,202,Sub-Saharan Africa,15.666666666666666,2018.0,2.3333333333333335,1.0,0.0,,,48
211,'11,'11.b,11.b.2,419,Latin America and the Caribbean,7.0,2018.0,4.0,1.0,0.0,,,33
212,'11,'11.b,11.b.2,513,Europe and Northern America,18.0,2018.0,2.3333333333333335,1.0,0.0,,,45
213,'11,'11.b,11.b.2,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
214,'11,'11.b,11.b.2,747,Northern Africa and Western Asia,7.666666666666667,2017.3333333333333,2.3333333333333335,1.0,0.0,,,24
215,'11,'11.b,11.b.2,753,Eastern and South-Eastern Asia,7.0,2018.0,4.0,1.0,0.0,,,16
216,'12,'12.1,12.1.1,1,World,53.0,2019.0,1.0,1.0,0.2,1.0,0.0,194
217,'12,'12.1,12.1.1,53,Australia and New Zealand,0.0,,,,,,,2
218,'12,'12.1,12.1.1,62,Central and Southern Asia,4.0,2019.0,1.0,1.0,0.2,1.0,0.0,14
219,'12,'12.1,12.1.1,202,Sub-Saharan Africa,9.6,2019.0,1.0,1.2,0.2,2.0,0.0,48
220,'12,'12.1,12.1.1,419,Latin America and the Caribbean,11.8,2019.0,1.0,1.0,0.2,1.0,0.0,33
221,'12,'12.1,12.1.1,513,Europe and Northern America,16.6,2019.0,1.0,1.4,0.2,3.0,0.0,45
222,'12,'12.1,12.1.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
223,'12,'12.1,12.1.1,747,Northern Africa and Western Asia,6.2,2019.0,1.0,1.0,0.2,1.0,0.0,24
224,'12,'12.1,12.1.1,753,Eastern and South-Eastern Asia,4.8,2019.0,1.0,1.0,0.3333333333333333,1.0,0.0,16
225,'12,'12.2,12.2.1,1,World,0.0,,,,,,,194
226,'12,'12.2,12.2.1,53,Australia and New Zealand,0.0,,,,,,,2
227,'12,'12.2,12.2.1,62,Central and Southern Asia,0.0,,,,,,,14
228,'12,'12.2,12.2.1,202,Sub-Saharan Africa,0.0,,,,,,,48
229,'12,'12.2,12.2.1,419,Latin America and the Caribbean,0.0,,,,,,,33
230,'12,'12.2,12.2.1,513,Europe and Northern America,0.0,,,,,,,45
231,'12,'12.2,12.2.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
232,'12,'12.2,12.2.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
233,'12,'12.2,12.2.1,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
234,'12,'12.2,12.2.2,1,World,185.0,2016.6666666666667,17.666666666666668,16.0,1.0,16.0,0.0,194
235,'12,'12.2,12.2.2,53,Australia and New Zealand,2.0,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,2
236,'12,'12.2,12.2.2,62,Central and Southern Asia,14.0,2016.6666666666667,17.666666666666668,16.0,1.0,16.0,0.0,14
237,'12,'12.2,12.2.2,202,Sub-Saharan Africa,48.0,2016.6666666666667,17.666666666666668,15.0,1.0,15.0,0.0,48
238,'12,'12.2,12.2.2,419,Latin America and the Caribbean,30.0,2016.6666666666667,17.666666666666668,16.0,1.0,16.0,0.0,33
