,Goal,Target,regionCode,regionName,avg_n_countries_available,avg_median_max_year,avg_median_n_years,avg_median_n_timeSeries,avg_n_dimensions,avg_median_values_per_dim,mean_data_for_female,n_countries_total
37,'1,'1.5,53,Australia and New Zealand,1.9,2017.96875,3.53125,1.0,0.0,,,2
38,'1,'1.5,62,Central and Southern Asia,8.45,2017.975,4.2125,1.0,0.0,,,14
39,'1,'1.5,202,Sub-Saharan Africa,23.46666666666667,2017.475,4.558333333333334,1.0,0.0,,,48
40,'1,'1.5,419,Latin America and the Caribbean,17.425,2016.5375,6.8875,1.0,0.0,,,33
41,'1,'1.5,513,Europe and Northern America,19.4,2017.475,2.4833333333333334,1.0,0.0,,,45
42,'1,'1.5,543,Oceania (excluding Australia and New Zealand),4.525,2015.3833333333332,3.783333333333333,1.0,0.0,,,12
43,'1,'1.5,747,Northern Africa and Western Asia,12.341666666666667,2017.1708333333333,4.770833333333333,1.0,0.0,,,24
44,'1,'1.5,753,Eastern and South-Eastern Asia,8.975,2017.525,6.1625,1.0,0.0,,,16
45,'1,'1.a,1,World,174.0,2016.0,12.0,1.0,0.0,,,194
46,'1,'1.a,53,Australia and New Zealand,2.0,2016.0,14.5,1.0,0.0,,,2
47,'1,'1.a,62,Central and Southern Asia,14.0,2017.0,14.0,1.0,0.0,,,14
48,'1,'1.a,202,Sub-Saharan Africa,45.0,2018.0,11.0,1.0,0.0,,,48
49,'1,'1.a,419,Latin America and the Caribbean,29.0,2017.0,10.0,1.0,0.0,,,33
50,'1,'1.a,513,Europe and Northern America,41.0,2016.0,16.0,1.0,0.0,,,45
51,'1,'1.a,543,Oceania (excluding Australia and New Zealand),10.0,2011.5,3.5,1.0,0.0,,,12
52,'1,'1.a,747,Northern Africa and Western Asia,20.0,2013.0,8.0,1.0,0.0,,,24
53,'1,'1.a,753,Eastern and South-Eastern Asia,13.0,2016.0,12.0,1.0,0.0,,,16
54,'10,'10.1,1,World,89.0,2017.0,1.0,2.0,1.0,2.0,0.0,194
55,'10,'10.1,53,Australia and New Zealand,0.0,,,,,,,2
56,'10,'10.1,62,Central and Southern Asia,7.0,2017.0,1.0,2.0,1.0,2.0,0.0,14
57,'10,'10.1,202,Sub-Saharan Africa,15.0,2016.0,1.0,2.0,1.0,2.0,0.0,48
58,'10,'10.1,419,Latin America and the Caribbean,14.0,2018.0,1.0,2.0,1.0,2.0,0.0,33
59,'10,'10.1,513,Europe and Northern America,38.0,2017.0,1.0,2.0,1.0,2.0,0.0,45
60,'10,'10.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
61,'10,'10.1,747,Northern Africa and Western Asia,8.0,2017.0,1.0,2.0,1.0,2.0,0.0,24
62,'10,'10.1,753,Eastern and South-Eastern Asia,7.0,2018.0,1.0,2.0,1.0,2.0,0.0,16
63,'10,'10.4,1,World,179.0,2017.0,14.0,1.0,0.0,,,194
64,'10,'10.4,53,Australia and New Zealand,2.0,2017.0,14.0,1.0,0.0,,,2
65,'10,'10.4,62,Central and Southern Asia,14.0,2017.0,14.0,1.0,0.0,,,14
66,'10,'10.4,202,Sub-Saharan Africa,47.0,2017.0,14.0,1.0,0.0,,,48
67,'10,'10.4,419,Latin America and the Caribbean,29.0,2017.0,14.0,1.0,0.0,,,33
68,'10,'10.4,513,Europe and Northern America,41.0,2017.0,14.0,1.0,0.0,,,45
69,'10,'10.4,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,14.0,1.0,0.0,,,12
70,'10,'10.4,747,Northern Africa and Western Asia,24.0,2017.0,14.0,1.0,0.0,,,24
71,'10,'10.4,753,Eastern and South-Eastern Asia,16.0,2017.0,14.0,1.0,0.0,,,16
72,'10,'10.5,1,World,128.71428571428572,2018.0,10.714285714285714,1.0,1.0,1.0,0.0,194
73,'10,'10.5,53,Australia and New Zealand,0.8571428571428571,2018.0,14.0,1.0,1.0,1.0,0.0,2
74,'10,'10.5,62,Central and Southern Asia,11.857142857142858,2018.0,8.5,1.0,1.0,1.0,0.0,14
75,'10,'10.5,202,Sub-Saharan Africa,26.428571428571427,2018.0,9.0,1.0,1.0,1.0,0.0,48
76,'10,'10.5,419,Latin America and the Caribbean,23.428571428571427,2018.0,11.142857142857142,1.0,1.0,1.0,0.0,33
77,'10,'10.5,513,Europe and Northern America,38.714285714285715,2018.0,11.0,1.0,1.0,1.0,0.0,45
78,'10,'10.5,543,Oceania (excluding Australia and New Zealand),6.857142857142857,2018.0,9.0,1.0,1.0,1.0,0.0,12
79,'10,'10.5,747,Northern Africa and Western Asia,10.571428571428571,2018.0,10.5,1.0,1.0,1.0,0.0,24
80,'10,'10.5,753,Eastern and South-Eastern Asia,10.0,2018.0,10.142857142857142,1.0,1.0,1.0,0.0,16
81,'10,'10.6,1,World,193.0,2018.0,7.0,7.0,1.0,7.0,0.0,194
82,'10,'10.6,53,Australia and New Zealand,2.0,2018.0,7.0,8.0,1.0,8.0,0.0,2
83,'10,'10.6,62,Central and Southern Asia,14.0,2018.0,7.0,6.5,1.0,6.5,0.0,14
84,'10,'10.6,202,Sub-Saharan Africa,48.0,2018.0,7.0,7.0,1.0,7.0,0.0,48
85,'10,'10.6,419,Latin America and the Caribbean,33.0,2018.0,7.0,7.0,1.0,7.0,0.0,33
86,'10,'10.6,513,Europe and Northern America,45.0,2018.0,7.0,7.0,1.0,7.0,0.0,45
87,'10,'10.6,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,7.0,5.5,1.0,5.5,0.0,12
88,'10,'10.6,747,Northern Africa and Western Asia,23.0,2018.0,7.0,6.0,1.0,6.0,0.0,24
89,'10,'10.6,753,Eastern and South-Eastern Asia,16.0,2018.0,7.0,7.0,1.0,7.0,0.0,16
90,'10,'10.7,1,World,55.5,2019.0,1.0,7.0,1.0,7.0,0.0,194
91,'10,'10.7,53,Australia and New Zealand,1.0,2019.0,1.0,7.0,1.0,7.0,0.0,2
92,'10,'10.7,62,Central and Southern Asia,2.5,2019.0,1.0,7.0,1.0,7.0,0.0,14
93,'10,'10.7,202,Sub-Saharan Africa,16.5,2019.0,1.0,7.0,1.0,7.0,0.0,48
94,'10,'10.7,419,Latin America and the Caribbean,7.0,2019.0,1.0,7.0,1.0,7.0,0.0,33
95,'10,'10.7,513,Europe and Northern America,15.5,2019.0,1.0,7.0,1.0,7.0,0.0,45
96,'10,'10.7,543,Oceania (excluding Australia and New Zealand),3.5,2019.0,1.0,7.0,1.0,7.0,0.0,12
97,'10,'10.7,747,Northern Africa and Western Asia,6.0,2019.0,1.0,7.0,1.0,7.0,0.0,24
98,'10,'10.7,753,Eastern and South-Eastern Asia,3.5,2019.0,1.0,7.0,1.0,7.0,0.0,16
99,'10,'10.a,1,World,193.0,2017.0,5.0,7.0,1.0,7.0,0.0,194
100,'10,'10.a,53,Australia and New Zealand,2.0,2017.0,5.0,7.0,1.0,7.0,0.0,2
101,'10,'10.a,62,Central and Southern Asia,14.0,2017.0,5.0,7.0,1.0,7.0,0.0,14
102,'10,'10.a,202,Sub-Saharan Africa,48.0,2017.0,5.0,7.0,1.0,7.0,0.0,48
103,'10,'10.a,419,Latin America and the Caribbean,33.0,2017.0,5.0,7.0,1.0,7.0,0.0,33
104,'10,'10.a,513,Europe and Northern America,44.0,2017.0,4.0,7.0,1.0,7.0,0.0,45
105,'10,'10.a,543,Oceania (excluding Australia and New Zealand),12.0,2017.0,5.0,5.5,1.0,5.5,0.0,12
106,'10,'10.a,747,Northern Africa and Western Asia,24.0,2017.0,5.0,7.0,1.0,7.0,0.0,24
107,'10,'10.a,753,Eastern and South-Eastern Asia,16.0,2017.0,5.0,7.0,1.0,7.0,0.0,16
108,'10,'10.b,1,World,65.33333333333333,2017.0,18.0,1.0,0.0,,,194
109,'10,'10.b,53,Australia and New Zealand,0.6666666666666666,2017.0,18.0,1.0,0.0,,,2
110,'10,'10.b,62,Central and Southern Asia,5.0,2017.0,11.5,1.0,0.0,,,14
111,'10,'10.b,202,Sub-Saharan Africa,16.0,2017.0,18.0,1.0,0.0,,,48
112,'10,'10.b,419,Latin America and the Caribbean,10.666666666666666,2017.0,18.0,1.0,0.0,,,33
113,'10,'10.b,513,Europe and Northern America,15.0,2017.0,16.5,1.0,0.0,,,45
114,'10,'10.b,543,Oceania (excluding Australia and New Zealand),4.0,2017.0,18.0,1.0,0.0,,,12
115,'10,'10.b,747,Northern Africa and Western Asia,8.666666666666666,2017.0,18.0,1.0,0.0,,,24
116,'10,'10.b,753,Eastern and South-Eastern Asia,5.333333333333333,2017.0,16.5,1.0,0.0,,,16
117,'10,'10.c,1,World,105.0,2018.0,4.0,1.0,0.0,,,194
118,'10,'10.c,53,Australia and New Zealand,0.0,,,,,,,2
119,'10,'10.c,62,Central and Southern Asia,10.0,2018.0,4.0,1.0,0.0,,,14
120,'10,'10.c,202,Sub-Saharan Africa,33.0,2018.0,4.0,1.0,0.0,,,48
121,'10,'10.c,419,Latin America and the Caribbean,19.0,2018.0,4.0,1.0,0.0,,,33
122,'10,'10.c,513,Europe and Northern America,15.0,2018.0,4.0,1.0,0.0,,,45
123,'10,'10.c,543,Oceania (excluding Australia and New Zealand),5.0,2018.0,4.0,1.0,0.0,,,12
124,'10,'10.c,747,Northern Africa and Western Asia,14.0,2018.0,4.0,1.0,0.0,,,24
125,'10,'10.c,753,Eastern and South-Eastern Asia,9.0,2018.0,4.0,1.0,0.0,,,16
126,'11,'11.1,1,World,123.0,2016.0,3.0,1.0,0.0,,,194
127,'11,'11.1,53,Australia and New Zealand,0.0,,,,,,,2
128,'11,'11.1,62,Central and Southern Asia,10.0,2016.0,1.5,1.0,0.0,,,14
129,'11,'11.1,202,Sub-Saharan Africa,43.0,2016.0,7.0,1.0,0.0,,,48
130,'11,'11.1,419,Latin America and the Caribbean,26.0,2016.0,3.0,1.0,0.0,,,33
131,'11,'11.1,513,Europe and Northern America,19.0,2016.0,1.0,1.0,0.0,,,45
132,'11,'11.1,543,Oceania (excluding Australia and New Zealand),1.0,2016.0,1.0,1.0,0.0,,,12
133,'11,'11.1,747,Northern Africa and Western Asia,14.0,2016.0,2.5,1.0,0.0,,,24
134,'11,'11.1,753,Eastern and South-Eastern Asia,10.0,2016.0,5.0,1.0,0.0,,,16
135,'11,'11.5,1,World,108.9,2016.7083333333335,6.491666666666667,1.0,0.0,,,194
136,'11,'11.5,53,Australia and New Zealand,1.8,2017.9375,3.8125,1.0,0.0,,,2
137,'11,'11.5,62,Central and Southern Asia,9.9,2017.95,6.791666666666666,1.0,0.0,,,14
138,'11,'11.5,202,Sub-Saharan Africa,28.299999999999997,2016.95,6.416666666666667,1.0,0.0,,,48
139,'11,'11.5,419,Latin America and the Caribbean,24.85,2014.8083333333334,9.375,1.0,0.0,,,33
140,'11,'11.5,513,Europe and Northern America,13.233333333333334,2016.95,2.8,1.0,0.0,,,45
141,'11,'11.5,543,Oceania (excluding Australia and New Zealand),8.316666666666666,2014.075,4.258333333333334,1.0,0.0,,,12
142,'11,'11.5,747,Northern Africa and Western Asia,12.316666666666666,2016.675,6.308333333333334,1.0,0.0,,,24
143,'11,'11.5,753,Eastern and South-Eastern Asia,10.183333333333334,2016.65,7.241666666666667,1.0,0.0,,,16
144,'11,'11.6,1,World,150.0,2014.0,1.0,1.5,1.0,1.5,0.0,194
145,'11,'11.6,53,Australia and New Zealand,2.0,2015.5,1.0,4.0,1.0,4.0,0.0,2
146,'11,'11.6,62,Central and Southern Asia,11.0,2013.5,1.0,1.5,1.0,1.5,0.0,14
147,'11,'11.6,202,Sub-Saharan Africa,38.0,2014.0,1.0,1.5,1.0,1.5,0.0,48
148,'11,'11.6,419,Latin America and the Caribbean,26.5,2014.0,1.0,1.5,1.0,1.5,0.0,33
149,'11,'11.6,513,Europe and Northern America,37.0,2015.5,1.0,1.5,1.0,1.5,0.0,45
150,'11,'11.6,543,Oceania (excluding Australia and New Zealand),6.5,2011.5,1.0,1.5,1.0,1.5,0.0,12
151,'11,'11.6,747,Northern Africa and Western Asia,17.5,2014.0,1.0,1.5,1.0,1.5,0.0,24
152,'11,'11.6,753,Eastern and South-Eastern Asia,11.5,2015.5,1.0,1.5,1.0,1.5,0.0,16
153,'11,'11.b,1,World,81.66666666666667,2018.0,2.5,1.0,0.0,,,194
154,'11,'11.b,53,Australia and New Zealand,2.0,2018.0,3.25,1.0,0.0,,,2
155,'11,'11.b,62,Central and Southern Asia,7.0,2018.0,1.5,1.0,0.0,,,14
156,'11,'11.b,202,Sub-Saharan Africa,17.833333333333332,2018.0,2.166666666666667,1.0,0.0,,,48
157,'11,'11.b,419,Latin America and the Caribbean,10.0,2018.0,4.0,1.0,0.0,,,33
158,'11,'11.b,513,Europe and Northern America,24.5,2018.0,2.166666666666667,1.0,0.0,,,45
159,'11,'11.b,543,Oceania (excluding Australia and New Zealand),1.0,2018.0,1.5,1.0,0.0,,,12
160,'11,'11.b,747,Northern Africa and Western Asia,11.833333333333334,2017.6666666666665,2.166666666666667,1.0,0.0,,,24
161,'11,'11.b,753,Eastern and South-Eastern Asia,7.5,2018.0,3.75,1.0,0.0,,,16
162,'12,'12.1,1,World,53.0,2019.0,1.0,1.0,0.2,1.0,0.0,194
163,'12,'12.1,53,Australia and New Zealand,0.0,,,,,,,2
164,'12,'12.1,62,Central and Southern Asia,4.0,2019.0,1.0,1.0,0.2,1.0,0.0,14
165,'12,'12.1,202,Sub-Saharan Africa,9.6,2019.0,1.0,1.2,0.2,2.0,0.0,48
166,'12,'12.1,419,Latin America and the Caribbean,11.8,2019.0,1.0,1.0,0.2,1.0,0.0,33
167,'12,'12.1,513,Europe and Northern America,16.6,2019.0,1.0,1.4,0.2,3.0,0.0,45
168,'12,'12.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
169,'12,'12.1,747,Northern Africa and Western Asia,6.2,2019.0,1.0,1.0,0.2,1.0,0.0,24
170,'12,'12.1,753,Eastern and South-Eastern Asia,4.8,2019.0,1.0,1.0,0.3333333333333333,1.0,0.0,16
171,'12,'12.2,1,World,92.5,2016.6666666666667,17.666666666666668,16.0,1.0,16.0,0.0,194
172,'12,'12.2,53,Australia and New Zealand,1.0,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,2
173,'12,'12.2,62,Central and Southern Asia,7.0,2016.6666666666667,17.666666666666668,16.0,1.0,16.0,0.0,14
174,'12,'12.2,202,Sub-Saharan Africa,24.0,2016.6666666666667,17.666666666666668,15.0,1.0,15.0,0.0,48
175,'12,'12.2,419,Latin America and the Caribbean,15.0,2016.6666666666667,17.666666666666668,16.0,1.0,16.0,0.0,33
176,'12,'12.2,513,Europe and Northern America,20.5,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,45
177,'12,'12.2,543,Oceania (excluding Australia and New Zealand),5.5,2016.6666666666667,17.666666666666668,13.0,1.0,13.0,0.0,12
178,'12,'12.2,747,Northern Africa and Western Asia,11.5,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,24
179,'12,'12.2,753,Eastern and South-Eastern Asia,8.0,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,16
180,'12,'12.3,1,World,0.0,,,,,,,194
181,'12,'12.3,53,Australia and New Zealand,0.0,,,,,,,2
182,'12,'12.3,62,Central and Southern Asia,0.0,,,,,,,14
183,'12,'12.3,202,Sub-Saharan Africa,0.0,,,,,,,48
184,'12,'12.3,419,Latin America and the Caribbean,0.0,,,,,,,33
185,'12,'12.3,513,Europe and Northern America,0.0,,,,,,,45
186,'12,'12.3,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
187,'12,'12.3,747,Northern Africa and Western Asia,0.0,,,,,,,24
188,'12,'12.3,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
189,'12,'12.4,1,World,130.9090909090909,2018.590909090909,5.581818181818182,1.0909090909090908,0.045454545454545456,3.0,0.0,194
190,'12,'12.4,53,Australia and New Zealand,1.1181818181818182,2019.4,6.7,1.0,0.0,,,2
191,'12,'12.4,62,Central and Southern Asia,8.254545454545454,2018.840909090909,4.536363636363636,1.0454545454545454,0.045454545454545456,2.0,0.0,14
192,'12,'12.4,202,Sub-Saharan Africa,29.363636363636363,2017.3863636363635,3.6954545454545453,1.0454545454545454,0.045454545454545456,2.0,0.0,48
193,'12,'12.4,419,Latin America and the Caribbean,21.672727272727272,2017.159090909091,5.695454545454546,1.0,0.045454545454545456,1.0,0.0,33
194,'12,'12.4,513,Europe and Northern America,39.481818181818184,2018.590909090909,5.581818181818182,1.0909090909090908,0.045454545454545456,3.0,0.0,45
195,'12,'12.4,543,Oceania (excluding Australia and New Zealand),5.281818181818181,2018.75,7.8375,1.0,0.0625,1.0,0.0,12
196,'12,'12.4,747,Northern Africa and Western Asia,16.18181818181818,2018.090909090909,5.172727272727273,1.0681818181818183,0.045454545454545456,2.5,0.0,24
197,'12,'12.4,753,Eastern and South-Eastern Asia,9.554545454545455,2018.818181818182,7.627272727272728,1.0681818181818183,0.045454545454545456,2.5,0.0,16
198,'12,'12.5,1,World,69.33333333333333,2018.3333333333333,7.0,1.0,0.0,,,194
199,'12,'12.5,53,Australia and New Zealand,1.0,2018.6666666666667,5.666666666666667,1.0,0.0,,,2
200,'12,'12.5,62,Central and Southern Asia,2.0,2018.1666666666667,3.0,1.0,0.0,,,14
201,'12,'12.5,202,Sub-Saharan Africa,8.0,2018.5,3.0,1.0,0.0,,,48
202,'12,'12.5,419,Latin America and the Caribbean,12.666666666666666,2017.6666666666667,5.0,1.0,0.0,,,33
203,'12,'12.5,513,Europe and Northern America,38.666666666666664,2018.3333333333333,7.0,1.0,0.0,,,45
204,'12,'12.5,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
205,'12,'12.5,747,Northern Africa and Western Asia,4.0,2017.8333333333333,4.0,1.0,0.0,,,24
206,'12,'12.5,753,Eastern and South-Eastern Asia,3.0,2018.3333333333333,7.0,1.0,0.0,,,16
207,'12,'12.b,1,World,106.0,2018.0,11.0,1.0,0.0,,,194
208,'12,'12.b,53,Australia and New Zealand,2.0,2018.0,11.0,1.0,0.0,,,2
209,'12,'12.b,62,Central and Southern Asia,9.0,2018.0,11.0,1.0,0.0,,,14
210,'12,'12.b,202,Sub-Saharan Africa,11.0,2018.0,11.0,1.0,0.0,,,48
211,'12,'12.b,419,Latin America and the Caribbean,19.0,2018.0,11.0,1.0,0.0,,,33
212,'12,'12.b,513,Europe and Northern America,40.0,2018.0,11.0,1.0,0.0,,,45
213,'12,'12.b,543,Oceania (excluding Australia and New Zealand),3.0,2018.0,11.0,1.0,0.0,,,12
214,'12,'12.b,747,Northern Africa and Western Asia,13.0,2018.0,11.0,1.0,0.0,,,24
215,'12,'12.b,753,Eastern and South-Eastern Asia,9.0,2018.0,11.0,1.0,0.0,,,16
216,'12,'12.c,1,World,128.33333333333334,2017.0,3.0,1.0,0.0,,,194
217,'12,'12.c,53,Australia and New Zealand,1.0,2017.0,3.0,1.0,0.0,,,2
218,'12,'12.c,62,Central and Southern Asia,12.0,2017.0,3.0,1.0,0.0,,,14
219,'12,'12.c,202,Sub-Saharan Africa,31.666666666666668,2017.0,3.0,1.0,0.0,,,48
220,'12,'12.c,419,Latin America and the Caribbean,26.0,2017.0,3.0,1.0,0.0,,,33
221,'12,'12.c,513,Europe and Northern America,24.333333333333332,2017.0,3.0,1.0,0.0,,,45
222,'12,'12.c,543,Oceania (excluding Australia and New Zealand),1.3333333333333333,2017.0,2.0,1.0,0.0,,,12
223,'12,'12.c,747,Northern Africa and Western Asia,21.0,2017.0,3.0,1.0,0.0,,,24
224,'12,'12.c,753,Eastern and South-Eastern Asia,11.0,2017.0,3.0,1.0,0.0,,,16
225,'13,'13.1,1,World,89.97777777777777,2017.6499999999999,3.6833333333333336,1.0,0.0,,,194
226,'13,'13.1,53,Australia and New Zealand,1.8666666666666665,2017.9583333333333,3.375,1.0,0.0,,,2
227,'13,'13.1,62,Central and Southern Asia,7.933333333333334,2017.9666666666665,2.9499999999999997,1.0,0.0,,,14
228,'13,'13.1,202,Sub-Saharan Africa,21.288888888888888,2017.6333333333332,3.4111111111111114,1.0,0.0,,,48
229,'13,'13.1,419,Latin America and the Caribbean,14.566666666666668,2017.05,5.683333333333334,1.0,0.0,,,33
230,'13,'13.1,513,Europe and Northern America,20.533333333333335,2017.6333333333332,2.3111111111111113,1.0,0.0,,,45
231,'13,'13.1,543,Oceania (excluding Australia and New Zealand),3.033333333333333,2016.075,2.675,1.0,0.0,,,12
232,'13,'13.1,747,Northern Africa and Western Asia,11.78888888888889,2017.2277777777779,3.361111111111111,1.0,0.0,,,24
233,'13,'13.1,753,Eastern and South-Eastern Asia,8.966666666666667,2017.7,4.55,1.0,0.0,,,16
234,'14,'14.3,1,World,4.0,2019.0,4.5,8.5,1.0,8.5,0.0,194
235,'14,'14.3,53,Australia and New Zealand,2.0,2019.0,7.5,8.5,1.0,8.5,0.0,2
236,'14,'14.3,62,Central and Southern Asia,0.0,,,,,,,14
237,'14,'14.3,202,Sub-Saharan Africa,0.0,,,,,,,48
238,'14,'14.3,419,Latin America and the Caribbean,0.0,,,,,,,33
239,'14,'14.3,513,Europe and Northern America,2.0,2018.5,2.5,6.5,1.0,6.5,0.0,45
240,'14,'14.3,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
241,'14,'14.3,747,Northern Africa and Western Asia,0.0,,,,,,,24
242,'14,'14.3,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
243,'14,'14.4,1,World,0.0,,,,,,,194
244,'14,'14.4,53,Australia and New Zealand,0.0,,,,,,,2
245,'14,'14.4,62,Central and Southern Asia,0.0,,,,,,,14
246,'14,'14.4,202,Sub-Saharan Africa,0.0,,,,,,,48
247,'14,'14.4,419,Latin America and the Caribbean,0.0,,,,,,,33
248,'14,'14.4,513,Europe and Northern America,0.0,,,,,,,45
249,'14,'14.4,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
250,'14,'14.4,747,Northern Africa and Western Asia,0.0,,,,,,,24
251,'14,'14.4,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
252,'14,'14.5,1,World,144.33333333333334,2018.3333333333333,7.333333333333333,1.0,0.0,,,194
253,'14,'14.5,53,Australia and New Zealand,2.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,2
254,'14,'14.5,62,Central and Southern Asia,7.333333333333333,2018.3333333333333,7.333333333333333,1.0,0.0,,,14
255,'14,'14.5,202,Sub-Saharan Africa,29.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,48
256,'14,'14.5,419,Latin America and the Caribbean,30.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,33
257,'14,'14.5,513,Europe and Northern America,30.666666666666668,2018.3333333333333,7.333333333333333,1.0,0.0,,,45
258,'14,'14.5,543,Oceania (excluding Australia and New Zealand),11.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,12
259,'14,'14.5,747,Northern Africa and Western Asia,20.333333333333332,2018.3333333333333,7.333333333333333,1.0,0.0,,,24
260,'14,'14.5,753,Eastern and South-Eastern Asia,14.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,16
261,'14,'14.6,1,World,181.0,2018.0,1.0,1.0,0.0,,,194
