goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,,,37.6,42.9,55.8,42.7,35.6,40.7,34.1,32.7,32.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old;,ILOSTAT - HS - Multi-purpose household survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),231,Ethiopia,5,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,F,Female,"[2005, 2013]",2005,2013,2,PT,Percentage,G,Global,,,,,,15.1,,,,,,,,21.1,,,,,21.1,,,Repository: ILO-STATISTICS - Micro data processing;,ILOSTAT - LFS - National Labor Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,34.8,38.2,37.2,34.8,41.2,41.0,39.6,34.9,36.6,34.3,38.4,34.6,31.6,32.8,30.8,27.8,31.6,34.3,34.3,,,"[2000,2002-2004,2006-2008,2010,2012-2017]: Repository: Eurostat special tabulation; // [2001,2005,2009,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),242,Fiji,4,54,Melanesia,Country,177.9660884,-17.83301566,FJI,1,1,F,Female,"[2011, 2016]",2011,2016,2,PT,Percentage,G,Global,,,,,,,,,,,,30.7,,,,,38.6,,38.6,,,Repository: ILO-STATISTICS - Micro data processing;,"ILOSTAT - LFS - Employment, Unemployment Survey",,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,27.6,29.7,30.2,30.9,30.7,32.7,33.9,32.3,33.6,34.7,34.3,31.1,29.7,29.5,34.3,33.5,34.1,31.5,31.5,,,"[2000,2005,2008,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised // [2001-2004,2006-2007,2009-2010,2012-2017]: Repository: Eurostat special tabulation;",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,31.7,32.6,34.5,32.5,33.1,36.3,37.0,36.5,36.8,37.4,38.5,39.1,39.2,35.6,32.0,30.9,31.1,32.5,32.5,,,"[2000-2002,2004,2006-2010,2012,2015-2017]: Repository: Eurostat special tabulation; // [2003,2005,2011,2013-2014]: Repository: Eurostat special tabulation;Break in series: Methodology revised",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,F,Female,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,,,,,,33.7,,,,,,33.7,,,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,ILOSTAT - LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2010, 2011, 2012]",2000,2012,11,PT,Percentage,G,Global,23.1,22.9,19.9,23.8,20.2,22.0,19.8,18.4,,,21.7,21.5,15.5,,,,,,15.5,,,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,ILOSTAT - LFS - Palestinian labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,20.7,20.6,22.0,23.1,22.8,23.6,24.2,24.8,25.7,26.8,27.5,27.9,27.1,27.5,27.8,28.1,28.1,28.2,28.2,,,"[2000-2004,2006-2009,2013-2017]: Repository: Eurostat special tabulation; // [2005,2010-2012]: Repository: Eurostat special tabulation;Break in series: Methodology revised",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,F,Female,"[2013, 2015]",2013,2015,2,PT,Percentage,G,Global,,,,,,,,,,,,,,26.7,,33.1,,,33.1,,,Repository: ILO-STATISTICS - Micro data processing;,[2013]: ILOSTAT - HIES - Living Standards Survey // [2015]: ILOSTAT - LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,19.9,18.6,15.5,20.7,21.2,23.7,22.5,22.8,26.3,27.0,26.9,22.0,22.2,25.8,27.8,24.7,24.7,29.7,29.7,,,"[2000,2002-2003,2006-2008,2010,2012-2017]: Repository: Eurostat special tabulation; // [2001,2004-2005,2009,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,F,Female,"[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]",2004,2017,11,PT,Percentage,G,Global,,,,,28.6,26.3,29.4,,29.9,34.4,32.1,30.2,32.3,36.5,38.6,,,32.2,32.2,,,"[2004-2006,2017]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas; // [2008-2010,2012-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. // [2011]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas;Break in series: Methodology revised | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",ILOSTAT - LFS - Permanent Household Survey (Urban),,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,F,Female,"[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015]",2003,2015,8,PT,Percentage,G,Global,,,,25.5,46.6,,,,,,33.2,60.9,35.6,29.4,35.4,34.6,,,34.6,,,"[2003,2011-2012,2015]: Repository: ILO-STATISTICS - Micro data processing; // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised",ILOSTAT - LFS - Monthly Employment and Income Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,35.4,35.4,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter;,ILOSTAT - LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,F,Female,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2005,2017,13,PT,Percentage,G,Global,,,,,,33.2,33.8,33.8,33.3,34.3,35.5,31.6,35.8,36.2,42.3,42.4,41.1,41.0,41.0,,,[2005]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;Break in series: Methodology revised // [2006-2017]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;,ILOSTAT - HS - Continous Multi-Purpose Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,34.2,37.7,37.9,37.2,36.7,39.4,40.9,39.0,40.8,39.9,40.0,38.2,36.3,38.3,37.6,39.1,37.7,37.6,37.6,,,"[2000,2002-2004,2006-2010,2012-2017]: Repository: Eurostat special tabulation; // [2001,2005,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,30.4,30.2,32.3,40.0,38.1,30.0,34.0,33.1,37.0,38.4,37.1,39.1,38.2,37.9,38.2,39.5,34.8,33.0,33.0,,,"[2000-2002,2004,2006-2010,2012-2017]: Repository: Eurostat special tabulation; // [2003,2005,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised",ILOSTAT - LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,F,Female,"[2010, 2012]",2010,2012,2,PT,Percentage,G,Global,,,,,,,,,,,12.3,,13.0,,,,,,13.0,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year;,ILOSTAT - HS - National Sample Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,I,ILO,Proportion of women in managerial positions,2019.Q4.G.01,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,F,Female,"[2007, 2008, 2009, 2010]",2007,2010,4,PT,Percentage,G,Global,,,,,,,,15.8,16.4,18.1,19.4,,,,,,,,19.4,,,Repository: ILO-STATISTICS - Micro data processing;,ILOSTAT - LFS - National Labour Force Survey,,C: Country data
