goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,188,Costa Rica,5,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.85,0.925,0.925,0.925,,0.925,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.875,0.9,0.925,,,0.925,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,218,Ecuador,5,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.0,0.0,0.0,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,231,Ethiopia,5,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.0,0.875,,0.875,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,IX,Index,G,Global,0.925,0.925,0.925,0.925,0.925,0.925,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.3,0.325,0.375,0.425,,0.425,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.75,0.75,0.75,0.75,,0.75,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.6,0.625,0.65,0.65,,0.65,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,"[2016, 2017, 2018]",2016,2018,3,IX,Index,G,Global,,0.825,0.975,0.975,,0.975,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.45,0.375,,0.375,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.075,0.25,0.275,0.4,,0.4,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,IX,Index,G,Global,0.575,0.575,0.575,0.575,0.575,0.575,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.0,0.0,0.0,0.75,,0.75,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.225,0.4,0.8,0.9,,0.9,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,332,Haiti,5,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.2,0.2,0.2,0.625,,0.625,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
