goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	typeOfSkill_code	typeOfSkill_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_LTRCY	Literacy	[2015]	2015	2015	1	PT	Percentage	G	Global										46.4913			46.4913				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	PT	Percentage	G	Global										31.22895			31.22895				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	PT	Percentage	G	Global										37.89699			37.89699				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							95.6689						95.6689				Skills Towards Employability and Productivity (STEP) of World Bank		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							79.10392						79.10392				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							84.94484						84.94484				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							83.56026						83.56026				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							85.60425						85.60425				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							81.21509						81.21509				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							86.19786						86.19786				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							85.09798						85.09798				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							88.99929						88.99929				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							87.06574						87.06574				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							88.12896						88.12896				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							87.58601						87.58601				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							88.66247						88.66247				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							85.70948						85.70948				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							82.89488						82.89488				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							84.60281						84.60281				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							86.80216						86.80216				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							84.23915						84.23915				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							85.60064						85.60064				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	Y16T65	16 to 65 years old	F	Female	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							87.48161						87.48161				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	PT	Percentage	G	Global							86.33652						86.33652				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	Y16T65	16 to 65 years old	M	Male	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							86.61527						86.61527				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.6	By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy	C040601	4.6.1	II	UNESCO-UIS	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex	2019.Q4.G.01	['education']	SE_ADT_FUNS	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	Y16T65	16 to 65 years old	_T	Both sexes	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	PT	Percentage	G	Global							85.65058						85.65058				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
