goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,8.41,8.79,9.04,9.21,9.2,9.91,8.92,9.18,9.77,12.26,11.15,11.98,13.13,12.44,11.18,10.71,10.44,10.44,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,12.08,12.68,12.79,13.05,11.64,12.0,13.3,14.01,15.91,14.67,15.35,16.83,14.28,14.06,13.23,12.89,12.86,12.86,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,"[2015, 2016]",2015,2016,2,PT,Percentage,G,Global,,,,,,,,,,,,,,,,13.73,17.45,17.45,,,Value added in basic prices,National Statististics office of Georgia - GEOSTAT,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,"[2015, 2016]",2015,2016,2,PT,Percentage,G,Global,,,,,,,,,,,,,,,,57.19,59.45,59.45,,,Value added,Palestinian Central Bureau of Statistics( PCBS),,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,8.09,8.97,7.75,8.03,8.18,8.67,8.88,8.53,8.29,8.28,8.93,9.01,8.24,8.28,7.78,7.3,6.98,6.98,,,Value added at factor costs,[2000-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2016]: Statistisches Bundesamt,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2003,2016,14,PT,Percentage,G,Global,,,,33.8,34.3,34.88,34.95,34.58,26.21,32.96,33.13,32.19,31.19,28.04,27.33,17.3,16.01,16.01,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,5.96,9.19,8.09,8.16,7.91,7.32,7.52,7.94,7.54,7.57,7.39,7.32,7.3,7.32,6.95,6.59,6.89,6.89,,,Value added at factor costs,[2000-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2016]: Hungarian Central Statistical Office,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,"[2015, 2016]",2015,2016,2,PT,Percentage,G,Global,,,,,,,,,,,,,,,,14.12,15.22,15.22,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,"[2010, 2011, 2012, 2013, 2014, 2015]",2010,2015,6,PT,Percentage,G,Global,,,,,,,,,,,3.07,3.67,2.85,2.5,2.64,2.26,,2.26,,,Value added in producers prices,"Annual Survey of Industries, Central Statistics Office",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,16.75,16.94,21.37,20.08,20.65,19.35,19.56,18.06,20.81,20.81,19.4,20.73,19.79,20.19,19.01,21.52,19.34,19.34,,,[2000-2006]: Value added in basic prices // [2007-2016]: Value added,"[2000-2006]: OECD Structural and Demographic Business Statistics (SDBS) database // [2007-2016]: Economic Activity Survey, Australian Bureau of Statistics",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,"[2010, 2011, 2012, 2013, 2014]",2010,2014,5,PT,Percentage,G,Global,,,,,,,,,,,11.0,2.99,10.26,11.43,10.68,,,10.68,,,Value added in producers prices,"Combination of Micro and Small Manufacturing Industry Survey, BPS - Statistics Indonesia + Annual Large and Medium Manufacturing Establishment Survey, BPS - Statistics Indonesia",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,2.56,2.51,2.65,2.37,2.85,2.87,2.48,4.29,11.28,12.61,14.29,19.17,10.34,22.89,10.14,3.98,3.35,3.35,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",2004,2015,12,PT,Percentage,G,Global,,,,,10.15,9.52,9.54,10.58,10.43,8.47,8.67,8.56,8.68,8.44,8.18,7.02,,7.02,,,Value added in basic prices,"[2004-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015]: Central Bureau of Statistics, Jerusalem",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,25.93,26.77,27.08,26.89,26.59,26.44,26.5,26.76,24.95,25.43,23.35,22.84,23.69,23.6,23.4,22.96,22.55,22.55,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),392,Japan,4,30,Eastern Asia,Country,139.2716103,36.6554539,JPN,1,1,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",2001,2014,14,PT,Percentage,G,Global,,11.19,11.58,11.25,10.52,10.06,9.74,9.95,10.28,10.73,10.54,11.96,9.61,9.0,8.69,,,8.69,,,Value added in basic prices,"[2001-2007,2011,2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2008-2010,2012-2013]: Japan Statistical Yearbook, Statistics Japan",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,11.16,11.9,11.4,11.86,11.5,10.45,10.19,9.87,8.64,9.23,8.75,8.47,8.35,8.57,8.54,8.19,7.91,7.91,,,Value added at factor costs,[2000-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2016]: Statistics Austria,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2013]",2000,2013,8,PT,Percentage,G,Global,11.24,11.9,12.29,12.96,12.1,12.76,12.84,,,,,,,7.25,,,,7.25,,,Value added in basic prices,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),414,Kuwait,4,145,Western Asia,Country,47.49305029,29.53949468,KWT,1,1,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2002,2016,15,PT,Percentage,G,Global,,,9.29,7.35,6.01,5.28,5.8,5.39,5.65,6.74,5.7,5.5,4.58,4.83,5.69,6.76,6.87,6.87,,,Value added in producers prices,"Annual Survey of Establishments, Industry, Kuwait Central Statistical Bureau",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,9.13,13.2,10.66,9.88,8.03,10.19,11.43,12.03,12.4,12.13,11.82,9.73,10.78,11.9,10.79,11.19,11.46,11.46,,,Value added at factor costs,[2000-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2016]: Central Statistical Bureau of Latvia,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2000,2016,17,PT,Percentage,G,Global,7.97,5.01,6.89,6.86,5.92,6.37,6.81,6.68,7.73,6.45,6.09,6.06,7.39,8.6,9.01,8.13,8.48,8.48,,,Value added at factor costs,[2000-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2016]: Statistics Lithuania,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",C090301,9.3.1,II,UNIDO,Proportion of small-scale industries in total industry value added,2019.Q4.G.01,"['industrialization', 'economic growth']",NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2003,2016,14,PT,Percentage,G,Global,,,,6.68,6.36,2.33,2.56,2.19,2.81,5.64,4.68,4.95,4.83,6.71,4.41,3.97,3.81,3.81,,,Value added at factor costs,OECD Structural and Demographic Business Statistics (SDBS) database,,C: Country data
