goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y20T24	20 to 24 years old	F	Female	[2016]	2016	2016	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global													0.9			0.9				DHS 2016		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	145	Western Asia	3	142	Asia	Region						Y20T24	20 to 24 years old	F	Female	[2003, 2008, 2013, 2018]	2003	2018	4	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global	6.2				5.7					4.5					3.4	3.4			Based on 9 countries covering 71 per cent of the regional population of women aged 20-24 years	DHS, MICS and other national surveys		E: Estimated data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y20T24	20 to 24 years old	F	Female	[2015]	2015	2015	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global												29.7				29.7				DHS 2014-15		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	15	Northern Africa	3	2	Africa	Region						Y20T24	20 to 24 years old	F	Female	[2003, 2008, 2013, 2018]	2003	2018	4	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global	5.3				4.2					4.1					3.5	3.5			Based on 5 countries covering 95 per cent of the regional population of women aged 20-24 years	DHS, MICS and other national surveys		E: Estimated data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y20T24	20 to 24 years old	F	Female	[2015]	2015	2015	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global												4.9				4.9				DHS 2015		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y20T24	20 to 24 years old	F	Female	[2012]	2012	2012	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global									10.0							10.0				DHS 2012		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y20T24	20 to 24 years old	F	Female	[2015]	2015	2015	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global												6.9				6.9				MICS 2014-15		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											10.0					10.0				DHS 2013-14		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y20T24	20 to 24 years old	F	Female	[2011]	2011	2011	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global								6.8								6.8				MICS 2011		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											4.7					4.7				MICS 2014		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	199	Least Developed Countries (LDC)	1			Group						Y20T24	20 to 24 years old	F	Female	[2003, 2008, 2013, 2018]	2003	2018	4	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global	19.6				18.2					16.1					12.2	12.2			Based on 38 countries covering 94 per cent of the regional population of women aged 20-24 years	DHS, MICS and other national surveys		E: Estimated data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	202	Sub-Saharan Africa	3	2	Africa	Region						Y20T24	20 to 24 years old	F	Female	[2003, 2008, 2013, 2018]	2003	2018	4	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global	14.9				15.1					14.2					11.8	11.8			Based on 37 countries covering 88 per cent of the regional population of women aged 20-24 years	DHS, MICS and other national surveys		E: Estimated data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											7.0					7.0				MICS 2014		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											12.3					12.3				MICS 2014		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y20T24	20 to 24 years old	F	Female	[2012]	2012	2012	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global									2.5							2.5				ENSANUT 2012		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											5.8					5.8				ENS/MICS 2014		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	Y20T24	20 to 24 years old	F	Female	[2011]	2011	2011	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global								8.6								8.6				DHS 2011		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Y20T24	20 to 24 years old	F	Female	[2016]	2016	2016	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global													14.1			14.1				DHS 2016		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	Y20T24	20 to 24 years old	F	Female	[2010]	2010	2010	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global							12.9									12.9				EPHS 2010		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	Y20T24	20 to 24 years old	F	Female	[2016]	2016	2016	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global													7.9			7.9				DHS 2015-16		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	Y20T24	20 to 24 years old	F	Female	[2006]	2006	2006	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global			1.8													1.8				MICS 2006		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Y20T24	20 to 24 years old	F	Female	[2012]	2012	2012	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global									5.6							5.6				DHS 2012		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Y20T24	20 to 24 years old	F	Female	[2010]	2010	2010	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global							1.1									1.1				RHS 2010		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y20T24	20 to 24 years old	F	Female	[2013]	2013	2013	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global										9.3						9.3				DHS 2013		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											1.0					1.0				MICS 2014		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y20T24	20 to 24 years old	F	Female	[2014]	2014	2014	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global											4.9					4.9				DHS 2014		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	Y20T24	20 to 24 years old	F	Female	[2009]	2009	2009	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global						2.8										2.8				DHS 2009		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y20T24	20 to 24 years old	F	Female	[2011]	2011	2011	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global								1.9								1.9				DHS 2011		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.3	Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation	C050301	5.3.1	I	UNICEF	Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18	2019.Q4.G.01	['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y20T24	20 to 24 years old	F	Female	[2015]	2015	2015	1	PER_MARW_20T24Y	% of married women aged 20-24 years	G	Global												6.2				6.2				DHS 2015		C: Country data
