goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,_T,Both sexes,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,50.0,50.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,_T,Both sexes,"[2013, 2014, 2015, 2016, 2017]",2013,2017,5,PT,Percentage,G,Global,,,,48.4,45.2,46.8,39.1,36.4,36.4,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,50.5,50.7,49.0,49.7,51.5,54.7,54.9,53.8,53.8,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,F,Female,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,,,55.6,51.5,51.7,53.3,55.6,55.8,55.8,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,M,Male,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,PT,Percentage,G,Global,,,44.3,48.5,52.7,56.3,53.9,51.5,51.5,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,_T,Both sexes,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,58.0,,,58.0,,,UN-CTS: This figure is based on the number of persons over 18 who suffered a physical assault,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,19.85,,19.85,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,_T,Both sexes,"[2012, 2014, 2016]",2012,2016,3,PT,Percentage,G,Global,,,62.9,,10.9,,31.2,,31.2,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,M,Male,"[2014, 2016]",2014,2016,2,PT,Percentage,G,Global,,,,,16.4,,32.7,,32.7,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,F,Female,"[2014, 2016]",2014,2016,2,PT,Percentage,G,Global,,,,,4.9,,28.0,,28.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,_T,Both sexes,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,19.4,,,19.4,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",591,Panama,5,13,Central America,Country,-81.26616623,8.450965746,PAN,1,1,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,41.5,,41.5,,,"[""Source: National Integrated System of Criminal Statistics (SIEC), Panama's National Crime Victim Survey (ENVI) 2017""]",UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",616,Poland,4,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,_T,Both sexes,[2013],2013,2013,1,PT,Percentage,G,Global,,,,55.7,,,,,55.7,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",710,South Africa,5,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,_T,Both sexes,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,55.1,,,,55.1,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",752,Sweden,4,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,32.0,37.0,35.0,38.0,36.0,30.0,27.0,31.0,31.0,,,Includes robbery. The reporting period is the calendar year prior to the interview.,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",780,Trinidad and Tobago,5,29,Caribbean,Country,-61.29389504,10.41877263,TTO,1,1,_T,Both sexes,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,77.0,,,77.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",827,United Kingdom (England and Wales),4,154,Northern Europe,Country,,,,,,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016]",2010,2016,7,PT,Percentage,G,Global,40.38,42.17,44.07,49.59,49.41,52.02,43.0,,43.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",828,United Kingdom (Northern Ireland),4,154,Northern Europe,Country,,,,,,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015]",2010,2015,6,PT,Percentage,G,Global,43.0,46.0,48.0,50.0,58.0,74.0,,,74.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",829,United Kingdom (Scotland),4,154,Northern Europe,Country,,,,,,_T,Both sexes,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,44.0,,,44.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",840,United States of America,4,21,Northern America,Country,-99.13830311,39.5277871,USA,1,1,_T,Both sexes,"[2013, 2014, 2015, 2016]",2013,2016,4,PT,Percentage,G,Global,,,,43.4,44.6,45.8,42.2,,42.2,,,2016 data are not comparable.,UNODC,,_X: Data nature not available
