goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global				0.6	0.47	0.6	0.4	0.5	0.4	0.5	0.5	0.4	0.6	0.6			Sexual touching, or forced sex (Including attempts) 18-75 years.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	F	Female	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global												0.7	1.0	1.0			Sexual touching, or forced sex (Including attempts) 18-75 years.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global						0.04								0.04			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global						0.02								0.02			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global						6.5								6.5			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	F	Female	[2006]	2006	2006	1	PT	Percentage	G	Global		4.3												4.3			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	M	Male	[2006]	2006	2006	1	PT	Percentage	G	Global		0.05												0.05			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	_T	Both sexes	[2006]	2006	2006	1	PT	Percentage	G	Global		2.3												2.3			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	_T	Both sexes	[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global									1.2	1.7	1.9	2.0	2.5	2.5			"""Sexual assault"" means individuals who were grabed, touched or assaulted for sexual reasons against their will, include also incidents of rape (sexual penetration)"	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	F	Female	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global					0.5	0.4	0.6	0.5	0.3	0.5	0.6			0.6			"[""UN-CTS: Sexual assault is defined as an act of a sexual nature carried out against a person's will or without their consent, through the use of physical force, intimidation or coercion and/or involving physical contact. Includes any actual or attempted forced sexual activity such as rape, attempted rape or indecent assault (e.g. being touched inside clothing or intentional rubbing of genitals against the person) and assault with the intent to sexually assault. Includes incidents that occurred at the person's place of work. Excludes sexual harassment that did not involve or lead to an actual sexual assault. For this survey, only persons aged 18 years and over were asked questions about sexual assault. Data relate to 12 months prior to interview. Data are on a financial year basis.""]"	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8	PT	Percentage	G	Global					0.3	0.3	0.3	0.3	0.2	0.3	0.3	0.4		0.4			"[""UN-CTS: Sexual assault is defined as an act of a sexual nature carried out against a person's will or without their consent, through the use of physical force, intimidation or coercion and/or involving physical contact. Includes any actual or attempted forced sexual activity such as rape, attempted rape or indecent assault (e.g. being touched inside clothing or intentional rubbing of genitals against the person) and assault with the intent to sexually assault. Includes incidents that occurred at the person's place of work. Excludes sexual harassment that did not involve or lead to an actual sexual assault. For this survey, only persons aged 18 years and over were asked questions about sexual assault. Data relate to 12 months prior to interview. Data are on a financial year basis.""]"	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	M	Male	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global					0.1	0.1	0.1	0.1	0.2	0.1	0.1			0.1			"[""UN-CTS: Sexual assault is defined as an act of a sexual nature carried out against a person's will or without their consent, through the use of physical force, intimidation or coercion and/or involving physical contact. Includes any actual or attempted forced sexual activity such as rape, attempted rape or indecent assault (e.g. being touched inside clothing or intentional rubbing of genitals against the person) and assault with the intent to sexually assault. Includes incidents that occurred at the person's place of work. Excludes sexual harassment that did not involve or lead to an actual sexual assault. For this survey, only persons aged 18 years and over were asked questions about sexual assault. Data relate to 12 months prior to interview. Data are on a financial year basis.""]"	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global									0.2					0.2			Includes: indecent act, attempted rape and rape.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	_T	Both sexes	[2006, 2009, 2012, 2016]	2006	2016	4	PT	Percentage	G	Global		0.1			0.9			0.2				0.1		0.1			Prevalence Rate of Sexual Assault and Rape is 0.1%, Reference is made to the fact that (in Jamaica) only females included, the prevalence rate for females 0.2%	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	F	Female	[2006, 2009, 2012]	2006	2012	3	PT	Percentage	G	Global		0.2			0.8			0.2						0.2			Prevalence Rate of Sexual Assault and Rape is 0.1%, Reference is made to the fact that (in Jamaica) only females included, the prevalence rate for females 0.2%	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global								0.0						0.0			Prevalence Rate of Sexual Assault and Rape is 0.1%, Reference is made to the fact that (in Jamaica) only females included, the prevalence rate for females 0.2%	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016]	2008	2016	8	PT	Percentage	G	Global				0.62	0.65	0.88	0.97	1.5	1.15	1.1		0.1		0.1			Includes only physical sexual assault. Non-physical sexual assault and rape are excluded.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	M	Male	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016]	2008	2016	8	PT	Percentage	G	Global				0.04	0.04	0.05	0.06	0.01	0.08	0.01		0.0		0.0			Includes only physical sexual assault. Non-physical sexual assault and rape are excluded.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	F	Female	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016]	2008	2016	8	PT	Percentage	G	Global				0.74	0.78	1.06	1.19	0.28	1.44	0.23		0.1		0.1			Includes only physical sexual assault. Non-physical sexual assault and rape are excluded.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global											1.2			1.2			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1	_T	Both sexes	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global										3.1		9.1		9.1			Five year prevalence rate of sexual violence for women only	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
