goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2007	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	F	Female	[2007, 2016]	2007	2016	2	PT	Percentage	G	Global	21.1						31.1	31.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	M	Male	[2007, 2016]	2007	2016	2	PT	Percentage	G	Global	21.4						32.5	32.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	40.6	42.3					48.1	48.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	38.2	41.5					40.4	40.4				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	43.0	43.1					56.6	56.6				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	37.6	37.1					46.1	46.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	33.6	37.0					42.6	42.6				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	41.6	37.2					49.5	49.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	45.1	61.8					52.6	52.6				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	43.9	55.2					48.3	48.3				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	44.5	58.5					50.4	50.4				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	36.9	46.1					37.0	37.0				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	42.1	49.9					44.0	44.0				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	46.7	53.3					50.7	50.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	55.0	55.7					54.1	54.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	61.3	63.1					60.2	60.2				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	48.9	48.5					48.0	48.0				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	36.2	50.2					48.7	48.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	33.6	50.8					53.8	53.8				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	34.9	50.5					51.3	51.3				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	45.4	50.2					52.0	52.0				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	48.3	52.8					51.8	51.8				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	42.4	47.6					52.2	52.2				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	14.3	10.3					15.9	15.9				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	14.6	13.1					17.5	17.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	14.5	11.7					16.7	16.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	8.3	43.0					58.7	58.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	9.0	41.1					55.7	55.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	9.6	39.4					52.7	52.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			56.10509					56.10509				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			54.88867					54.88867				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			53.68333					53.68333				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	M	Male	[2011]	2011	2011	1	PT	Percentage	G	Global		24.5						24.5				Adult Education Survey (AES)		C: Country data
