goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	135	Caucasus and Central Asia	1			Group						[2018]	2018	2018	1	PT	Percentage	G	Global													28.63968	28.63968				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													19.02134	19.02134				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2011]	2011	2011	1	PT	Percentage	G	Global						21.03408								21.03408				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	142	Asia	2	1	World	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													29.55231	29.55231				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	143	Central Asia	3	142	Asia	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													37.30195	37.30195				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2011]	2011	2011	1	PT	Percentage	G	Global						10.02164								10.02164				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	145	Western Asia	3	142	Asia	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													21.75818	21.75818				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2009, 2018]	2009	2018	2	PT	Percentage	G	Global				35.01278									27.41055	27.41055				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	15	Northern Africa	3	2	Africa	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													19.54828	19.54828				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	150	Europe	2	1	World	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													11.2207	11.2207				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	151	Eastern Europe	3	150	Europe	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													13.96383	13.96383				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2006, 2010]	2006	2010	2	PT	Percentage	G	Global	7.77407				1.29238									1.29238				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	154	Northern Europe	3	150	Europe	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													5.35765	5.35765				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2012]	2012	2012	1	PT	Percentage	G	Global							11.59248							11.59248				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													38.16008	38.16008				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2006, 2010, 2017]	2006	2017	3	PT	Percentage	G	Global	3.50539				2.2199							6.57099		6.57099				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2009]	2009	2009	1	PT	Percentage	G	Global				37.49152										37.49152				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													7.75919	7.75919				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2006, 2010, 2013]	2006	2013	3	PT	Percentage	G	Global	68.87983				57.16795			56.46786						56.46786				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2010]	2010	2010	1	PT	Percentage	G	Global					8.70291									8.70291				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2007, 2013]	2007	2013	2	PT	Percentage	G	Global		4.91971						3.93656						3.93656				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	199	Least Developed Countries (LDC)	1			Group						[2018]	2018	2018	1	PT	Percentage	G	Global													28.89937	28.89937				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	202	Sub-Saharan Africa	3	2	Africa	Region						[2018]	2018	2018	1	PT	Percentage	G	Global													23.58592	23.58592				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2009, 2013]	2009	2013	2	PT	Percentage	G	Global				7.14741				3.54884						3.54884				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2009, 2016]	2009	2016	2	PT	Percentage	G	Global				34.54466							14.54547			14.54547				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	[2010]	2010	2010	1	PT	Percentage	G	Global					5.82898									5.82898				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	[2010, 2016]	2010	2016	2	PT	Percentage	G	Global					16.29685						12.34271			12.34271				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2006, 2010, 2017]	2006	2017	3	PT	Percentage	G	Global	15.44921				1.71592							5.93566		5.93566				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2006, 2010, 2016]	2006	2016	3	PT	Percentage	G	Global	4.72702				4.3449						4.22721			4.22721				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2011, 2015]	2011	2015	2	PT	Percentage	G	Global						6.51652				26.84817				26.84817				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	[2009]	2009	2009	1	PT	Percentage	G	Global				0.0										0.0				WDI		E: Estimated data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.5	Substantially reduce corruption and bribery in all their forms	C160502	16.5.2	II	World Bank, UNODC	Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months	2019.Q4.G.01	['rule of law', 'bribery', 'corruption', 'crime']	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2009, 2013]	2009	2013	2	PT	Percentage	G	Global				5.66325				0.0						0.0				WDI		E: Estimated data
