goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,0.3,0.29,0.29,0.49,0.52,0.75,0.86,0.9,0.94,1.02,0.94,0.66,0.65,0.68,0.68,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",2004,2015,12,NUMBER,Number,G,Global,8.78,9.09,12.11,13.38,14.21,15.02,15.98,17.4,18.01,18.31,18.44,18.59,,,18.59,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",148,Chad,5,17,Middle Africa,Country,18.66618401,15.36279341,TCD,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,0.38,0.37,0.36,0.36,0.49,0.56,0.62,0.68,0.65,0.85,0.98,0.99,1.01,1.0,1.0,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,14.94,15.4,16.65,17.25,17.46,17.09,17.52,17.43,17.36,17.2,17.01,16.33,16.03,15.19,15.19,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,Y_GE15,15 years old and over,"[2012, 2013, 2014, 2015, 2016, 2017]",2012,2017,6,NUMBER,Number,G,Global,,,,,,,,,7.69,7.78,8.01,8.49,8.78,8.78,8.78,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,Y_GE15,15 years old and over,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2008,2017,10,NUMBER,Number,G,Global,,,,,13.61,13.56,13.42,14.38,14.67,15.29,15.31,15.91,15.76,15.31,15.31,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",174,Comoros,5,14,Eastern Africa,Country,43.34234565,-11.66121732,COM,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,0.58,0.57,0.55,1.07,1.04,1.26,1.23,2.15,2.33,2.49,2.87,2.79,3.14,3.06,3.06,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",178,Congo,5,11,Western Africa,Country,15.22052612,-0.840544119,COG,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",2004,2015,12,NUMBER,Number,G,Global,0.66,0.64,0.62,1.38,1.67,1.69,2.03,2.48,2.65,3.25,3.49,3.65,,,3.65,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",2004,2015,12,NUMBER,Number,G,Global,0.46,0.45,0.45,0.48,0.47,0.48,0.6,0.61,0.69,0.65,0.79,1.03,,,1.03,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",188,Costa Rica,5,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,16.23,18.16,18.76,20.89,20.62,20.21,20.27,23.13,23.05,22.56,22.32,22.33,21.79,20.73,20.73,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,28.84,30.72,30.77,32.67,34.36,35.68,35.18,35.93,35.62,34.65,33.91,33.6,32.83,32.5,32.5,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",196,Cyprus,4,145,Western Asia,Country,33.22285964,35.05659437,CYP,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,67.5,62.76,60.77,60.69,61.18,60.28,57.98,55.57,52.15,39.28,37.87,36.17,34.34,50.46,50.46,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",199,Least Developed Countries (LDC),1,,,Group,,,,,,Y_GE15,15 years old and over,"[2010, 2015, 2017]",2010,2017,3,NUMBER,Number,G,Global,,,,,,,3.5,,,,,4.8,,5.25,5.25,,,Number of countries covered: 43,"Financial Access Survey (FAS), Statistics Department, International Monetary Fund (IMF)",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,Y_GE15,15 years old and over,"[2010, 2015, 2017]",2010,2017,3,NUMBER,Number,G,Global,,,,,,,4.1,,,,,4.85,,5.0,5.0,,,Number of countries covered: 46,"Financial Access Survey (FAS), Statistics Department, International Monetary Fund (IMF)",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,21.0,21.37,21.89,21.59,22.81,22.74,22.61,23.29,23.84,24.3,24.22,23.69,22.36,21.29,21.29,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",204,Benin,5,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,0.96,1.1,1.64,2.04,2.45,2.84,3.06,3.29,3.28,3.36,3.46,3.65,3.62,3.37,3.37,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,50.08,50.2,50.52,51.86,50.45,45.8,40.86,38.73,34.08,30.01,27.79,24.69,24.05,20.69,20.69,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",212,Dominica,5,29,Caribbean,Country,-61.3493756,15.43391378,DMA,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,21.78,21.7,21.65,21.61,21.57,21.52,21.46,21.37,21.28,21.17,19.31,19.21,17.37,15.55,15.55,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",214,Dominican Republic,5,29,Caribbean,Country,-70.49847576,18.89832088,DOM,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,9.94,9.91,9.89,9.9,10.03,10.19,10.23,10.65,10.49,11.66,11.57,12.57,12.6,12.65,12.65,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.10,"Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all",C081001,8.10.1,I,IMF,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2019.Q4.G.01,['financial services'],FB_CBK_BRCH,"Number of commercial bank branches per 100,000 adults",218,Ecuador,5,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,Y_GE15,15 years old and over,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2004,2017,14,NUMBER,Number,G,Global,10.44,10.56,11.0,11.86,11.95,11.93,12.28,12.67,12.92,11.97,11.6,11.55,11.03,9.26,9.26,,,,"Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS",,C: Country data
