goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014]",2010,2014,5,NUMBER,Number,G,Global,265.0,256.0,214.0,230.0,224.0,,,,224.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014]",2010,2014,5,NUMBER,Number,G,Global,136.0,117.0,126.0,103.0,116.0,,,,116.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,_T,Both sexes,[2010],2010,2010,1,NUMBER,Number,G,Global,331.0,,,,,,,,331.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,World Health Organization (WHO),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015]",2010,2015,6,NUMBER,Number,G,Global,254.0,280.0,523.0,480.0,577.0,542.0,,,542.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,M,Male,"[2014, 2015]",2014,2015,2,NUMBER,Number,G,Global,,,,,506.0,469.0,,,469.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,F,Female,"[2014, 2015]",2014,2015,2,NUMBER,Number,G,Global,,,,,88.0,73.0,,,73.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,"[2010, 2011]",2010,2011,2,NUMBER,Number,G,Global,999.0,835.0,,,,,,,835.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,Sustainable Development Goals / SDG Pre-Pub,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,NUMBER,Number,G,Global,556.0,606.0,548.0,509.0,522.0,610.0,612.0,660.0,660.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2010-2011]: Sustainable Development Goals / SDG Pre-Pub // [2012-2013]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2014-2017]: National Statistical Organization,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,NUMBER,Number,G,Global,401.0,427.0,391.0,358.0,371.0,432.0,460.0,485.0,485.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2010-2012]: Sustainable Development Goals / SDG Pre-Pub // [2013-2016]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2017]: National Statistical Organization,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,NUMBER,Number,G,Global,154.0,179.0,157.0,151.0,151.0,177.0,151.0,173.0,173.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2010-2012]: Sustainable Development Goals / SDG Pre-Pub // [2013-2016]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2017]: National Statistical Organization,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016]",2010,2016,7,NUMBER,Number,G,Global,39.0,53.0,56.0,54.0,65.0,46.0,62.0,,62.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2010-2015]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2016]: National Police,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,M,Male,"[2011, 2012, 2013, 2014, 2015]",2011,2015,5,NUMBER,Number,G,Global,,44.0,45.0,47.0,50.0,39.0,,,39.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2011-2012]: World Health Organization Mortality Database // [2013-2015]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,F,Female,"[2011, 2012, 2013, 2014, 2015]",2011,2015,5,NUMBER,Number,G,Global,,7.0,10.0,7.0,15.0,7.0,,,7.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2011-2012]: World Health Organization Mortality Database // [2013-2015]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",136,Cayman Islands,5,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,_T,Both sexes,"[2010, 2013, 2014]",2010,2014,3,NUMBER,Number,G,Global,9.0,,,5.0,5.0,,,,5.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,"[2010,2013]: World Health Organization Mortality Database // [2014]: National Statistical Organization",,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",136,Cayman Islands,5,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,M,Male,"[2010, 2013, 2014]",2010,2014,3,NUMBER,Number,G,Global,9.0,,,5.0,5.0,,,,5.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,"[2010,2013]: World Health Organization Mortality Database // [2014]: National Statistical Organization",,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",136,Cayman Islands,5,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,F,Female,"[2010, 2013, 2014]",2010,2014,3,NUMBER,Number,G,Global,0.0,,,0.0,0.0,,,,0.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,"[2010,2013]: World Health Organization Mortality Database // [2014]: National Statistical Organization",,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,_T,Both sexes,[2016],2016,2016,1,NUMBER,Number,G,Global,,,,,,,913.0,,913.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,M,Male,[2016],2016,2016,1,NUMBER,Number,G,Global,,,,,,,670.0,,670.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,F,Female,[2016],2016,2016,1,NUMBER,Number,G,Global,,,,,,,243.0,,243.0,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,NUMBER,Number,G,Global,763.0,732.0,676.0,619.0,553.0,487.0,530.0,486.0,486.0,,,Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.,[2010-2016]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2017]: Revision data provided by the Government or National Statistical Office in response to the Global Study on Homicide pre-pub,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,NUMBER,Number,G,Global,595.0,547.0,505.0,473.0,428.0,376.0,400.0,399.0,399.0,,,Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.,[2010-2016]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2017]: Revision data provided by the Government or National Statistical Office in response to the Global Study on Homicide pre-pub,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2019.Q4.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRCN,"Number of victims of intentional homicide, by sex (number)",144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,NUMBER,Number,G,Global,168.0,185.0,171.0,146.0,125.0,111.0,130.0,87.0,87.0,,,Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.,[2010-2016]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2017]: Revision data provided by the Government or National Statistical Office in response to the Global Study on Homicide pre-pub,,C: Country data
