goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2005,value_2010,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),150,Europe,2,1,World,Region,,,,,,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,60.37477,60.43632,52.25741,54.98102,55.72242,56.9248,59.6059,60.04266,60.04266,,,,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),178,Congo,5,11,Western Africa,Country,15.22052612,-0.840544119,COG,1,1,"[2005, 2010, 2013, 2014, 2015, 2016]",2005,2016,6,PT,Percentage,G,Global,,20.37824,36.18202,30.15359,26.50803,41.82136,50.82763,,50.82763,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,"[2000, 2005, 2010]",2000,2010,3,PT,Percentage,G,Global,34.51459,28.60779,45.55533,,,,,,45.55533,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,75.5383,63.33049,60.71514,61.75117,64.31488,65.37996,65.24107,66.71667,66.71667,,,,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),204,Benin,5,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,"[2005, 2010, 2013]",2005,2013,3,PT,Percentage,G,Global,,80.10126,92.25084,102.38305,,,,,102.38305,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),21,Northern America,3,19,Americas,Region,,,,,,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,72.5412,64.07578,51.69774,59.19441,61.76369,62.61116,61.98658,63.59738,63.59738,,,,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),212,Dominica,5,29,Caribbean,Country,-61.3493756,15.43391378,DMA,1,1,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,63.53803,82.45866,69.14243,59.18025,65.95883,71.84825,63.03494,46.15716,46.15716,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),214,Dominican Republic,5,29,Caribbean,Country,-70.49847576,18.89832088,DOM,1,1,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,104.63318,86.75659,77.5468,78.54949,78.62107,76.69052,77.33901,75.76355,75.76355,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),226,Equatorial Guinea,5,17,Middle Africa,Country,10.46535826,1.565792376,GNQ,1,1,"[2010, 2013, 2014, 2015, 2016, 2017]",2010,2017,6,PT,Percentage,G,Global,,,24.33106,27.73203,28.76524,38.55686,30.62863,30.66378,30.66378,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),231,Ethiopia,5,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,"[2005, 2010, 2013, 2014, 2015, 2016, 2017]",2005,2017,7,PT,Percentage,G,Global,,42.78844,44.40998,61.11425,60.40495,58.46793,54.46726,51.04451,51.04451,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,108.32074,72.07412,48.61119,35.61787,32.81191,44.19696,45.60986,39.85606,39.85606,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),242,Fiji,4,54,Melanesia,Country,177.9660884,-17.83301566,FJI,1,1,"[2005, 2010, 2013, 2014, 2015, 2016, 2017]",2005,2017,7,PT,Percentage,G,Global,,78.06158,80.79882,87.7676,80.03319,80.76828,87.21133,86.66573,86.66573,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),266,Gabon,5,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,"[2013, 2014, 2015, 2016]",2013,2016,4,PT,Percentage,G,Global,,,,57.08151,67.81347,57.35413,51.67137,,51.67137,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,"[2005, 2010, 2013, 2014, 2015, 2016, 2017]",2005,2017,7,PT,Percentage,G,Global,,55.6393,58.56207,61.50577,67.1852,70.51417,76.52336,74.16798,74.16798,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,"[2000, 2005, 2010, 2013, 2014]",2000,2014,5,PT,Percentage,G,Global,55.64163,71.15945,79.30316,74.8144,74.05951,,,,74.05951,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,"[2005, 2010, 2014, 2015]",2005,2015,4,PT,Percentage,G,Global,,67.54101,50.6356,,48.33794,48.87205,,,48.87205,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),30,Eastern Asia,3,142,Asia,Region,,,,,,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,52.64702,71.23035,88.10695,102.30052,94.65026,74.55379,70.68021,80.18281,80.18281,,,,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),308,Grenada,5,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,72.65627,74.04415,75.51314,67.9728,66.5982,76.77612,90.01167,98.34708,98.34708,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,"[2010, 2013, 2014, 2015, 2016, 2017]",2010,2017,6,PT,Percentage,G,Global,,,44.31132,42.78636,45.81076,49.37445,54.08739,56.92086,56.92086,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,"[2000, 2005, 2010, 2013, 2014, 2015, 2016]",2000,2016,7,PT,Percentage,G,Global,82.71777,82.14947,71.99433,91.05564,80.91418,83.24797,85.99632,,85.99632,,,Budgetary Central Government,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),34,Southern Asia,3,142,Asia,Region,,,,,,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,45.28293,47.26307,52.41487,59.43742,58.09754,60.48164,61.58165,58.85161,58.85161,,,,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2019.Q4.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),35,South-Eastern Asia,3,142,Asia,Region,,,,,,"[2000, 2005, 2010, 2013, 2014, 2015, 2016, 2017]",2000,2017,8,PT,Percentage,G,Global,79.43334,79.14756,74.68566,66.92587,66.45283,63.23172,64.95107,65.73152,65.73152,,,,"Source: Government Finance Statistics (GFS) Database classified according to the Government Finance Statistics Manual 2014 (GFSM 2014) revenue classification, International Monetary Fund (IMF).",,_X: Data nature not available
