goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",143,Central Asia,3,142,Asia,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,89.6816446369492,82.6010188824701,93.815017855652,76.6088551001732,96.4040519605506,74.4542912333603,114.973103600326,113.528541871925,113.528541871925,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,27.6436322566831,12.6589198986019,18.1426519292117,15.5054733710208,19.1954932002287,29.4029822452157,16.4584230464014,46.1435071863991,46.1435071863991,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",145,Western Asia,3,142,Asia,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,267.014191897262,204.934439607652,207.330131563893,229.74668765114,278.182225237954,270.098326439465,303.382599786056,735.257543719248,735.257543719248,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",148,Chad,5,17,Middle Africa,Country,18.66618401,15.36279341,TCD,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,39.6784170348625,19.3277391259899,24.6071296343459,58.5889701384798,41.7926384786207,20.6619551531737,60.7510782324489,33.485042416059,33.485042416059,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",15,Northern Africa,3,2,Africa,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,161.957571116736,120.930044903853,129.506886803189,134.71101774955,99.5230142288734,126.971258122316,219.332572665438,114.213813611164,114.213813611164,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",150,Europe,2,1,World,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,46.8421857866969,62.5177420057022,61.3705725823011,59.266539633464,56.2184288104344,70.6611507025613,122.827709929636,106.564152886446,106.564152886446,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",151,Eastern Europe,3,150,Europe,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,31.2618234278123,47.8631215976185,51.1346637977594,49.6613118211935,42.8048308837649,64.0781280928073,85.742523344816,48.6601598206588,48.6601598206588,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,1.06294821174933,0.748555278473522,0.70649927906728,0.368395488199551,0.420122116996266,0.350720959023516,0.202261661085959,0.353321393541339,0.353321393541339,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,106.363745582179,9.88399444440611,94.7030592850665,65.5393206134105,45.4551358376883,53.1364906206878,124.519391687525,99.5933847120583,99.5933847120583,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",17,Middle Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,427.62351707936,492.123899953196,518.56628711094,627.197113457544,622.153865394697,720.99215969664,646.388036939051,638.741275457381,638.741275457381,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
