goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y5T14	5 to 14 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			3.71798						3.71798				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y5T14	5 to 14 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			4.26						4.26				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y5T17	5 to 17 years old	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global					40.12				40.12				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y5T17	5 to 17 years old	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global					37.7				37.7				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global					38.9				38.9				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y5T14	5 to 14 years old	_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global	30.45911								30.45911				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y5T14	5 to 14 years old	F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global	32.2388								32.2388				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y5T14	5 to 14 years old	M	Male	[2010]	2010	2010	1	PT	Percentage	G	Global	28.73208								28.73208				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y5T17	5 to 17 years old	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global					40.96				40.96				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y5T17	5 to 17 years old	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global					37.06				37.06				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global					38.95				38.95				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			5.9						5.9				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y5T17	5 to 17 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			5.2						5.2				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y5T17	5 to 17 years old	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			6.7						6.7				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global								3.6	3.6				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y5T17	5 to 17 years old	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global								2.9	2.9				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y5T17	5 to 17 years old	M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global								4.1	4.1				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y5T14	5 to 14 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			31.88583						31.88583				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y5T14	5 to 14 years old	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			25.14249						25.14249				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y5T14	5 to 14 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			28.47181						28.47181				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y5T17	5 to 17 years old	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global						14.8277			14.8277				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y5T17	5 to 17 years old	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global						13.40905			13.40905				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						14.12474			14.12474				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y5T17	5 to 17 years old	F	Female	[2013]	2013	2013	1	PT	Percentage	G	Global				31.14					31.14				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y5T17	5 to 17 years old	M	Male	[2013]	2013	2013	1	PT	Percentage	G	Global				22.43					22.43				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2019.Q4.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global				26.74					26.74				UNICEF and ILO calculations		CA: Country adjusted data
