goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	151	Eastern Europe	3	150	Europe	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	3374.7	2869.5	3880.0	3550.5	3031.6	4069.4	3550.5					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	692.4	529.2	855.5	791.8	620.7	962.9	791.8					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	154	Northern Europe	3	150	Europe	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	3137.7	2569.6	3705.8	2739.1	2257.8	3220.5	2739.1					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	155	Western Europe	3	150	Europe	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	2454.8	1904.5	3005.0	2205.2	1728.5	2681.9	2205.2					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	53248.9	50679.9	55817.8	62811.6	60468.3	65154.8	62811.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	15342.4	14169.9	16514.9	17611.2	16325.1	18897.3	17611.2					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	232.9	191.4	274.4	234.0	192.2	275.8	234.0					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	19	Americas	2	1	World	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	50828.1	48053.6	53602.5	55843.7	53348.6	58338.8	55843.7					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	28.7	11.1	46.3	33.0	13.1	52.8	33.0					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	199	Least Developed Countries (LDC)	1			Group						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	206466.9	200908.8	212025.0	231013.2	225545.0	236481.3	231013.2					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	2	Africa	2	1	World	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	279438.7	273039.9	285837.6	317704.4	311630.7	323778.2	317704.4					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	202	Sub-Saharan Africa	3	2	Africa	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	254804.6	248583.7	261025.5	291628.2	285767.4	297489.0	291628.2					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	60.6	28.2	93.0	53.1	53.1	53.1	53.1		<53.1	<53.1	<53.1	[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	47.7	24.7	70.7	57.8	32.1	83.6	57.8					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	21	Northern America	3	19	Americas	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	3796.2	3535.8	4056.5	3824.6	3572.9	4076.3	3824.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	1173.7	907.1	1440.4	1163.3	864.9	1461.8	1163.3					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	National Entity		CA: Country adjusted data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	770.3	689.2	851.4	740.6	658.5	822.8	740.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
