series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	388	Jamaica	2011.0	84.5					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	398	Kazakhstan	2015.0	52.7					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	4	Afghanistan	2011.0	74.4					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	400	Jordan	2012.0	90.2					DHS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	408	Democratic People's Republic of Korea	2017.0	59.2					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	417	Kyrgyzstan	2014.0	57.1					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	418	Lao People's Democratic Republic	2017.0	69.0					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	422	Lebanon	2009.0	81.9					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	430	Liberia	2007.0	90.0					DHS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	432	Landlocked developing countries (LLDCs)	2018.0	75.2					DHS, MICS and other national surveys	Based on 23 countries with a population coverage of 62 per cent	E	Estimated data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				1			Group					
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	454	Malawi	2014.0	72.4					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	458	Malaysia	2016.0	70.8					NHMS	Refers to children aged 1-4 years only; definition differs from standard	C	Country data	PT	Percentage	Y1T4	1 to 4 years old	G	Global				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	466	Mali	2015.0	72.7					MICS 		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	478	Mauritania	2015.0	80.0					MICS 		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	484	Mexico	2015.0	63.1					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	496	Mongolia	2013.0	49.3					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	498	Republic of Moldova	2012.0	75.6					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	499	Montenegro	2013.0	69.3					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	50	Bangladesh	2013.0	82.3					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	504	Morocco	2006.0	90.8					ENIMSJ	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	51	Armenia	2016.0	68.9					DHS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	52	Barbados	2012.0	75.1					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	524	Nepal	2014.0	81.7					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	548	Vanuatu	2013.0	83.5					DHS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	562	Niger	2012.0	81.6					DHS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	566	Nigeria	2016.0	84.9					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	591	Panama	2013.0	44.9					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	600	Paraguay	2016.0	52.1					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	624	Guinea-Bissau	2014.0	82.4					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	634	Qatar	2012.0	49.9					MICS	Refers to children aged 2-14 years. differs from standard definition	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	145	Western Asia	Country	51.19152467	25.28355379	QAT	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	662	Saint Lucia	2012.0	67.5					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	678	Sao Tome and Principe	2014.0	79.6					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	17	Middle Africa	Country	6.609772265	0.241554875	STP	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	688	Serbia	2014.0	43.1					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	694	Sierra Leone	2017.0	86.5					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	70	Bosnia and Herzegovina	2012.0	55.2					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	704	Viet Nam	2014.0	68.4					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	716	Zimbabwe	2014.0	62.6					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	722	Small island developing States (SIDS)	2018.0	69.4					DHS, MICS and other national surveys	Based on 16 countries with a population coverage of 68 per cent	E	Estimated data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				1			Group					
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	729	Sudan	2014.0	63.9					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	740	Suriname	2010.0	86.1					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	5	South America	Country	-55.90626394	4.132603197	SUR	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	747	Northern Africa and Western Asia	2018.0	84.0					DHS, MICS and other national surveys	Based on 14 countries with a population coverage of 76 per cent	E	Estimated data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				2	1	World	Region					
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	748	Eswatini	2014.0	88.3					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	760	Syrian Arab Republic	2006.0	88.5					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	762	Tajikistan	2017.0	69.0					DHS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	764	Thailand	2016.0	75.2					MICS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	768	Togo	2014.0	80.6					DHS		C	Country data	PT	Percentage	Y1T14	1 to 14 years old	G	Global				5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	780	Trinidad and Tobago	2011.0	76.7					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	788	Tunisia	2012.0	93.2					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	Y2T14	2 to 14 years old	G	Global				4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1
