series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	location_code	location_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2003.0	23.71939					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2003.0	35.93646					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2004.0	36.5461					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2004.0	30.59946					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2004.0	24.96692					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2005.0	26.07196					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2005.0	37.0176					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2005.0	31.45247					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2006.0	38.1106					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2006.0	32.73649					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2006.0	27.43484					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2007.0	28.65819					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2007.0	38.87617					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2007.0	33.78303					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2008.0	29.91719					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2008.0	39.65357					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2008.0	34.84967					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2009.0	40.46789					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2009.0	35.94702					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2009.0	31.21077					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2010.0	41.28808					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2010.0	37.05624					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2010.0	32.53303					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2011.0	42.10484					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2011.0	38.163					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2011.0	33.87059					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2012.0	42.92143					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2012.0	35.25321					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2012.0	39.28501					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2013.0	43.74534					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2013.0	40.42692					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2013.0	36.68097					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2014.0	44.57314					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2014.0	41.57375					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2014.0	38.12633					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2015.0	45.4103					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2015.0	42.72569					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2015.0	39.58333					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2016.0	41.04533					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2016.0	46.21697					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2016.0	43.85775					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2017.0	42.50722					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2017.0	44.98379					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	2017.0	47.02361					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2000.0	55.56921					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2000.0	48.09141					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2001.0	55.49199					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2001.0	47.98667					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2002.0	55.41477					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2002.0	47.87389					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2003.0	47.76143					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2003.0	55.33756					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2004.0	55.26034					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2004.0	47.64913					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2005.0	55.18313					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2005.0	47.57469					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2006.0	55.10591					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2006.0	47.58057					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2007.0	55.0287					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2007.0	47.58643					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2008.0	54.95148					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2008.0	47.59225					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2009.0	49.36834					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2009.0	56.89127					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2010.0	58.84081					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2010.0	51.16764					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2011.0	60.80013					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2011.0	52.99011					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2012.0	62.7692					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2012.0	54.83586					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2013.0	64.74803					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2013.0	56.70487					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2014.0	66.78456					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2014.0	58.59714					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2015.0	68.82109					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2015.0	60.51271					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2016.0	62.45155					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2016.0	70.85761					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2017.0	72.89414					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	2017.0	64.41371					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	2000.0	16.66211					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	202	Sub-Saharan Africa	Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	2000.0	15.22724					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				4	202	Sub-Saharan Africa	Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	2000.0	19.38115					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	U	Urban	G	Global				4	202	Sub-Saharan Africa	Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	2001.0	16.73345					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	_T	All areas	G	Global				4	202	Sub-Saharan Africa	Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	2001.0	15.18038					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	R	Rural	G	Global				4	202	Sub-Saharan Africa	Region					
