series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	cities_code	cities_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	2001.0	77.52					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	LOSLAGOS_OSORNO	Los Lagos, Osorno				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	2001.0	81.71					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	COQUIMBO_COQUIMBO	Coquimbo, Coquimbo				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	2001.0	89.14					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ANTOFAGASTA_ANTOFAGASTA	Antofagasta, Antofagasta				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	2009.0	78.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CANET	Canet				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	156	China	2008.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	KUNMING	"Kunming
"				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	156	China	2018.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SUZHOU	"Suzhou
"				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	156	China	2018.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	LANZHOU	"Lanzhou
"				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	88.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ITAGUI	Itagui				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	84.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	DOSQUEBRADAS	Dosquebradas				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	86.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CUCUTA	Cucuta				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	67.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BUCARAMANGA	Bucaramanga				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	78.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BOGOTA	Bogota				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	97.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BELLO	Bello				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	86.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BUENAVENTURA	Buenaventura				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	74.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BUGA	Buga				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	77.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CALI	Cali				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	74.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CARTAGENA	Cartagena				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PEREIRA	Pereira				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2001.0	84.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	NEIVA	Neiva				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	2015.0	80.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MEDELLIN	Medellin				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	188	Costa Rica	2002.0	73.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANJOSE	San Jose				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	191	Croatia	2006.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ZAGREB	Zagreb				4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	2004.0	78.3					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CIEGODEAVILA	Ciego de avila				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	2004.0	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CAMAGUEY	Camaguey				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	2012.0	75.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BAYAMO	Bayamo				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	2012.0	76.42					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	HAVANA	Havana				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	20	Andorra	2012.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	202	Sub-Saharan Africa	2017.0	43.4					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	_X	Data nature not available	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				3	2	Africa	Region					
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	203	Czechia	2015.0	99.15					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PRAGUE	Prague				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	204	Benin	2007.0	10.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PARAKOU	Parakou 				5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	204	Benin	2011.0	36.7					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	COTONOU	Cotonou				5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	208	Denmark	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	COPENHAGEN	Copenhagen				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	214	Dominican Republic	2007.0	89.00084					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANTADOMINGO	Santa Domingo				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	218	Ecuador	2006.0	62.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANTODOMINGODELOSCOLORADOS	Santo Domingo de los Colorados				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	218	Ecuador	2012.0	76.12					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	QUITO	Quito				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	53.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	LALIBERTAD_NUEVASANSALVADOR	La Libertad - Nueva San Salvador				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	82.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANMIGUEL_SANMIGUEL	San Miguel, San Miguel				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	83.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANTAANA_SANTAANA	Santa Ana, Santa Ana				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANSALVADOR_SOYAPANGO	San Salvador - Soyapango				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANSALVADOR_SANSALVADOR	San Salvador, San Salvador				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANSALVADOR_MEJICANOS	San Salvador - Mejicanos				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	50.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANSALVADOR_ILOPANGO	San Salvador - Ilopango,				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	73.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANSALVADOR_APOPA	San Salvador - Apopa				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	231	Ethiopia	2010.0	38.5					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ADDIS	Addis				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	24	Angola	2011.0	23.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	WINDHOEK	Windhoek				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	246	Finland	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	HELSINKI	Helsinki				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	250	France	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PARIS	Paris				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	2007.0	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	TBILISI	Tbilisi				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	2007.0	62.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	KUTAISI	Kutaisi				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	2007.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BATUMI	Batumi				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	276	Germany	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BERLIN	Berlin				4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	28	Antigua and Barbuda	2012.0	89.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ANTIGUA	Antigua				5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	288	Ghana	2015.0	58.75074					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ACCRA	Accra				5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	300	Greece	2011.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ATHENSGAA	"Athens (GAA)
"				4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1
