series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
SH_STA_STUNTN	Children moderately or severely stunted (millions)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	[2000, 2007, 2009, 2012, 2016]	2000	2016	5	NUM_TH	Thousands	G	Global	302.1																					310.9						345.1									256.3												277.1									277.1					[2000]: Excl. north & east provinces // [2016]: (pending reanalysis)	[2000]: Sri Lanka demographic and health survey 2000. Colombo, Sri Lanka, 2001 (and additional analysis). // [2007]: Sri Lanka demographic and health survey 2006/07: Preliminary report and selected tables from the chapters of the final report (I:\UnitData\SURVEILLANCE\GDCGM\data sets\Sri Lanka\DHS_MoH 2006_07_WHO\DHS_web_links.htm, accessed 03/07/09). // [2009]: Nutrition and food security survey 2009. Colombo, Sri Lanka: Medical Research Institute, 2010. // [2012]: National nutrition and micronutrient survey. Part I: Anaemia among children aged 6-59 months and nutritional status of children and adults. Colombo, Sri Lanka, 2013 (and additional analysis). // [2016]:  Sri Lanka 2016 Demographic and Health Survey (SLDHS)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	145	Western Asia	3	142	Asia	Region						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	5.0	3.0	7.0													4.0	3.0	7.0													4.0	2.0	7.0													4.0	2.0	7.0							4.0	2.0	7.0	4.0		[2000]: 5,355.9 // [2005]: 4,904.2 // [2010]: 4,684.4 // [2015]: 4,474.6 // [2018]: 4,178.1	[2000]: 3,713.3 // [2005]: 3,155.2 // [2010]: 2,783.1 // [2015]: 2,446.3 // [2018]: 2,170.3	[2000]: 7,447.2 // [2005]: 7,280.8 // [2010]: 7,459.5 // [2015]: 7,671.1 // [2018]: 7,498.2		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	[2000, 2004, 2010, 2015]	2000	2015	4	NUM_TH	Thousands	G	Global	655.1												863.6																		886.6															1.0												1.0		1,034.3				[2000]: EnquĂŞte par grappes Ă  indicateurs multiples: Rapport complet (MICS). N'Djamena: Direction Generale, Direction de la Statistique, des Etudes Economiques et Demographiques, Bureau Central de Recensement et UNICEF,January 2001 (and additional analysis). // [2004]: EnquĂŞte dĂŠmographique et de santĂŠ Tchad 2004. Demographic and Health Surveys. Calverton, Maryland, U.S.A. : INSEED et ORC Macro, 2005 (and additional analysis). // [2010]: EnquĂŞte par grappes Ă  indicateurs multiples (MICS), Tchad 2010: Rapport final. N'Djamena, RĂŠpublique du Tchad, 2011 (and additional analysis) // [2015]: EnquĂŞte DĂŠmographique et de SantĂŠ et Ă  Indicateurs Multiples du Tchad 2014-2015. Rockville, Maryland, USA: INSEED, MSP et ICF International, 2016 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	15	Northern Africa	3	2	Africa	Region						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	4.0	3.0	6.0													4.0	3.0	6.0													4.0	3.0	6.0													5.0	3.0	7.0							4.0	3.0	7.0	4.0		[2000]: 4,873.9 // [2005]: 4,702.3 // [2010]: 4,767.8 // [2015]: 5,097.8 // [2018]: 4,895.0	[2000]: 3,602.3 // [2005]: 3,381.2 // [2010]: 3,320.4 // [2015]: 3,425.3 // [2018]: 3,214.0	[2000]: 6,424.2 // [2005]: 6,359.5 // [2010]: 6,643.0 // [2015]: 7,343.5 // [2018]: 7,204.5		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	[2001, 2002, 2003, 2004, 2006, 2007, 2008, 2013, 2014]	2001	2014	9	NUM_TH	Thousands	G	Global				36.6			32.3			31.9			30.3						27.5			26.2			24.9															22.0			21.7															21.7					[2001-2004,2006]: Converted estimates	[2001]: National health service system. Santiago, Chile, 2002 (and additional analysis). // [2002]: National health service system. Santiago, Chile, 2003 (and additional analysis). // [2003-2004]: National health service system. Santiago, Chile, 2005. http://deis.minsal.cl/ev/en/ capturado el 9 de junio 2005 (and additional analysis). // [2006]: National health service system. Santiago, Chile, 2006. http://deis.minsal.cl/ev/en/ (and additional analysis). // [2007]: Ministerio de Salud. National Health Service System. Santiago, Chile, December 2007 (www.minsal.cl). // [2008]: Ministerio de Salud. National Health Service System. Santiago, Chile, December 2008 (www.minsal.cl). // [2013]: National health service system: 2013. Santiago, Chile, 2014 (and additional analysis). // [2014]: National health service system: 2014. Santiago, Chile, 2015 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	[2000, 2002, 2005, 2008, 2009, 2010, 2013]	2000	2013	7	NUM_TH	Thousands	G	Global	14.0						17.0									9.0									8.0			7.0			7.0									6.0																		6.0		[2000]: 14,552.8 // [2002]: 17,911.2 // [2005]: 9,274.5 // [2008]: 8,002.5 // [2009]: 7,377.4 // [2010]: 7,762.7 // [2013]: 6,883.5			[2000,2005]: NSS: 26 provinces // [2008-2009]: Adjusted NR to NA; NSS: 26 surveillance sites // [2010]: NSS: 25 provinces	[2000]: Nutritional status of children aged 0-5 years old in China (2000) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010. // [2002]: [Trends and prevalence of malnutrition among Chinese children under five years old.] Acta Nutrimenta Sinica 2005;25:185-88 (and additional analysis). // [2005]: Nutritional status of children aged 0-5 years old in China (2005) - National (40 nutrition surveillance sites from 26 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2010. // [2008]: Nutritional status of children aged 0-5 years old in China (2008) - National (26 nutrition surveillance sites from rural areas). Beijing, China: Chinese Center for Disease Control and Prevention, 2010. // [2009]: Nutrition and rapid economic development - 2010 research report on nutrition policy in China. Beijing, China: Chinese Center for Disease Control and Prevention, 2010 (and additional analysis). // [2010]: Nutritional status of children aged 0-5 years old in China (2010) - National (38 nutrition surveillance sites from 25 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2012 (and additional analysis). // [2013]: China Nutrition and Health Surveillance (CNHS) 2013		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	[2000, 2005, 2010]	2000	2010	3	NUM_TH	Thousands	G	Global	753.9															656.6															494.9																											494.9						[2000]: Salud sexual y reproductiva en Colombia, encuesta nacional de demografia y salud 2000. Demographic and Health Surveys. Bogota, Colombia: PROFAMILIA, 2000 (and additional analysis). // [2005]: Resultados encuesta nacional de demografia y salud 2005. Demographic and  Health Surveys. Bogota, Colombia: Profamilia y Macro International Inc., 2005 (and additional analysis). // [2010]: Encuesta nacional de demografia y salud 2010. Demographic and  Health Surveys. Bogota, Colombia: Profamilia, 2011 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	[2000, 2012]	2000	2012	2	NUM_TH	Thousands	G	Global	41.7																																				34.7																					34.7						[2000]: EnquĂŞte a indicateurs multiples (MICS 2000): Rapport final (1er draft FĂŠvrier 2001). Moroni, Comoros: UNICEF, 2001 (and additional analysis). // [2012]: EnquĂŞte dĂŠmographique et de santĂŠ et Ă  indicateurs multiples aux Comores 2012. Demographic and Health Surveys and MICS. Rockville, MD 20850, USA : DGSP et ICF International, 2014 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y0T4	under 5 years old	[2005, 2011, 2015]	2005	2015	3	NUM_TH	Thousands	G	Global																192.1																		184.4												172.5												172.5						[2005]: EnquĂŞte dĂŠmographique et de santĂŠ du Congo 2005. Demographic and Health Surveys. Calverton, Maryland, USA : CNSEE et ORC Macro, 2006 (and additional analysis). // [2011]: EnquĂŞte dĂŠmographique et de santĂŠ du Congo (EDSC-II) 2011-2012. Demographic and Health Surveys. Calverton, Maryland, USA : CNSEE et ICF International, 2013 (and additional analysis). // [2015]: EnquĂŞte par grappes Ă  indicateurs multiples (MICS5 2014-2015), Rapport final. Brazzaville, Congo : Institut National de la Statistique et UNICEF (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y0T4	under 5 years old	[2001, 2007, 2010, 2013]	2001	2013	4	NUM_TH	Thousands	G	Global				3.0																		5.0									5.0									5.0																		5.0		[2001]: 3,965.5 // [2007]: 5,026.4 // [2010]: 5,262.6 // [2013]: 5,698.4				[2001]: EnquĂŞte nationale sur la situation des enfants et des femmes MICS2 / 2001. Rapport d'analyse. Kinshasa, RĂŠpublique DĂŠmocratique du Congo, juillet 2002 (and additional analysis). // [2007]: EnquĂŞte dĂŠmographique et de santĂŠ, RĂŠpublique DĂŠmocratique du Congo 2007. Demographic and Health Surveys. Calverton, Maryland, U.S.A.: MinistĂ¨re du Plan et Macro International, 2008 (and additional analysis). // [2010]: EnquĂŞte par grappes Ă  indicateurs multiples en RĂŠpublique DĂŠmocratique du Congo (MICS-RDC 2010). Rapport final, mai 2011. Kinshasa, RĂŠpublique DĂŠmocratique du Congo, 2011 (and additional analysis). // [2013]: EnquĂŞte dĂŠmographique et de santĂŠ en RĂŠpublique DĂŠmocratique du Congo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPSMRM, MSP et ICF International, 2014 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T4	under 5 years old	[2008]	2008	2008	1	NUM_TH	Thousands	G	Global																									20.0																																	20.0						Encuesta nacional de nutricion 2008-2009. San Jose, Costa Rica, 2011.		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y0T4	under 5 years old	[2000]	2000	2000	1	NUM_TH	Thousands	G	Global	52.7																																																									52.7					Converted estimates	Encuesta de agrupacion de indicadores multiples: Informe final, diciembre del 2000 (MICS2). La Habana, Cuba, 2000 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	199	Least Developed Countries (LDC)	1			Group						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	54.0	49.0	58.0													53.0	50.0	56.0													51.0	49.0	54.0													49.0	45.0	52.0							47.0	42.0	51.0	47.0		[2000]: 54,214.3 // [2005]: 53,765.0 // [2010]: 51,833.4 // [2015]: 49,082.5 // [2018]: 47,297.9	[2000]: 49,780.1 // [2005]: 50,590.8 // [2010]: 49,331.1 // [2015]: 45,706.4 // [2018]: 42,946.3	[2000]: 58,653.7 // [2005]: 56,976.4 // [2010]: 54,377.8 // [2015]: 52,569.9 // [2018]: 51,870.8		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	202	Sub-Saharan Africa	3	2	Africa	Region						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	45.0	42.0	48.0													48.0	45.0	51.0													51.0	48.0	54.0													53.0	49.0	56.0							53.0	49.0	58.0	53.0		[2000]: 45,433.4 // [2005]: 48,486.8 // [2010]: 51,229.1 // [2015]: 53,239.8 // [2018]: 53,923.8	[2000]: 42,731.7 // [2005]: 45,622.1 // [2010]: 48,031.0 // [2015]: 49,509.8 // [2018]: 49,792.9	[2000]: 48,135.1 // [2005]: 51,351.4 // [2010]: 54,427.2 // [2015]: 56,969.8 // [2018]: 58,054.6		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y0T4	under 5 years old	[2001]	2001	2001	1	NUM_TH	Thousands	G	Global				10.9																																																						10.9						6th nationwide anthropological survey of children and adolescents 2001, Czech Republic. Summary results. Prague, Czech Republic: National Institute of Public Health, 2006 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y0T4	under 5 years old	[2001, 2006, 2014, 2018]	2001	2018	4	NUM_TH	Thousands	G	Global				452.9															614.0																								580.2												593.0			593.0						[2001]: EnquĂŞte dĂŠmographique et de santĂŠ au BĂŠnin 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Institut National de la Statistique et de l'Analyse Economique et ORC Macro, 2002 (and additional analysis). // [2006]: EnquĂŞte dĂŠmographique et de santĂŠ (EDSB-III) - BĂŠnin 2006. Demographic and Health Surveys. Calverton, Maryland, USA : Institut National de la Statistique et de l'Analyse Ăconomique et Macro International Inc., 2007 (and additional analysis). // [2014]: EnquĂŞte par grappes Ă  indicateurs multiples 2014, Rapport final , Cotonou, BĂŠnin : Institut national de la statistique et de lâanalyse ĂŠconomique (and additional analysis) // [2018]: EnquĂŞte DĂŠmographique et de SantĂŠ au BĂŠnin, 2017-2018 : Indicateurs ClĂŠs. Cotonou, BĂŠnin et Rockville, Maryland, USA : INSAE et ICF		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y0T4	under 5 years old	[2000, 2002, 2006, 2007, 2013]	2000	2013	5	NUM_TH	Thousands	G	Global	78.4						118.9												111.9			107.6																		75.8																		75.8					[2006]: Converted estimates	[2000]: Encuesta por conglomerados de indicadores multiples (MICS-2000). Santo Domingo, D.N.: Secretariado TĂŠcnico de la Presidencia, Fondo de las Naciones Unidas para la Infancia (UNICEF), 2001 (and additional analysis). // [2002]: Encuesta demografica y de salud, ENDESA 2002. Demographic and Health Surveys. Santo Domingo, Republica Dominicana: Centro de Estudios Sociales y Demograficos, 2003 (and additional analysis). // [2006]: Encuesta nacional de hogares de proposito multiples (ENHOGAR 2006): Informe general. Santo Domingo, Republica Dominicana: ONE, 2008 (and additional analysis). // [2007]: Encuesta demogrĂĄfica y de salud 2007. Demographic and Health Surveys. Santo Domingo, RepĂşblica Dominicana: CESDEM y Macro International Inc., 2008 (and additional analysis). // [2013]: Encuesta demogrĂĄfica y de salud 2013. Demographic and Health Surveys. Santo Domingo, RepĂşblica Dominicana: CESDEM y ICF International, 2014 (and additional analysis).		CA: Country adjusted data
