series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	143	Central Asia	3	142	Asia	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	9.134	1.137	0.045	0.025	0.007	0.001	0.001	0.0	0.0	0.0	0.0			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	48.622	0.365	0.147	0.027	0.005	0.0	0.0	0.0	0.0	0.0	0.0				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	145	Western Asia	3	142	Asia	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	30.059	23.972	45.675	31.024	32.366	26.208	42.132	35.917	26.219	36.108	36.108			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	220.963	247.294	305.763	293.364	262.301	226.934	208.427	194.145	188.18	188.608	188.608				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	15	Northern Africa	3	2	Africa	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	61.456	48.777	26.35	25.485	26.014	28.519	32.317	36.024	35.375	35.333	35.333			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	150	Europe	2	1	World	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	151	Eastern Europe	3	150	Europe	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	154	Northern Europe	3	150	Europe	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	155	Western Europe	3	150	Europe	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.015	0.039	0.009	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	378.479	415.242	300.413	283.335	276.251	273.653	271.622	273.021	267.552	265.399	265.399			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	23.361	17.325	16.12	8.153	8.08	6.874	5.37	6.786	10.688	7.398	7.398				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	65.103	57.774	52.977	35.178	68.853	71.687	2.901	1.672	1.437	3.968	3.968				WMR		[2000,2005]: E: Estimated data // [2010-2017]: C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.0	29.274	9.103	1.967	1.131	0.04	0.039	0.0	0.443	0.0	0.0				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	344.877	306.856	190.535	190.826	197.803	205.393	208.947	208.989	201.079	197.635	197.635				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	20.136	12.169	1.636	1.699	1.401	2.053	4.461	2.36	5.026	12.086	12.086			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	463.534	515.607	367.18	337.79	323.026	315.334	312.405	317.073	310.59	307.621	307.621				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	1.368	2.382	0.069	0.006	0.004	0.0	0.0	0.0	0.002	0.007	0.007				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	19	Americas	2	1	World	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	14.577	11.153	6.651	4.926	4.628	4.437	3.742	4.397	5.398	7.311	7.311			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	199	Least Developed Countries (LDC)	1			Group						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	244.369	237.217	198.427	183.803	179.41	171.453	166.02	169.584	168.618	167.914	167.914			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	2	Africa	2	1	World	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	312.591	308.352	260.605	246.661	240.118	232.861	221.835	213.413	209.375	208.892	208.892			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	202	Sub-Saharan Africa	3	2	Africa	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	325.327	321.302	271.853	257.213	250.276	242.507	230.74	221.71	217.477	216.94	216.94			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	368.653	446.668	403.663	371.633	339.975	321.801	329.317	358.152	368.57	367.914	367.914				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	21	Northern America	3	19	Americas	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.308	0.928	0.779	0.364	0.212	0.127	0.095	0.13	0.153	0.068	0.068				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	284.026	42.596	4.338	2.756	1.211	0.806	0.522	1.314	2.494	2.632	2.632				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.632	0.055	0.015	0.007	0.01	0.005	0.005	0.002	0.009	0.0	0.0				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	397.644	518.225	401.26	484.152	471.92	458.175	366.018	356.285	349.864	343.256	343.256				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	110.771	161.222	129.131	83.203	83.316	80.187	57.784	53.486	42.038	37.367	37.367				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	13.648	6.974	19.01	17.136	11.507	10.602	23.112	13.24	17.471	22.871	22.871				WMR		[2000]: E: Estimated data // [2005,2010-2017]: CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	222.39	210.66	133.762	125.543	123.994	130.2	139.971	154.476	155.658	154.968	154.968				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	254	French Guiana	5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	54.488	38.866	17.172	11.498	8.348	8.629	4.041	3.343	1.894	4.711	4.711				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	[2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	9	PER_1000_POP	Per 1,000 population	G	Global		1.055	2.373	0.0	0.057	3.756	20.696	20.429	29.297	31.902	31.902				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	327.938	146.221	174.2	182.087	185.593	186.633	182.05	172.603	169.107	168.868	168.868				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	5.188	3.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	377.943	322.08	275.082	277.028	295.115	253.838	152.008	208.632	124.592	56.672	56.672				WMR		[2000,2005,2010]: E: Estimated data // [2011-2017]: CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	405.084	321.722	374.154	368.252	349.922	324.605	300.899	272.404	271.315	270.692	270.692				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	29	Caribbean	4	419	Latin America and the Caribbean	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	5.845	6.09	6.049	5.576	4.019	3.252	2.141	2.078	2.314	2.059	2.059			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	30	Eastern Asia	3	142	Asia	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	0.186	0.061	0.034	0.035	0.038	0.025	0.019	0.002	0.006	0.004	0.004			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	8.168	1.232	0.241	0.019	0.014	0.0	0.0	0.0	0.0	0.0	0.0				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	2.375	1.288	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				WMR		C: Country data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	8.041	5.139	0.864	0.765	0.589	0.67	0.596	0.703	0.489	0.371	0.371				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	452.454	395.9	402.824	403.781	394.701	376.623	360.464	347.771	338.65	336.723	336.723				WMR		M: Modeled data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	44.334	72.187	43.742	54.573	57.511	75.119	28.93	23.224	28.589	32.028	32.028				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	9.264	9.264	9.264	8.752	6.335	5.151	3.383	3.258	3.622	3.263	3.263				WMR		[2000,2005,2010]: E: Estimated data // [2011-2017]: CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	34	Southern Asia	3	142	Asia	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	10.82	10.393	8.187	7.197	5.746	4.506	4.537	4.638	4.871	3.726	3.726			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	8.595	3.452	1.766	1.318	1.109	0.919	0.562	0.585	0.719	0.202	0.202				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	35	South-Eastern Asia	3	142	Asia	Region						[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	6.314	5.474	6.401	5.098	5.607	3.528	2.72	2.319	1.934	2.09	2.09			Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	WMR		_X: Data nature not available
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	22.776	23.207	17.814	15.032	12.047	9.382	9.449	9.972	10.204	7.664	7.664				WMR		CA: Country adjusted data
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	10	PER_1000_POP	Per 1,000 population	G	Global	8.252	9.893	11.257	10.128	9.939	8.07	5.848	4.977	4.953	5.798	5.798				WMR		[2000]: E: Estimated data // [2005,2010-2017]: CA: Country adjusted data
