series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SN_ITK_DEFCN	Number of undernourish people (millions)	13	Central America	4	419	Latin America and the Caribbean	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	11.2	10.9	10.9	11.8	13.0	12.4	11.4	11.3	11.5	11.7	11.6	11.8	11.9	11.9	11.6	11.3	11.0	11.0	11.0			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1		0.1		<0.1	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	135	Caucasus and Central Asia	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	10.4	11.0	10.6	9.7	8.5	7.5	6.5	5.9	5.7	5.5	5.3	5.0	4.7	4.6	4.5	4.6	4.7	4.9	4.9			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	112.3	112.9	114.1	116.0	114.4	113.5	113.3	116.6	118.5	119.4	119.1	120.1	113.3	114.5	117.1	121.4	129.6	132.2	132.2			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	1.6	1.6	1.6	1.6	1.7	1.6	1.6	1.5	1.5	1.4	1.4	1.5	1.7	2.1	2.5	2.7	2.8		2.8			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	142	Asia	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	627.3	650.4	673.3	688.1	692.6	686.4	658.9	625.4	603.7	587.6	569.9	561.4	552.2	539.1	523.1	513.8	514.5	515.1	515.1			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	7.0	8.0	8.3	7.9	7.2	6.5	5.7	5.2	5.0	4.9	4.6	4.2	4.0	4.0	4.0	4.0	4.2	4.4	4.4			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	3.5	3.5	3.6	3.6	3.6	3.6	3.4	3.3	3.1	2.9	2.8	2.7	2.5	2.4	2.3	2.2	2.3		2.3			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	145	Western Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	19.1	18.8	19.2	19.4	19.6	19.4	19.4	20.1	20.3	20.4	20.1	22.3	23.1	24.6	26.5	28.1	29.1	30.2	30.2			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	3.3	3.4	3.6	3.7	3.8	3.9	4.1	4.3	4.5	4.7	4.8	4.8	4.8	4.9	5.0	5.4	5.7		5.7			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	15	Northern Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	9.7	9.6	9.3	9.5	9.7	9.7	9.4	9.0	8.8	8.7	8.5	8.7	17.6	17.7	17.8	18.1	19.5	20.0	20.0			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	18.2	18.2	18.2	18.2	18.2	18.3	18.3	18.3	18.4	18.4	18.4	18.5	18.5	18.5	18.5	18.5	18.5	18.6	18.6		[2000-2004]: <18.2 // [2005-2007]: <18.3 // [2008-2010]: <18.4 // [2011-2016]: <18.5 // [2017]: <18.6	[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	151	Eastern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	11.8	10.2	8.7	7.6	7.5	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.3	7.3	7.3	7.3	7.3	7.3	7.3		[2004]: <7.5 // [2005-2011]: <7.4 // [2012-2017]: <7.3	[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.7	0.7	0.6	0.6	0.6	0.6	0.6	0.6	0.7	0.7	0.7	0.7	0.7	0.6	0.6	0.6	0.6		0.6			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	154	Northern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.5	2.5	2.5	2.5	2.5	2.6	2.6	2.6	2.6	2.6	2.6		[2000-2007]: <2.4 // [2008-2012]: <2.5 // [2013-2017]: <2.6	[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	155	Western Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	4.6	4.6	4.6	4.6	4.6	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.8	4.8	4.8	4.8	4.8	4.8		[2000-2004]: <4.6 // [2005-2012]: <4.7 // [2013-2017]: <4.8	[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	208.0	208.3	208.2	208.9	208.3	205.8	200.8	193.1	183.4	173.4	163.7	154.8	146.0	137.1	129.5	125.4	124.3		124.3			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	37.7	37.8	37.7	37.5	36.7	36.2	36.1	36.5	36.6	36.7	36.5	36.7	36.4	36.0	36.1	37.1	40.8	42.7	42.7			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	3.9	3.9	3.8	3.9	4.0	4.2	4.2	4.1	4.3	4.7	5.1	5.0	4.7	4.2	3.8	3.4	3.2		3.2			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	1.2	1.1	1.1	1.2	1.3	1.5	1.6	1.7	1.7	1.8	1.8	1.8	1.8	1.8	1.9	1.9	1.9		1.9			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	3.8	3.7	3.6	3.6	3.5	3.6	3.8	4.0	4.2	4.2	4.2	4.1	4.2	4.4	4.6	5.0	5.2	5.4	5.4			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.2		0.2			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	19	Americas	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	62.8	60.8	58.6	56.9	54.5	51.3	47.7	44.5	42.6	42.2	40.9	39.7	39.1	39.0	38.7	38.9	39.0	39.5	39.5			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.5	0.3	0.3	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1		0.1		<0.1	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.4	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3		0.3		<0.3	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1		0.1		<0.1	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	199	Least Developed Countries (LDC)	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	227.0	226.6	224.5	222.7	218.6	215.8	212.7	212.7	211.8	211.6	210.5	212.4	215.1	217.3	221.2	227.2	239.0	245.1	245.1			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	2	Africa	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	199.6	200.9	201.8	203.0	198.7	196.0	194.6	197.4	199.4	200.5	200.2	202.3	205.2	207.5	212.5	222.0	241.3	256.5	256.5			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	202	Sub-Saharan Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	180.8	182.3	183.6	184.4	179.5	176.7	175.7	178.9	180.8	181.4	181.0	182.5	187.6	189.8	194.7	203.9	221.9	236.5	236.5			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3		0.3		<0.3	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	1.6	1.5	1.4	1.3	1.3	1.2	1.2	1.1	1.1	1.1	1.1	1.1	1.1	1.0	1.0	1.1	1.1		1.1			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1		0.1		<0.1	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	21	Northern America	3	19	Americas	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	7.8	7.9	8.0	8.0	8.1	8.2	8.3	8.3	8.4	8.5	8.6	8.6	8.7	8.8	8.8	8.9	9.0	9.0	9.0		[2000]: <7.8 // [2001]: <7.9 // [2002-2003]: <8 // [2004]: <8.1 // [2005]: <8.2 // [2006-2007]: <8.3 // [2008]: <8.4 // [2009]: <8.5 // [2010-2011]: <8.6 // [2012]: <8.7 // [2013-2014]: <8.8 // [2015]: <8.9 // [2016-2017]: <9	[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1		0.1		<0.1	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	2.4	2.4	2.4	2.5	2.5	2.3	2.1	2.0	1.9	1.8	1.6	1.5	1.4	1.3	1.2	1.2	1.1		1.1			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	2.3	2.4	2.5	2.5	2.4	2.3	2.3	2.2	2.1	1.9	1.6	1.4	1.3	1.3	1.3	1.3	1.3		1.3			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.6	0.6	0.5	0.6	0.6	0.6	0.7	0.7	0.7	0.7	0.8	0.8	0.8	0.7	0.7	0.7	0.7		0.7			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	223	Eastern Asia (excluding Japan and China)	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	NUM_M	Millions	G	Global	12.0	11.8	11.9	11.5	11.7	12.1	12.7	13.6	14.3	15.0	15.0	14.5	14.2	14.2	14.4	15.0	14.7	14.8	14.8			[2017]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	34.6	33.5	32.9	32.1	31.3	30.5	30.3	30.1	29.6	28.8	28.1	27.6	26.8	25.5	24.0	22.8	21.9		21.9			[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
SN_ITK_DEFCN	Number of undernourish people (millions)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	NUM_M	Millions	G	Global	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1		0.1		<0.1	[2016]: Estimates are based on projected values	FAO, Statistics Division		E: Estimated data
