series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2013	value_2014	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			0.1			0.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			67.2			67.2			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	13	Central America	4	419	Latin America and the Caribbean	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			47.2			47.2			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			30.3			30.3			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			0.4			0.4			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	142	Asia	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			10.4			10.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	143	Central Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			94.8			94.8			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			20.8			20.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	145	Western Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			17.5			17.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	15	Northern Africa	3	2	Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			8.4			8.4			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	150	Europe	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			94.6			94.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	151	Eastern Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			97.9			97.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	55.8	53.2	100.0			100.0			[2013-2014]: ILO estimates based on country data; only contributory schemes // [2016]: ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-35 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	F	Female	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	56.1	53.7				53.7			ILO estimates based on country data; only contributory schemes	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	M	Male	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	55.5	52.6				52.6			ILO estimates based on country data; only contributory schemes	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	154	Northern Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	155	Western Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			88.7			88.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			5.8			5.8			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			6.0			6.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			59.7			59.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	M	Male	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	24.7	23.4				23.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	Both sexes	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	19.1	18.0				18.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-4		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	F	Female	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	13.5	12.5				12.5			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	202	Sub-Saharan Africa	3	2	Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			10.6			10.6			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	64.9	62.7	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-8 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	70.1	67.6	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	59.9	57.9	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-13 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	21	Northern America	3	19	Americas	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			96.7			96.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			34.5			34.5			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-14 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-15 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0			100.0			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-30 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	F	Female	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	49.6	52.1				52.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	M	Male	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	96.2	97.1				97.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-38		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	Both sexes	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	72.5	74.2	73.6			73.6			ILO estimates based on country data	[2013-2014]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-31 // [2016]: ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			11.1			11.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			39.7			39.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	30	Eastern Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			8.7			8.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			8.2			8.2			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global			2.3	3.3		3.3			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
