series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1998	value_1999	value_2000	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	135	Caucasus and Central Asia	1			Group						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		37.59946	37.59946				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		1.85568	1.85568				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		2.12295	2.12295				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	142	Asia	2	1	World	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		22.21335	22.21335				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	142	Asia	2	1	World	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		22.7387	22.7387				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	143	Central Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		32.58535	32.58535				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	143	Central Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		32.12042	32.12042				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Q1	Quintile 1 (poorest)	[2006, 2009, 2012]	2006	2012	3	PT	Percentage	G	Global								1.22223			1.9879			1.76502					1.76502			[2006]: Household Income and Expenditure Survey 2006-2007 // [2009]: Household Income and Expenditure Survey 2009-2010 // [2012]: Household Income and Expenditure Survey 2012-2013	Department of Census and Statistics - Ministry of Finance and Planning		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Total (national average) or no breakdown	[2006, 2009, 2012]	2006	2012	3	PT	Percentage	G	Global								6.29317			6.62763			7.40061					7.40061			[2006]: Household Income and Expenditure Survey 2006-2007 // [2009]: Household Income and Expenditure Survey 2009-2010 // [2012]: Household Income and Expenditure Survey 2012-2013	Department of Census and Statistics - Ministry of Finance and Planning		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	145	Western Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		26.60403	26.60403				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	145	Western Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		34.39319	34.39319				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	_T	Total (national average) or no breakdown	[2011]	2011	2011	1	PT	Percentage	G	Global													2.47797						2.47797			Troisieme Enquete Sur La Consommation et le Secteur Informel	Institut National de la Statistique, des Etudes Economiques et Démographiques (INSEED)		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Q1	Quintile 1 (poorest)	[2011]	2011	2011	1	PT	Percentage	G	Global													0.63801						0.63801			Troisieme Enquete Sur La Consommation et le Secteur Informel	Institut National de la Statistique, des Etudes Economiques et Démographiques (INSEED)		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	15	Northern Africa	3	2	Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		17.72657	17.72657				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	15	Northern Africa	3	2	Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		21.30409	21.30409				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	151	Eastern Europe	3	150	Europe	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		49.47712	49.47712				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	151	Eastern Europe	3	150	Europe	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		52.47228	52.47228				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Q1	Quintile 1 (poorest)	[2006, 2009, 2011, 2013, 2015]	2006	2015	5	PT	Percentage	G	Global								24.4576			36.86726		15.62684		40.72819		41.8645		41.8645			[2006,2009]: Encuesta de Caracterizacion Socio-Economica Nacional (CASEN) // [2011]: Encuesta de Caracterizacion Socioeconomica Nacional (CASEN) // [2013,2015]: Encuesta de Caracterización Socioeconómica Nacional (CASEN)	[2006,2009]: Ministerio de Planificacion // [2011]: Universidad de Chile - Gobierno de Chile // [2013]: Ministerio de Desarrollo Social - Gobierno de Chile // [2015]: World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Total (national average) or no breakdown	[2006, 2009, 2011, 2013, 2015]	2006	2015	5	PT	Percentage	G	Global								31.87976			41.25616		23.64044		44.39475		44.9127		44.9127			[2006,2009]: Encuesta de Caracterizacion Socio-Economica Nacional (CASEN) // [2011]: Encuesta de Caracterizacion Socioeconomica Nacional (CASEN) // [2013,2015]: Encuesta de Caracterización Socioeconómica Nacional (CASEN)	[2006,2009]: Ministerio de Planificacion // [2011]: Universidad de Chile - Gobierno de Chile // [2013]: Ministerio de Desarrollo Social - Gobierno de Chile // [2015]: World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	154	Northern Europe	3	150	Europe	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		45.31401	45.31401				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	154	Northern Europe	3	150	Europe	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		50.24348	50.24348				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	_T	Total (national average) or no breakdown	[2013]	2013	2013	1	PT	Percentage	G	Global															35.57958				35.57958			Chinese Household Income Project 2013-2014	China Institute For Income Distribution		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Q1	Quintile 1 (poorest)	[2013]	2013	2013	1	PT	Percentage	G	Global															33.86545				33.86545			Chinese Household Income Project 2013-2014	China Institute For Income Distribution		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		0.69878	0.69878				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		2.0738	2.0738				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Q1	Quintile 1 (poorest)	[2010, 2011, 2012, 2014]	2010	2014	4	PT	Percentage	G	Global												1.17068	0.5957	0.43718		0.58883			0.58883			Encuesta Nacional de Calidad de Vida (ENCV)	Dirección de Metodología y Producción Estadística (DIMPE) - Departamento Administrativo Nacional de Estadística (DANE)		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	Total (national average) or no breakdown	[2010, 2011, 2012, 2014]	2010	2014	4	PT	Percentage	G	Global												9.93494	9.61441	8.89796		9.27032			9.27032			Encuesta Nacional de Calidad de Vida (ENCV)	Dirección de Metodología y Producción Estadística (DIMPE) - Departamento Administrativo Nacional de Estadística (DANE)		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	_T	Total (national average) or no breakdown	[2004]	2004	2004	1	PT	Percentage	G	Global						1.88031													1.88031			Enquete Integrale aupres des Menages 2004	Direction de la Statistique - Ministere du Plan et de lAmenagement du Territoire		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Q1	Quintile 1 (poorest)	[2004]	2004	2004	1	PT	Percentage	G	Global						0.7711													0.7711			Enquete Integrale aupres des Menages 2004	Direction de la Statistique - Ministere du Plan et de lAmenagement du Territoire		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1	PT	Percentage	G	Global							4.88988												4.88988			Enquete Congolaise aupres des Menages pour lEvaluation de la Pauvrete 2005	Centre National de la Statistique et des Etudes Economiques (CNSEE) - Ministere du Plan, de lAmenagement du Territoire et de l'Int\u00e9gration Economique, Congo, Rep.		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1	PT	Percentage	G	Global							8.9148												8.9148			Enquete Congolaise aupres des Menages pour lEvaluation de la Pauvrete 2005	Centre National de la Statistique et des Etudes Economiques (CNSEE) - Ministere du Plan, de lAmenagement du Territoire et de l'Int\u00e9gration Economique, Congo, Rep.		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		3.25256	3.25256				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		0.88765	0.88765				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Q1	Quintile 1 (poorest)	[2004, 2012]	2004	2012	2	PT	Percentage	G	Global						0.59015								0.64599					0.64599			"[2004]: [""Enquete 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Menages ""] // [2012]: Troisieme Enquete Sur La Consommation et le Secteur Informel"	Institut National de la Statistique (INS) - Ministere du Plan		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	_T	Total (national average) or no breakdown	[2004, 2012]	2004	2012	2	PT	Percentage	G	Global						1.51236								1.59962					1.59962			"[2004]: [""Enquete 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Menages ""] // [2012]: Troisieme Enquete Sur La Consommation et le Secteur Informel"	Institut National de la Statistique (INS) - Ministere du Plan		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6	PT	Percentage	G	Global										7.5709	14.60432	4.91342	5.12052	4.61524		5.82746			5.82746			[2008-2009]: Encuesta de Hogares de Propositos Multiples // [2010-2012,2014]: Encuesta Nacional de Hogares (ENAHO)	[2008-2009]: Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica // [2010-2012,2014]: Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6	PT	Percentage	G	Global										12.94454	18.83602	14.0517	14.4034	15.02844		15.58205			15.58205			[2008-2009]: Encuesta de Hogares de Propositos Multiples // [2010-2012,2014]: Encuesta Nacional de Hogares (ENAHO)	[2008-2009]: Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica // [2010-2012,2014]: Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	Total (national average) or no breakdown	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global										54.74313		57.51293							57.51293			Household Budget Survey	Croatian Bureau of Statistics - CBS 		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Q1	Quintile 1 (poorest)	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global										59.36819		58.13471							58.13471			Household Budget Survey	Croatian Bureau of Statistics - CBS 		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	199	Least Developed Countries (LDC)	1			Group						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		2.13926	2.13926				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	199	Least Developed Countries (LDC)	1			Group						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		0.98402	0.98402				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	202	Sub-Saharan Africa	3	2	Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global																		4.78541	4.78541				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	202	Sub-Saharan Africa	3	2	Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global																		3.56681	3.56681				World Development Indicators database, World Bank		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Q1	Quintile 1 (poorest)	[2003]	2003	2003	1	PT	Percentage	G	Global					3.60006														3.60006			Questionnaire Unifie sur les Indicateurs de Base du Bien-etre 2003	Institut National de la Statistique et de l'Analyse economique		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	_T	Total (national average) or no breakdown	[2003]	2003	2003	1	PT	Percentage	G	Global					6.62698														6.62698			Questionnaire Unifie sur les Indicateurs de Base du Bien-etre 2003	Institut National de la Statistique et de l'Analyse economique		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	Q1	Quintile 1 (poorest)	[2002]	2002	2002	1	PT	Percentage	G	Global				15.4359															15.4359			Survey of Living Conditions (SLC)	Central Statistical Office (CSO) - Ministry of Finance and Planning, Government of Dominica		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	_T	Total (national average) or no breakdown	[2002]	2002	2002	1	PT	Percentage	G	Global				13.3701															13.3701			Survey of Living Conditions (SLC)	Central Statistical Office (CSO) - Ministry of Finance and Planning, Government of Dominica		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	_T	Total (national average) or no breakdown	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2007	2014	8	PT	Percentage	G	Global									5.42859	4.79105	5.11579	5.78479	6.1303	5.68255	6.2101	6.48566			6.48566			Encuesta Nacional de Fuerza de Trabajo	[2007,2009]: Banco Central, Oficina Nacional de Estadistica // [2008,2010,2012-2014]: Oficina Nacional de Estadística // [2011]: Oficina Nacional de Estadistica		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Q1	Quintile 1 (poorest)	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2007	2014	8	PT	Percentage	G	Global									2.34614	2.43888	2.26235	2.48835	2.65945	2.43564	2.75	2.58725			2.58725			Encuesta Nacional de Fuerza de Trabajo	[2007,2009]: Banco Central, Oficina Nacional de Estadistica // [2008,2010,2012-2014]: Oficina Nacional de Estadística // [2011]: Oficina Nacional de Estadistica		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	Total (national average) or no breakdown	[2008, 2010, 2011, 2012, 2016]	2008	2016	5	PT	Percentage	G	Global										7.2553		9.35493	9.57266	10.67494				10.93042	10.93042			Encuesta Nacional de Empleo Desempleo y Subempleo	Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)		CA: Country adjusted data
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Q1	Quintile 1 (poorest)	[2008, 2010, 2011, 2012, 2016]	2008	2016	5	PT	Percentage	G	Global										2.07787		2.2245	2.59678	3.33973				4.57627	4.57627			Encuesta Nacional de Empleo Desempleo y Subempleo	Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)		CA: Country adjusted data
