series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	21.76313	21.76313	21.76313	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.37438	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.46249	22.497	22.497	22.497	22.497	22.497	22.497	22.61301	22.61301	22.61301	22.61301	22.61301	22.61301	22.61301	22.61301	22.61301	22.61313	22.61313	22.61313	22.61313	22.61313	22.61313	22.61313	22.61313	22.61313	22.61313						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	19.94642	19.94642	20.20045	19.94642	19.94642	20.20045	19.94642	19.94642	20.20045	19.94642	19.94642	20.20045	19.94642	19.94642	20.20045	19.94642	19.94642	20.20045	19.94642	19.94642	20.20045	20.17694	20.04993	20.30396	23.49593	23.2419	23.49593	27.03563	26.7816	27.03563	28.82351	28.56948	28.82351	28.82351	28.56948	28.82351	29.42336	29.28999	29.42336	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531	30.50531						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	145	Western Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	10.08495	10.06411	10.08972	10.1338	10.11297	10.13858	10.52847	10.50362	10.52915	11.51328	11.48838	11.51391	11.96479	11.93989	11.96542	12.19487	12.17015	12.19545	13.023	12.99827	13.02357	13.90093	13.88004	13.90104	15.38656	15.36614	15.38656	15.93913	15.91877	15.93913	16.16121	16.14085	16.16121	16.5977	16.57734	16.5977	16.68956	16.6692	16.68956	16.9141	16.9141	16.9141	17.18288	17.18288	17.18288	17.18288	17.18288	17.18288	17.37056	17.37056	17.37056	17.37056	17.37056	17.37056	17.37056	17.37056	17.37056	17.37056						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999	49.9999						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	15	Northern Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	13.48095	13.48095	13.48095	13.75367	13.75367	13.75367	13.75367	13.75367	13.75367	14.08694	14.08694	14.08694	20.38082	20.38082	20.38082	20.76463	20.76463	20.76463	20.76463	20.76463	20.76463	20.79297	20.79297	20.79297	22.19974	22.19974	22.19974	22.23158	22.23158	22.23158	22.85007	22.85007	22.85007	22.85007	22.85007	22.85007	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99651	36.99653	36.99653	36.99653	36.99653						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	50.03037	50.01453	50.03047	52.31157	52.31085	52.31164	53.36593	53.3652	53.36599	54.31532	54.31459	54.31537	57.64373	57.64302	57.64378	58.50468	58.50394	58.50469	61.70429	61.7036	61.70429	64.12951	64.12883	64.12951	64.50806	64.50766	64.50806	65.04829	65.04824	65.04829	65.84452	65.84447	65.84452	66.47086	66.47081	66.47086	66.49562	66.49556	66.49562	67.8178	67.81775	67.8178	67.82938	67.82937	67.82938	67.90605	67.90604	67.90605	67.9069	67.90689	67.9069	67.96475	67.96475	67.96475	67.96475	67.96475	67.96475	67.96475						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	38.42113	38.42113	38.42113	38.42113	38.42113	38.42113	38.42113	38.42113	38.42113	38.42114	38.42114	38.42114	38.42114	38.42114	38.42114	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.77988	39.78406	39.78406	39.78406	41.21587	41.21587	41.21587	41.21587	41.21587	41.21587	41.21587	41.21587	41.21587	42.66299	42.66299	42.66299	44.11227	44.11227	44.11227	44.91184	44.91184	44.91184	44.91184	44.91184	44.91184	45.00142	45.00142	45.00142	45.00177	45.00177	45.00177	45.00177						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	33.18765	31.99767	34.07131	34.78284	33.76135	35.68438	35.77384	34.82553	36.60674	38.63584	37.91805	39.39772	40.27341	39.53572	40.89237	40.73681	39.93986	41.25251	42.72876	42.12231	43.06134	42.85026	42.38376	43.11287	43.02399	42.59011	43.23049	43.31855	42.93911	43.49384	43.36083	42.96612	43.52085	43.70532	43.28252	43.79121	43.70532	43.28252	43.79121	44.02458	43.67696	44.02458	44.02458	43.67696	44.02458	44.02458	43.67696	44.02458	44.06386	43.85045	44.06386	44.06386	44.06386	44.06386	44.06386	44.06386	44.06386	44.06386						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	25.82453	25.82453	25.82453	25.92951	25.92951	25.92951	25.94702	25.94702	25.94702	25.94702	25.94702	25.94702	25.94713	25.94713	25.94713	27.02477	27.02477	27.02477	28.58321	28.58321	28.58321	30.93839	30.93839	30.93839	33.21851	33.21851	33.21851	34.12844	34.12844	34.12844	34.37511	34.37511	34.37511	39.65939	39.65939	39.65939	39.65978	39.65978	39.65978	39.92565	39.92565	39.92565	40.18558	40.18558	40.18558	41.99319	41.99319	41.99319	43.39874	43.39874	43.39874	45.35722	45.35722	45.35722	45.35722	45.35722	45.35722	45.35722						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939						BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
