series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	13	Central America	4	419	Latin America and the Caribbean	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	5.80321	5.94068	6.08624	5.80604	5.90981	5.90981				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.20139	6.9801	7.64634	5.63431	5.74297	5.74297				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	135	Caucasus and Central Asia	1			Group						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.1491	5.82813	5.57897	4.64983	4.44805	4.44805				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	4.88591	4.78485	5.29194	4.7392	4.75919	4.75919				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.64233	3.64404	3.87048	3.23917	3.29424	3.29424				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	142	Asia	2	1	World	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.44577	3.1959	4.88013	5.35065	5.33755	5.33755				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	143	Central Asia	3	142	Asia	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.00804	6.11934	5.61212	4.73374	4.60435	4.60435				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	1.93183	2.56234	3.9577	4.13048	4.26996	4.26996				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	145	Western Asia	3	142	Asia	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	2.15572	1.6645	1.75258	1.55663	1.49136	1.49136				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.87873	4.46103	4.8792	1.53975	1.54707	1.54707				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	15	Northern Africa	3	2	Africa	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	0.57508	0.65939	0.60246	0.6516	0.62402	0.62402				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	150	Europe	2	1	World	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	13.38637	13.74853	12.5595	11.43032	11.15739	11.15739				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	151	Eastern Europe	3	150	Europe	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	14.26497	15.9038	14.67594	11.91075	11.40747	11.40747				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	9.11969	9.21179	9.34921	9.26248	9.25075	9.25075				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	154	Northern Europe	3	150	Europe	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	12.46644	13.02696	11.87192	11.10701	11.1127	11.1127				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	155	Western Europe	3	150	Europe	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	13.77221	12.94096	12.28473	12.67663	12.46805	12.46805				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	4.22243	4.05699	7.13398	7.22549	7.19702	7.19702				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.33256	3.8725	5.10845	4.89764	4.46781	4.46781				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.9999	5.46452	5.00506	5.75277	5.82122	5.82122				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	0.16065	0.47199	0.24397	0.90892	0.90892	0.90892				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.45154	4.20051	6.412	7.85201	7.81682	7.81682				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	11.32958	10.88486	10.26368	9.151	9.12819	9.12819				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	1.61755	1.16467	2.50643	2.80568	2.56594	2.56594				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	2.78218	8.2642	10.56752	10.55511	10.55511	10.55511				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.52539	5.47719	4.6918	4.6677	4.75741	4.75741				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	12.65816	11.28729	11.24929	9.31235	8.93896	8.93896				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	4.94473	5.39777	5.05703	5.94693	6.07426	6.07426				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	9.96079	12.41305	11.27552	10.77942	10.76475	10.76475				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	199	Least Developed Countries (LDC)	1			Group						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	2.54926	2.68118	3.07468	3.07646	3.02204	3.02204				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	13.39483	12.87741	11.36876	11.35273	11.28772	11.28772				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	202	Sub-Saharan Africa	3	2	Africa	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.48829	6.49055	6.58866	6.54608	6.47852	6.47852				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	15.09473	14.41064	14.0029	14.42884	14.40352	14.40352				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	2.35263	2.18832	2.36725	3.05614	3.02375	3.02375				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	13.23248	12.32716	10.85984	10.37055	10.37872	10.37872				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	21	Northern America	3	19	Americas	Region						Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	9.40546	9.52088	9.42149	9.71852	9.72224	9.72224				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	8.02752	8.08669	6.54042	8.15513	8.15513	8.15513				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	6.96616	6.30861	6.67703	7.08065	6.87369	6.87369				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	4.73014	5.26064	5.79023	4.70223	4.42184	4.42184				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	4.02018	3.79416	3.31556	3.63139	3.74801	3.74801				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.87232	7.99514	10.26391	11.4305	11.28573	11.28573				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	2.48609	2.52567	3.1519	2.84672	2.84672	2.84672				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	1.87747	1.76726	1.11041	1.26906	1.26906	1.26906				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	9.0097	13.36509	12.42667	12.05744	11.58277	11.58277				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	3.86918	6.78771	9.04344	8.22273	6.39472	6.39472				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	2.84249	2.57738	2.98704	3.04841	2.99684	2.99684				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	11.10975	12.76461	12.57493	10.9598	10.697	10.697				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	13.82911	12.79294	12.21566	12.66071	12.57887	12.57887				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	1.29522	1.51079	0.72749	0.51862	0.53153	0.53153				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Y_GE15	15 years old and over	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	LITRES_PURE_ALCOHOL	Litres pure alcohol	G	Global	10.59792	9.51695	10.68741	11.45386	11.45207	11.45207				WHO Global Information System on Alcohol and Health (GISAH), 2018		G: Global monitoring data
