series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	13	Central America	4	419	Latin America and the Caribbean	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	14.3123	12.9302	13.8734	14.2458	16.875	17.3913	20.142	19.8758	20.4969	20.5492	21.5686	21.0339	22.9947	28.3422	29.3226	30.1444	32.5	33.066	32.5312	36.2745	36.2745			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	11.1111	11.1111	11.1111	11.1111	11.1111	11.1111	15.2778	15.2778	18.0556	18.0556	18.0556	18.0556	20.8333	20.8333	20.8333	20.8333	20.8333	23.6111	23.6111	23.6111	23.6111			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	135	Caucasus and Central Asia	1			Group						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	6.9705	8.5479	8.7879	8.7879	8.9899	9.8837	10.5023	10.4358	13.9282	13.9714	15.1188	16.0584	16.7015	17.7137	18.8525	17.8609	17.6471	18.3505	19.4915	20.0207	20.0207			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	11.8943	13.3504	14.6159	15.2895	15.9147	16.5918	20.1726	21.0813	21.4588	22.787	21.593	22.3951	23.4749	25.1567	27.34	27.1855	28.8517	29.695	29.9949	30.2232	30.2232			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	F	Female	[2000, 2001, 2002, 2003, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2017, 2018, 2019]	2000	2019	14	PT	Percentage	G	Global	7.3394	7.3394	7.3394	7.3394			10.4762	10.4762	10.4762	10.4762	9.6154		12.5	12.5				8.5714	8.5714	8.5714	8.5714			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	142	Asia	2	1	World	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	12.0766	12.4956	12.7083	13.3627	12.5938	13.3108	14.3465	14.5298	15.3069	16.1591	16.8335	16.6768	16.9755	17.3634	17.5276	17.8047	17.9493	18.4092	17.9048	18.7629	18.7629			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	143	Central Asia	3	142	Asia	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	7.0064	10.2083	10.6	10.6	10.6	11.6216	12.4675	12.5654	18.6047	18.4158	20.0	20.0	21.2389	21.2389	23.2112	21.7857	21.0993	21.2766	21.2766	21.0993	21.0993			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	4.8889	4.4444	4.4444	4.4444	4.4444	4.8889	4.8889	4.8889	5.7778	5.7778	5.7778	5.3333	5.7778	5.7778	5.7778	5.7778	5.7778	5.7778	5.7778	5.3333	5.3333			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	145	Western Asia	3	142	Asia	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	5.1909	5.4054	5.5842	5.6166	5.4626	5.7374	7.8322	8.0951	9.2125	9.0526	9.2907	10.0489	11.1404	12.699	12.7596	12.8196	13.2075	13.8022	14.2532	15.3367	15.3367			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.4	2.4	2.4	5.8065	5.8065	6.4516	6.4516	6.4516	5.1613	5.1613	5.1613	5.1613	12.766	14.8936	14.8936	14.8936	14.8936	12.766	12.766	14.881	14.881			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	15	Northern Africa	3	2	Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	5.439	5.5167	5.6937	9.1561	9.1561	10.8472	9.6545	11.9714	12.2933	12.2933	13.2065	14.8208	15.3044	24.0172	24.14	24.5668	23.2049	23.8179	22.6357	22.6593	22.6593			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	150	Europe	2	1	World	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	16.8393	17.4098	18.4233	19.1265	19.4468	20.4998	20.631	21.4263	22.3297	22.6494	23.2497	23.2924	23.8425	24.8776	26.3717	26.7163	27.1527	28.0193	28.8742	29.7997	29.7997			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	151	Eastern Europe	3	150	Europe	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	9.7188	10.163	12.7867	13.0299	13.3727	14.0571	13.9179	14.6783	15.0852	15.3766	15.2378	15.0989	15.6413	16.1531	16.3439	16.9473	17.6428	19.4215	19.985	20.4733	20.4733			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019]	2000	2019	19	PT	Percentage	G	Global	10.8333	10.8333	12.5	12.5	12.5	12.5	15.0	15.0	15.0	15.0	14.1667	14.1667	14.1667	14.1667	15.8333	15.8333	15.8333	15.8333		22.5806	22.5806			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	154	Northern Europe	3	150	Europe	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	26.9939	26.472	26.3307	27.0843	27.0843	28.0264	28.5714	29.0445	29.2337	28.9026	29.5788	29.9953	30.3588	30.8129	30.94	30.406	32.4835	33.3175	33.7915	35.1185	35.1185			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	155	Western Europe	3	150	Europe	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	23.0315	23.0807	23.4105	24.4014	25.4952	25.8261	25.7071	25.5051	27.9011	27.7638	28.4422	28.4422	28.3988	30.5136	32.45	32.0	32.15	32.1161	34.0231	34.2156	34.2156			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	21.8194	21.7828	21.7828	21.7828	20.2345	20.2345	20.2685	20.2685	20.621	21.3257	21.3257	21.3257	21.323	21.323	23.4014	23.6228	23.6228	23.703	24.2476	24.9412	24.9412			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	8.61	8.7137	7.5726	9.4556	10.4312	11.2483	11.1964	10.2302	10.687	13.2316	13.4652	14.149	14.9686	14.6633	18.7041	18.1087	18.1087	17.4447	16.4334	17.0239	17.0239			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	11.8012	11.8012	11.8012	12.0482	12.0482	12.0482	12.1212	8.4337	8.4337	8.4337	8.4337	12.6506	12.1212	12.1212	12.1212	19.8795	19.8795	18.6747	18.6747	18.7135	18.7135			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019]	2005	2019	14	PT	Percentage	G	Global						3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303	3.0303		3.0303	6.0606	6.0606	6.0606	6.0606			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	12.0	12.0	12.0	9.3023	8.5271	8.5271	8.5271	8.5271	7.2993	7.2993	7.2993	7.2993	7.2993	7.3529	7.3529	7.3529	7.3529	7.3529	11.2583	11.2583	11.2583			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	22.4736	22.6586	22.6586	23.0441	23.7553	24.5833	24.7934	24.8276	27.135	27.4105	33.3799	33.0124	31.7744	32.1871	33.1956	33.3777	33.3777	33.4225	33.6898	34.0454	34.0454			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	F	Female	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2004	2019	16	PT	Percentage	G	Global					12.0	12.0	12.0	8.4	8.4	8.4	8.4	8.4	8.9431	8.9431	10.6426	8.9431	8.9431	8.9431	8.9431	10.3093	10.3093			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	19.2982	19.2982	19.2982	35.0877	35.0877	35.0877	35.0877	38.5965	36.8421	36.8421	36.8421	38.5965	38.5965	38.5965	38.5965	33.3333	33.3333	35.0877	35.0877	45.614	45.614			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	20.5298	20.5298	20.5298	17.7632	21.7105	21.7105	21.7105	20.915	20.915	23.5294	23.5294	23.8411	23.8411	23.8411	25.8278	15.2318	19.8675	18.543	20.5298	20.5298			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	27.6206	27.6206	27.6206	35.9606	35.9606	35.9606	35.9606	35.9606	43.1596	43.1596	43.1596	43.1596	45.2218	45.2218	48.8562	48.8562	48.8562	48.8562	48.8562	53.2231	53.2231			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	5.3571	7.1429	10.7143	10.7143	10.7143	16.0714	16.0714	14.2857	14.2857	14.2857	12.5	12.5	10.7143	10.7143	12.5	12.5	12.5	17.8571	17.8571	17.8571	17.8571			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	199	Least Developed Countries (LDC)	1			Group						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	9.2621	9.8458	10.6968	11.9474	12.442	13.059	16.0091	16.339	17.0502	18.9665	19.2939	20.0	20.1449	21.2652	21.3486	21.7028	22.7935	23.2337	22.1102	22.9137	22.9137			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	7.1429	7.1429	14.2857	14.2857	14.2857	14.2857	28.5714	28.5714	25.0	25.0	35.7143	35.7143	50.0	50.0	50.0	50.0	39.2857	32.1429	32.1429	32.1429	32.1429			Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data
