series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y15T24	15 to 24 years old	F	Female	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	PT	Percentage	G	Global										39.9	39.1	37.4	34.8	34.6	34.7	32.1		31.7		31.7			[2009-2010,2017]: Data reference period: September	ILOSTAT - LFS - Household Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	PT	Percentage	G	Global										25.5	24.5	26.0	22.7	21.5	22.8	21.2		21.0		21.0			[2009-2010,2017]: Data reference period: September	ILOSTAT - LFS - Household Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	F	Female	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								16.0			16.1				23.1					23.1			[2014]: Repository: ILO-STATISTICS - Micro data processing	[2007]: ILOSTAT - HS - Other household survey // [2010]: ILOSTAT - HS - Employment and Informal Sector Survey // [2014]: ILOSTAT - HS - Household survey of Cameroon		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								11.1			10.8				17.0					17.0			[2014]: Repository: ILO-STATISTICS - Micro data processing	[2007]: ILOSTAT - HS - Other household survey // [2010]: ILOSTAT - HS - Employment and Informal Sector Survey // [2014]: ILOSTAT - HS - Household survey of Cameroon		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	M	Male	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								5.8			4.7				10.5					10.5			[2014]: Repository: ILO-STATISTICS - Micro data processing	[2007]: ILOSTAT - HS - Other household survey // [2010]: ILOSTAT - HS - Employment and Informal Sector Survey // [2014]: ILOSTAT - HS - Household survey of Cameroon		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	13.9	13.3	13.2	13.2	13.1	12.8	12.4	12.3	12.7	14.4	14.1	13.6	13.8	13.5	13.9	13.8	13.5	12.6		12.6			Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	14.7	13.8	13.5	12.9	13.0	12.8	12.3	12.8	12.8	13.3	13.5	13.4	13.5	13.4	13.4	13.3	12.9	12.1		12.1			Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	13.2	12.9	13.0	13.4	13.1	12.8	12.5	11.9	12.7	15.4	14.7	13.8	14.1	13.6	14.4	14.3	14.1	13.0		13.0			Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y15T24	15 to 24 years old	M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global																		0.1		0.1			Employment definition: Including subsistence workers	ILOSTAT - LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y15T24	15 to 24 years old	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global																		0.1		0.1			Employment definition: Including subsistence workers	ILOSTAT - LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global																		0.0		0.0			Employment definition: Including subsistence workers	ILOSTAT - LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	143	Central Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						23.0	22.6	22.0	21.6	21.8	21.6	21.7	21.8	21.7	22.0	21.8	21.9	21.5	22.0	22.0				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	143	Central Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						16.2	15.5	14.6	14.3	14.4	14.1	14.0	13.9	13.7	13.9	13.9	13.7	13.2	13.7	13.7				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	143	Central Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						19.5	19.0	18.3	17.9	18.0	17.8	17.8	17.8	17.7	17.9	17.8	17.7	17.3	17.8	17.8				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2010, 2013, 2014]	2010	2014	3	PT	Percentage	G	Global											22.9			26.4	27.7					27.7			Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Sri Lanka Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y15T24	15 to 24 years old	F	Female	[2010, 2013, 2014]	2010	2014	3	PT	Percentage	G	Global											29.5			35.1	37.3					37.3			Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Sri Lanka Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y15T24	15 to 24 years old	M	Male	[2010, 2013, 2014]	2010	2014	3	PT	Percentage	G	Global											15.6			17.0	17.5					17.5			Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Sri Lanka Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	145	Western Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						31.5	30.5	30.3	29.7	29.1	28.6	27.7	27.3	27.4	27.1	26.8	26.7	26.6	26.5	26.5				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	145	Western Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						44.8	44.1	44.0	43.0	42.1	41.5	40.9	40.4	40.2	39.9	39.4	39.5	39.5	39.4	39.4				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	145	Western Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						18.7	17.5	17.4	17.1	16.9	16.4	15.4	15.1	15.4	15.2	15.0	14.7	14.6	14.6	14.6				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	15	Northern Africa	3	2	Africa	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						42.2	42.0	41.8	41.7	41.1	43.5	41.8	40.0	37.8	37.2	35.8	35.6	35.4	35.7	35.7				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	15	Northern Africa	3	2	Africa	Region						Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						19.8	18.6	18.2	17.7	16.6	16.5	18.4	18.1	16.9	17.4	18.3	18.1	18.2	18.3	18.3				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	15	Northern Africa	3	2	Africa	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						30.9	30.1	29.9	29.5	28.7	29.8	29.9	28.9	27.2	27.1	26.9	26.7	26.6	26.8	26.8				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	150	Europe	2	1	World	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						16.2	15.7	14.8	14.3	14.8	15.1	14.4	14.2	14.1	14.0	13.4	13.1	12.6	12.5	12.5				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	150	Europe	2	1	World	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						14.3	13.8	12.9	12.3	13.5	13.7	13.4	13.3	13.2	13.1	12.6	12.4	11.9	11.7	11.7				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	150	Europe	2	1	World	Region						Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						12.5	12.0	11.2	10.5	12.2	12.3	12.4	12.5	12.3	12.3	11.9	11.6	11.2	11.0	11.0				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y15T24	15 to 24 years old	M	Male	[2000, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	10	PT	Percentage	G	Global	17.6			14.0			14.4			18.7	6.7	6.7	7.2	7.6	8.4	14.2				14.2			[2000,2003,2006,2009,2015]: Repository: ILO-STATISTICS - Micro data processing // [2010-2014]: Data reference period: Fourth quarter	[2000,2003,2006,2009,2015]: ILOSTAT - HS - National Survey on Socio-Economic Conditions // [2010-2014]: ILOSTAT - LFS - National Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y15T24	15 to 24 years old	F	Female	[2000, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	10	PT	Percentage	G	Global	30.6			27.3			25.4			27.7	17.3	17.2	16.8	16.2	16.6	21.5				21.5			[2000,2003,2006,2009,2015]: Repository: ILO-STATISTICS - Micro data processing // [2010-2014]: Data reference period: Fourth quarter	[2000,2003,2006,2009,2015]: ILOSTAT - HS - National Survey on Socio-Economic Conditions // [2010-2014]: ILOSTAT - LFS - National Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	10	PT	Percentage	G	Global	24.0			20.5			19.9			23.2	11.7	11.7	11.7	11.8	12.3	17.8				17.8			[2000,2003,2006,2009,2015]: Repository: ILO-STATISTICS - Micro data processing // [2010-2014]: Data reference period: Fourth quarter	[2000,2003,2006,2009,2015]: ILOSTAT - HS - National Survey on Socio-Economic Conditions // [2010-2014]: ILOSTAT - LFS - National Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2003, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				25.4		24.3					23.6	23.4	22.5	22.1	21.4	20.9	21.0	21.8		21.8			[2010]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2011-2017]: Repository: ILO-STATISTICS - Micro data processing	[2003,2005]: ILOSTAT - HS - Continuous Household Survey // [2010-2017]: ILOSTAT - LFS - Integrated Household Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y15T24	15 to 24 years old	M	Male	[2003, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				16.2		13.3					14.4	14.2	13.6	13.4	13.2	12.0	12.8	13.3		13.3			[2010]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2011-2017]: Repository: ILO-STATISTICS - Micro data processing	[2003,2005]: ILOSTAT - HS - Continuous Household Survey // [2010-2017]: ILOSTAT - LFS - Integrated Household Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y15T24	15 to 24 years old	F	Female	[2003, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				33.8		34.6					32.8	32.7	31.5	30.9	29.5	29.9	29.2	30.3		30.3			[2010]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2011-2017]: Repository: ILO-STATISTICS - Micro data processing	[2003,2005]: ILOSTAT - HS - Continuous Household Survey // [2010-2017]: ILOSTAT - LFS - Integrated Household Survey		C: Country data
