series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	13.3	10.6	10.5	10.5				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	38.8	27.2	28.3	28.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	6.9	2.1	2.0	2.0				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	31.6	17.7	17.8	17.8				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	56.2	34.7	33.7	33.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	27.4	30.2	30.4	30.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	16.5	15.6	15.5	15.5				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	5.6	0.8	0.7	0.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	26.5	12.7	12.0	12.0				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	29.9	17.3	16.6	16.6				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	28.2	15.0	14.3	14.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	7.2	2.3	2.1	2.1				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	19.6	16.7	16.5	16.5				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	13.4	9.3	9.3	9.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	142	Asia	2	1	World	Region						Y_GE15	15 years old and over	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global		2.9		2.9				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	142	Asia	2	1	World	Region						Y_GE15	15 years old and over	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global		38.8		38.8				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	142	Asia	2	1	World	Region						Y_GE15	15 years old and over	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global		21.1		21.1				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	143	Central Asia	3	142	Asia	Region						Y_GE15	15 years old and over	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global		6.2		6.2				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	143	Central Asia	3	142	Asia	Region						Y_GE15	15 years old and over	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global		36.4		36.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	143	Central Asia	3	142	Asia	Region						Y_GE15	15 years old and over	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global		20.6		20.6				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	31.6	27.5	27.0	27.0				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	16.6	13.2	13.7	13.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	1.7	0.3	0.3	0.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	145	Western Asia	3	142	Asia	Region						Y_GE15	15 years old and over	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global		20.9		20.9				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	145	Western Asia	3	142	Asia	Region						Y_GE15	15 years old and over	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global		8.4		8.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	145	Western Asia	3	142	Asia	Region						Y_GE15	15 years old and over	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global		32.3		32.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	15	Northern Africa	3	2	Africa	Region						Y_GE15	15 years old and over	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global		21.7		21.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	15	Northern Africa	3	2	Africa	Region						Y_GE15	15 years old and over	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global		0.6		0.6				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	15	Northern Africa	3	2	Africa	Region						Y_GE15	15 years old and over	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global		43.3		43.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	150	Europe	2	1	World	Region						Y_GE15	15 years old and over	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global		38.7		38.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	150	Europe	2	1	World	Region						Y_GE15	15 years old and over	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global		31.1		31.1				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	150	Europe	2	1	World	Region						Y_GE15	15 years old and over	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global		23.8		23.8				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	54.0	35.1	34.2	34.2				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	59.3	42.5	41.5	41.5				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	56.7	38.7	37.9	37.9				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	29.6	25.8	25.2	25.2				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	56.0	48.7	48.4	48.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	3.2	2.0	1.9	1.9				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	13.1	5.0	4.7	4.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	20.2	9.5	9.1	9.1				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	27.4	14.2	13.5	13.5				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	12.6	4.7	4.4	4.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	21.2	14.4	14.0	14.0				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	29.7	24.0	23.6	23.6				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	5.7	24.2	27.0	27.0				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	9.8	47.0	52.3	52.3				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	1.7	1.7	1.7	1.7				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	42.2	22.1	21.2	21.2				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	47.5	26.6	25.5	25.5				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	52.9	30.9	29.8	29.8				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y_GE15	15 years old and over	F	Female	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	9.5	6.5	6.4	6.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y_GE15	15 years old and over	M	Male	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	26.5	17.7	17.4	17.4				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y_GE15	15 years old and over	_T	Both sexes	[2000, 2015, 2016]	2000	2016	3	PT	Percentage	G	Global	18.0	12.1	11.9	11.9				World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control		E: Estimated data
