series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	5.6			5.6			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	43.1			43.1			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	30	Eastern Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	10.8			10.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	84.6			84.6			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global		0.3		0.3			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global		3.1		3.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global		6.2		6.2			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	34	Southern Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	38.6			38.6			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	35	South-Eastern Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	20.1			20.1			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	39	Southern Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	89.7			89.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	8.1			8.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	17.8			17.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	419	Latin America and the Caribbean	3	19	Americas	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	56.0			56.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	10.4			10.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	432	Landlocked developing countries (LLDCs)	1			Group						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	20.7			20.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	9.8			9.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	5.4			5.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global	25.0	28.4		28.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	5	South America	4	419	Latin America and the Caribbean	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	70.3			70.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	29.4			29.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	21.4			21.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	513	Europe and Northern America	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	92.2			92.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	53	Australia and New Zealand	3	9	Oceania	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	99.2			99.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	54	Melanesia	3	9	Oceania	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	14.2			14.2			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	14.5			14.5			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	4.2			4.2			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	37.3			37.3			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	32.8			32.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	13.6			13.6			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	61	Polynesia	3	9	Oceania	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	21.4			21.4			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
