series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
IC_GEN_MGTL	Proportion of women in managerial positions (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	F	Female	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2002	2017	14	PT	Percentage	G	Global			21.7	20.4	19.8	22.4	20.5	23.8	23.9	25.1	25.5	25.5	28.4	29.0	24.8			27.6		27.6			[2002-2004,2006-2008]: Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old; // [2005]: Age coverage - minimum age: 10 years old; // [2009-2010]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old; // [2013-2014]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts; // [2017]: Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts;	ILOSTAT - LFS - Sri Lanka Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	145	Western Asia	3	142	Asia	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	11.8	12.2	11.5	11.4	11.1	10.9	12.1	12.5	13.2	12.9	13.4	13.9	14.5	15.5	15.0	14.8	15.9	15.8	16.0	16.0				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	15	Northern Africa	3	2	Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	9.2	9.2	8.4	8.2	7.5	9.7	10.5	10.8	11.5	12.8	12.9	12.7	10.2	8.1	7.9	7.4	8.0	7.6	7.7	7.7				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	150	Europe	2	1	World	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	31.4	32.1	32.7	33.6	33.6	34.3	34.4	34.7	34.5	35.0	35.6	35.9	35.8	35.2	35.1	35.5	36.0	35.8	35.9	35.9				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	PT	Percentage	G	Global											23.8	23.6	24.0	25.0	26.9	27.4	27.4	26.5		26.5			Repository: ILO-STATISTICS - Micro data processing;	ILOSTAT - LFS - National Employment Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	F	Female	[2009]	2009	2009	1	PT	Percentage	G	Global										53.4										53.4			Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old in rural areas and 12 years old in urban areas;	ILOSTAT - LFS - Integrated Household Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	F	Female	[2004]	2004	2004	1	PT	Percentage	G	Global					26.1															26.1			Repository: ILO-STATISTICS - Micro data processing;	ILOSTAT - HS - Integrated Household Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	F	Female	[2005, 2012]	2005	2012	2	PT	Percentage	G	Global						8.0							20.2							20.2			Repository: ILO-STATISTICS - Micro data processing;	ILOSTAT - LFS - Survey 1-2-3, Employment, informal sector and household's living conditions		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	32.9	25.4	26.1	29.1	26.2	24.9	29.9	27.0	30.4		30.0	35.2	28.7	36.8	31.9	28.7	34.6	36.8		36.8			[2000-2008]: Data reference period: July | Age coverage - minimum age: 12 years old; // [2010,2012-2017]: Repository: ILO-STATISTICS - Micro data processing; // [2011]: Data reference period: July | Age coverage - maximum age: 65 years old;	ILOSTAT - HS - National Household Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	24.7	24.7	27.1	24.6	22.6	24.0	25.6	20.7	25.4	25.2	25.8	24.0	26.1	24.4	23.2	26.7	29.9	29.1		29.1			[2000-2001]: Population coverage: Including armed forces and/or conscripts; // [2002,2004,2007-2010,2012-2013,2015-2017]: Repository: Eurostat special tabulation; // [2003,2005-2006,2011,2014]: Repository: Eurostat special tabulation;Break in series: Methodology revised	[2000-2001]: ILOSTAT - LFS - Labour force survey // [2002-2017]: ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	F	Female	[2009, 2010]	2009	2010	2	PT	Percentage	G	Global										32.5	38.1									38.1			Age coverage - minimum age: 17 years old;	ILOSTAT - LFS - National Employment Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	14.8	19.0	17.6	17.5	17.3	14.8	16.2	15.4	16.1	12.2	13.8	15.0	15.8	18.9	17.3	22.8	25.7	20.7		20.7			[2000-2004,2006-2008,2010,2012-2017]: Repository: Eurostat special tabulation; // [2005,2009,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	199	Least Developed Countries (LDC)	1			Group						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	24.2	24.7	22.0	20.7	20.2	20.0	20.4	20.8	21.0	21.7	21.7	21.6	21.3	21.4	21.5	21.6	21.4	21.9	22.1	22.1				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	202	Sub-Saharan Africa	3	2	Africa	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	27.7	27.6	27.1	26.6	26.5	26.5	26.9	27.1	27.7	28.2	28.1	28.4	28.2	28.3	28.9	29.0	29.1	29.3	29.3	29.3				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	24.1	26.8	26.1	27.7	28.1	29.6	28.9	28.6	28.1	29.0	27.7	25.8	26.2	27.2	27.9	29.5	25.4	24.6		24.6			[2000-2004,2006-2009,2012-2017]: Repository: Eurostat special tabulation; // [2005,2010-2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	24.2	21.0	21.4	25.8	23.8	24.2	24.5	28.3	23.9	24.9	22.7	27.8	28.5	27.2	26.3	26.9	28.0	27.0		27.0			[2000-2004,2006-2010,2012-2017]: Repository: Eurostat special tabulation; // [2005,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	21	Northern America	3	19	Americas	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	35.0	35.4	35.7	36.6	36.5	37.0	36.5	37.6	37.5	37.6	38.3	38.1	38.1	37.7	37.8	38.3	38.5	39.2	39.4	39.4				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	F	Female	[2001]	2001	2001	1	PT	Percentage	G	Global		48.4																		48.4			Data reference period: May;	ILOSTAT - PC - Population Census		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	30.2	30.7	30.2	31.1	32.9	32.4	37.7	30.8	34.9	31.1	34.2	42.5	40.9	36.9	35.3	37.2	36.6	41.1		41.1			[2000]: Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised // [2001-2017]: Repository: ILO-STATISTICS - Micro data processing;	[2000-2014]: ILOSTAT - LFS - National Labour Force Survey // [2015-2017]: ILOSTAT - LFS - Continuous National Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	29.3	26.5	25.0	34.9	32.2	34.1	27.3	37.0	32.0	32.2	32.5	40.1	38.5	35.4	34.6	32.9	35.4	34.8		34.8			[2000,2002]: Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old; // [2001,2004,2008,2011-2013,2015-2017]: Repository: ILO-STATISTICS - Micro data processing; // [2003,2005,2007,2009]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: December; // [2006]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: December;Break in series: Methodology revised // [2010,2014]: Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised	ILOSTAT - LFS - National Survey on Employment, Unemployment and Underemployment		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	26.1	25.4	25.7	32.1	33.0	27.4	28.8	24.7	38.1	37.9	29.0	35.8	37.1	43.5	38.2	40.9	35.3	32.4		32.4			[2000-2007]: Data reference period: December | Age coverage - minimum age: 10 years old; // [2008-2009]: Age coverage - minimum age: 16 years old; // [2010-2017]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old;	[2000-2007]: ILOSTAT - LFS - Labour force survey // [2008-2017]: ILOSTAT - HS - Multi-purpose household survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	F	Female	[2005, 2013]	2005	2013	2	PT	Percentage	G	Global						20.1								26.5						26.5			Repository: ILO-STATISTICS - Micro data processing;	ILOSTAT - LFS - National Labor Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	40.4	36.9	37.9	31.2	35.2	37.2	33.0	33.5	35.9	35.3	36.1	35.4	31.8	33.4	32.6	30.7	36.2	38.5		38.5			[2000,2002-2004,2006-2008,2010,2012-2017]: Repository: Eurostat special tabulation; // [2001,2005,2009,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	F	Female	[2004, 2010, 2011, 2014]	2004	2014	4	PT	Percentage	G	Global					29.5						29.8	31.9			19.5					19.5			[2004]: Repository: ILO-STATISTICS - Micro data processing;	[2004]: ILOSTAT - HIES - Core Welfare Indicators Questionnaire // [2010-2011,2014]: ILOSTAT - LFS - Angola Employment Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	F	Female	[2004, 2005, 2007, 2011, 2014, 2016]	2004	2016	6	PT	Percentage	G	Global					27.2	31.7		23.8				31.5			30.4		38.9			38.9			[2004]: Reference group coverage: Total employment; // [2005,2011,2016]: Repository: ILO-STATISTICS - Micro data processing; // [2007]: Reference group coverage: Employees;	ILOSTAT - LFS - Employment, Unemployment Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	26.6	27.9	28.4	28.6	28.2	29.9	29.6	28.6	29.5	29.7	30.5	32.0	29.7	29.6	33.7	33.3	34.1	31.3		31.3			[2000,2005,2008,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised // [2001-2004,2006-2007,2009-2010,2012-2017]: Repository: Eurostat special tabulation;	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	35.0	35.5	36.4	35.4	35.9	37.6	37.9	37.8	38.5	38.1	38.5	39.3	39.3	36.0	32.7	31.7	32.9	33.4		33.4			[2000-2002,2004,2006-2010,2012,2015-2017]: Repository: Eurostat special tabulation; // [2003,2005,2011,2013-2014]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2017]	2000	2017	9	PT	Percentage	G	Global	19.0	23.4	27.5	28.4	25.6	26.3	32.5	34.0										32.0		32.0			[2000-2007]: Population coverage: Excluding armed forces and/or conscripts; // [2017]: Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population;	[2000-2007]: ILOSTAT - HS - Integrated Household Survey // [2017]: ILOSTAT - LFS - Labour force survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													33.8							33.8			Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised	ILOSTAT - LFS - Labour force survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	12.5	10.6	9.6	12.4	11.2	12.3	11.9	10.3		12.4	12.1	10.7	14.5	15.0	15.2	15.4	19.3	15.9		15.9			Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released	ILOSTAT - LFS - Palestinian labour force survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	27.1	26.9	27.3	28.0	27.7	28.2	28.5	28.7	29.2	29.7	29.9	30.3	28.6	28.9	29.0	29.3	29.3	29.2		29.2			[2000-2004,2006-2009,2013-2017]: Repository: Eurostat special tabulation; // [2005,2010-2012]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	F	Female	[2006, 2013, 2015]	2006	2015	3	PT	Percentage	G	Global							12.2							40.8		41.8				41.8			Repository: ILO-STATISTICS - Micro data processing;	[2006,2013]: ILOSTAT - HIES - Living Standards Survey // [2015]: ILOSTAT - LFS - Labour force survey		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	F	Female	[2005, 2010]	2005	2010	2	PT	Percentage	G	Global						27.3					36.5									36.5			Data reference period: November;	ILOSTAT - PC - Population Census		C: Country data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	30	Eastern Asia	3	142	Asia	Region						F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	17.1	17.6	18.0	18.5	18.9	19.4	20.0	20.6	21.1	21.6	22.0	22.5	23.1	23.6	24.1	24.7	25.1	25.8	26.2	26.2				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
IC_GEN_MGTL	Proportion of women in managerial positions (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	25.1	24.6	24.9	26.1	26.0	26.6	26.9	28.2	28.5	30.1	30.2	23.6	26.0	28.8	28.3	25.7	25.5	29.8		29.8			[2000,2002-2003,2006-2008,2010,2012-2017]: Repository: Eurostat special tabulation; // [2001,2004-2005,2009,2011]: Repository: Eurostat special tabulation;Break in series: Methodology revised	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
