series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	typeOfSkill_code	typeOfSkill_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2006	value_2009	value_2012	value_2013	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_NAP_ACHI	Native parity index for achievement (ratio)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.83711	0.8857	0.91259		0.93477			0.93477				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.73153	0.8809	0.76373	0.66759		0.70848			0.70848				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.73977	0.71258	0.84173	0.61527		0.70568			0.70568				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.79063	0.7493	0.72216	0.68897		0.73312			0.73312				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.81196	0.86077	0.75933	0.76744		0.7796			0.7796				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2009, 2015]	2009	2015	2	RO	Ratio	G	Global			1.1556			0.91156			0.91156				[2009]: PISA 2009 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2009, 2015]	2009	2015	2	RO	Ratio	G	Global			1.00084			0.95129			0.95129				[2009]: PISA 2009 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.66103	0.72895	0.79792	0.8634		0.8119			0.8119				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.66248	0.71263	0.7927	0.79806		0.79479			0.79479				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.79898	0.81998	0.75165	0.77907		0.755			0.755				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.69459	0.78316	0.70319	0.62804		0.71917			0.71917				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009]	2006	2009	2	RO	Ratio	G	Global		1.01609	1.08476						1.08476				[2006]: PISA 2006 // [2009]: PISA 2009		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009]	2006	2009	2	RO	Ratio	G	Global		1.15873	0.99644						0.99644				[2006]: PISA 2006 // [2009]: PISA 2009		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012]	2006	2012	3	RO	Ratio	G	Global		0.85186	0.75276	0.4871					0.4871				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012]	2006	2012	3	RO	Ratio	G	Global		0.72923	0.68222	0.67967					0.67967				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.83724				0.83724				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.79894				0.79894				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.94629				0.94629				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.85846				0.85846				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.76276				0.76276				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.90879				0.90879				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.58041				0.58041				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.77121				0.77121				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.99253	0.99112	0.99746	1.00348		0.98408			0.98408				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.9793	0.97454	0.97806	1.00133		0.96826			0.96826				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012]	2003	2012	4	RO	Ratio	G	Global	0.96138	1.0929	1.07111	1.12959					1.12959				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	1.01571	1.07387	1.06071	1.06891		1.0489			1.0489				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.73524	0.65948	0.67736	0.62415		0.54398			0.54398				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.90103	0.72623	0.65295	0.75639		0.69842			0.69842				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2009]	2009	2009	1	RO	Ratio	G	Global			1.48711						1.48711				PISA 2009		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2009]	2009	2009	1	RO	Ratio	G	Global			1.16678						1.16678				PISA 2009		C: Country data
