series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	activity_code	activity_desc	years	min_year	max_year	n_years
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	ISIC4_A_011_012_013	Agriculture	[2012]	2012	2012	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	_T	No breakdown	[2012]	2012	2012	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	_T	No breakdown	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	NONAGR	Non-agriculture	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	_T	No breakdown	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	NONAGR	Non-agriculture	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	ISIC4_A_011_012_013	Agriculture	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	_T	No breakdown	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	NONAGR	Non-agriculture	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	ISIC4_A_011_012_013	Agriculture	[2007, 2014]	2007	2014	2
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	_T	No breakdown	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	NONAGR	Non-agriculture	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	_T	No breakdown	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	NONAGR	Non-agriculture	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	ISIC4_A_011_012_013	Agriculture	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	_T	No breakdown	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	NONAGR	Non-agriculture	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	ISIC4_A_011_012_013	Agriculture	[2015]	2015	2015	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								M	Male	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								F	Female	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								M	Male	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								F	Female	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								M	Male	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								F	Female	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	ISIC4_A_011_012_013	Agriculture	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	NONAGR	Non-agriculture	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	NONAGR	Non-agriculture	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	ISIC4_A_011_012_013	Agriculture	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	_T	No breakdown	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	_T	No breakdown	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	NONAGR	Non-agriculture	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	_T	No breakdown	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								_T	Both sexes	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								M	Male	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								_T	Both sexes	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								M	Male	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								F	Female	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								M	Male	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								F	Female	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								F	Female	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								_T	Both sexes	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								M	Male	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								F	Female	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								M	Male	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								_T	Both sexes	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								F	Female	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								M	Male	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	15	Northern Africa	3	2	Africa	Region								F	Female	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								_T	Both sexes	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								M	Male	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								F	Female	_T	No breakdown	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								M	Male	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								_T	Both sexes	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								M	Male	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								F	Female	NONAGR	Non-agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	150	Europe	2	1	World	Region								F	Female	ISIC4_A_011_012_013	Agriculture	[2016]	2016	2016	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Both sexes	_T	No breakdown	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Both sexes	NONAGR	Non-agriculture	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			M	Male	_T	No breakdown	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			M	Male	NONAGR	Non-agriculture	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			M	Male	ISIC4_A_011_012_013	Agriculture	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			F	Female	_T	No breakdown	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			F	Female	NONAGR	Non-agriculture	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			F	Female	ISIC4_A_011_012_013	Agriculture	[2018]	2018	2018	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	Both sexes	_T	No breakdown	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	Both sexes	NONAGR	Non-agriculture	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	Both sexes	ISIC4_A_011_012_013	Agriculture	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			M	Male	_T	No breakdown	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			F	Female	NONAGR	Non-agriculture	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			F	Female	_T	No breakdown	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			M	Male	ISIC4_A_011_012_013	Agriculture	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			M	Male	NONAGR	Non-agriculture	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			F	Female	ISIC4_A_011_012_013	Agriculture	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			_T	Both sexes	_T	No breakdown	[2014]	2014	2014	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			_T	Both sexes	NONAGR	Non-agriculture	[2014]	2014	2014	1
