series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	samplingStations_code	samplingStations_desc	years	min_year	max_year	n_years
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			SS_NRSMAI	NRSMAI	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			SS_NRSDAR	NRSDAR	[2012, 2014, 2015, 2016, 2017, 2018]	2012	2018	6
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_DUNEDINPYLON	Dunedin Pylon	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_CHATHAMISLANDS	Chatham Islands	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_STEWARTISLAND	Stewart Island	[2015, 2016, 2017, 2018]	2015	2018	4
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_TASMANBAY	Tasman Bay	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_AUCKLAND	Auckland	[2015, 2016, 2017, 2018]	2015	2018	4
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_BAYOFPLENTY	Bay of Plenty	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_WELLINGTON	Wellington	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_GOLDENBAY	Golden Bay	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_MARLBOROUGHSOUNDS	Marlborough Sounds	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			SS_WESTCOAST-JACKSONBAY	Westcoast-Jackson Bay	[2015, 2016, 2017, 2018, 2019]	2015	2019	5
