series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	quantile_code	quantile_desc	years	min_year	max_year	n_years
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			Q1	Quantile 1 (poorest)	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			_T	Total (national average) or no breakdown	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			_T	Total (national average) or no breakdown	[2011, 2012, 2013]	2011	2013	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			Q1	Quantile 1 (poorest)	[2011, 2012, 2013]	2011	2013	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	419	Latin America and the Caribbean	3	19	Americas	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	419	Latin America and the Caribbean	3	19	Americas	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			_T	Total (national average) or no breakdown	[2008, 2009]	2008	2009	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			Q1	Quantile 1 (poorest)	[2008, 2009]	2008	2009	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			Q1	Quantile 1 (poorest)	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			_T	Total (national average) or no breakdown	[2008]	2008	2008	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			Q1	Quantile 1 (poorest)	[2008]	2008	2008	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			_T	Total (national average) or no breakdown	[2010]	2010	2010	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			Q1	Quantile 1 (poorest)	[2010]	2010	2010	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			Q1	Quantile 1 (poorest)	[2006, 2012]	2006	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			_T	Total (national average) or no breakdown	[2006, 2012]	2006	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			_T	Total (national average) or no breakdown	[2007, 2009, 2010, 2012]	2007	2012	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Q1	Quantile 1 (poorest)	[2007, 2009, 2010, 2012]	2007	2012	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			_T	Total (national average) or no breakdown	[2010, 2012, 2013]	2010	2013	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			Q1	Quantile 1 (poorest)	[2010, 2012, 2013]	2010	2013	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			_T	Total (national average) or no breakdown	[2011, 2012, 2013, 2014]	2011	2014	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			Q1	Quantile 1 (poorest)	[2011, 2012, 2013, 2014]	2011	2014	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	5	South America	4	419	Latin America and the Caribbean	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	5	South America	4	419	Latin America and the Caribbean	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			Q1	Quantile 1 (poorest)	[2010]	2010	2010	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			_T	Total (national average) or no breakdown	[2010]	2010	2010	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			_T	Total (national average) or no breakdown	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			Q1	Quantile 1 (poorest)	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			_T	Total (national average) or no breakdown	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			Q1	Quantile 1 (poorest)	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			Q1	Quantile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			_T	Total (national average) or no breakdown	[2009, 2014]	2009	2014	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			Q1	Quantile 1 (poorest)	[2009, 2014]	2009	2014	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			Q1	Quantile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			Q1	Quantile 1 (poorest)	[2013]	2013	2013	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			_T	Total (national average) or no breakdown	[2013]	2013	2013	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			_T	Total (national average) or no breakdown	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			Q1	Quantile 1 (poorest)	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			Q1	Quantile 1 (poorest)	[2008, 2011, 2012]	2008	2012	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			_T	Total (national average) or no breakdown	[2008, 2011, 2012]	2008	2012	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1			_T	Total (national average) or no breakdown	[2007, 2014, 2015, 2016]	2007	2016	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1			Q1	Quantile 1 (poorest)	[2007, 2014, 2015, 2016]	2007	2016	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1			_T	Total (national average) or no breakdown	[2005, 2010, 2013]	2005	2013	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1			Q1	Quantile 1 (poorest)	[2005, 2010, 2013]	2005	2013	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1			_T	Total (national average) or no breakdown	[2011]	2011	2011	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1			Q1	Quantile 1 (poorest)	[2011]	2011	2011	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			Q1	Quantile 1 (poorest)	[2015]	2015	2015	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			_T	Total (national average) or no breakdown	[2015]	2015	2015	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1			_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1			Q1	Quantile 1 (poorest)	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			_T	Total (national average) or no breakdown	[2009]	2009	2009	1
