series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfProduct_code	typeOfProduct_desc	years	min_year	max_year	n_years
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			AGG_OIL	Oil	[2010, 2015]	2010	2015	2
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			AGG_OIL	Oil	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	13	Central America	4	419	Latin America and the Caribbean	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			AGG_CLTH	Clothing	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	135	Caucasus and Central Asia	1			Group								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	142	Asia	2	1	World	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016]	2005	2016	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	143	Central Asia	3	142	Asia	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			AGG_ARMS	Arms	[2010, 2015, 2016, 2017]	2010	2017	4
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								_T	Total or no breakdown	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	145	Western Asia	3	142	Asia	Region								AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5
