goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			M	Male	[2012, 2013, 2014, 2015, 2018]	2012	2018	5	PT	Percentage	G	Global								13.6	11.6	11.5	10.1			7.6	7.6			2012-2015: Includes robbery and theft (theft with and without violence). Excluding attempts. 2016: Includes only robbery with violence. The comparable rate of robbery plus theft in 2016 is 11.3% Source: DANE	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			F	Female	[2012, 2013, 2014, 2015, 2018]	2012	2018	5	PT	Percentage	G	Global								12.8	11.2	10.9	10.9			7.0	7.0			2012-2015: Includes robbery and theft (theft with and without violence). Excluding attempts. 2016: Includes only robbery with violence. The comparable rate of robbery plus theft in 2016 is 11.3% Source: DANE	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	Both sexes	[2008, 2010, 2014]	2008	2014	3	PT	Percentage	G	Global				15.75		13.03				12.94					12.94			Includes theft with and without violence. Excludes attempts. Survey asks about victimization of all members of the household for all crimes.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	Both sexes	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global				0.4		0.9									0.9				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			_T	Both sexes	[2010, 2013]	2010	2013	2	PT	Percentage	G	Global						3.1			3.1						3.1				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			_T	Both sexes	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PT	Percentage	G	Global				0.8	1.1	1.1	0.8	0.9	0.8	0.8					0.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			M	Male	[2008, 2010, 2011, 2012, 2013, 2014]	2008	2014	6	PT	Percentage	G	Global				0.9		0.8	0.9	1.0	0.8	0.8					0.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			F	Female	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PT	Percentage	G	Global				0.8	1.1	1.4	0.7	0.7	0.8	0.8					0.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			F	Female	[2011]	2011	2011	1	PT	Percentage	G	Global							12.6								12.6			It is called theft from the person	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			M	Male	[2011]	2011	2011	1	PT	Percentage	G	Global							15.3								15.3			It is called theft from the person	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			_T	Both sexes	[2011]	2011	2011	1	PT	Percentage	G	Global							13.8								13.8			It is called theft from the person	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			_T	Both sexes	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global													2.2	3.6	3.6			Source: DIGESTYC. Encuesta de VictimizaciĂłn y PercepciĂłn de Inseguridad / Encuesta de Cultura de Paz 2018. Data refers to the past 12 months at the moment of the interview (field work was done between April 25 and June 17, 2018), so data contains information from 2017 and 2018.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			M	Male	[2018]	2018	2018	1	PT	Percentage	G	Global														2.9	2.9			Source: DIGESTYC. Encuesta de VictimizaciĂłn y PercepciĂłn de Inseguridad / Encuesta de Cultura de Paz 2018. Data refers to the past 12 months at the moment of the interview (field work was done between April 25 and June 17, 2018), so data contains information from 2017 and 2018.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global														4.1	4.1			Source: DIGESTYC. Encuesta de VictimizaciĂłn y PercepciĂłn de Inseguridad / Encuesta de Cultura de Paz 2018. Data refers to the past 12 months at the moment of the interview (field work was done between April 25 and June 17, 2018), so data contains information from 2017 and 2018.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			_T	Both sexes	[2004, 2009, 2014, 2015, 2016, 2017, 2018]	2004	2018	7	PT	Percentage	G	Global	1.8				2.1					1.4	1.4	1.3	0.9	0.7	0.7				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12	PT	Percentage	G	Global			0.7	0.61	0.45	0.6	0.6	0.5	0.6	0.72	0.38	0.47	0.4	0.4	0.4			Refers to robbery and robbery attempts for persons over 14 years old. Excluding robbery related to vehicles and residences.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			M	Male	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018]	2007	2018	11	PT	Percentage	G	Global			0.9	0.92	0.62	0.67	0.62	0.66	0.64	0.65	0.28		0.5	0.5	0.5			Refers to robbery and robbery attempts for persons over 14 years old. Excluding robbery related to vehicles and residences.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			F	Female	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	PT	Percentage	G	Global			0.4	0.32	0.28	0.49	0.57	0.42	0.56	0.79	0.46	0.4			0.4			Refers to robbery and robbery attempts for persons over 14 years old. Excluding robbery related to vehicles and residences.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global						0.19									0.19				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global						0.15									0.15				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	[2004, 2008, 2012, 2016]	2004	2016	4	PT	Percentage	G	Global	1.6			2.6				3.9				4.2			4.2			Source: Palestinian Central Bureau of Statistics, Main Reports- Victimization Survey 2004, 2008, 2012, 2016. Ramallah - Palestine	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	Both sexes	[2012, 2017]	2012	2017	2	PT	Percentage	G	Global								0.7					1.0		1.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			M	Male	[2012, 2017]	2012	2017	2	PT	Percentage	G	Global								0.8					1.3		1.3				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			F	Female	[2012, 2017]	2012	2017	2	PT	Percentage	G	Global								0.6					0.8		0.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global												5.2			5.2				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global												7.0			7.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2020.Q2.G.03	['violence', 'crime']	VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global												6.2			6.2				United Nations Office on Drugs and Crime		_X: Data nature not available
