goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	216389.0	239689.0	266998.0	284216.0	320047.0	412307.0	506888.0	595014.0	686481.0	725566.0	834188.0	949917.0	1066700.0	1153310.0	1187016.1	1460794.4	1693151.2	1839561.9	1932459.3	1932459.3				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	9623720.0	10381840.0	10767024.0	11630770.0	13866370.0	17098000.0	21529000.0	25208712.3	24312909.0	19863617.9	25657882.5	29552923.2	30890904.9	31080900.0	33075838.2	36391219.5	38351236.5	41301222.7	45716799.9	45716799.9				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CUR_LCU	Local currency (millions)	G	Global	763690.0	921200.0	1107220.7	1251610.0	1574516.9	4820621.6	5911220.0	9354038.4	8363180.6	9402534.0	11096483.5	13298625.7	15235000.0	16995193.8	18521123.1	20012784.5	21006524.2	23054014.1		23054014.1				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	44611152.0	34306800.0	34475800.0	72380779.8	60746535.8	63285679.5	83584714.3	103985795.2	129297429.0	131883631.0	145867986.0	177622646.0	212666640.0	209977097.2	223894124.7	239594575.9	250851464.7	263977196.8	263417970.2	263417970.2				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016]	2000	2016	16	CUR_LCU	Local currency (millions)	G	Global	17419.4	148551.3	297201.0	445225.4	536322.0	1139225.2	1216224.2	1523756.1	2118576.4	3134561.6	4034950.0		5087193.2	5203352.3	5383739.5	5419429.2	4903654.6			4903654.6				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			A	Normal value	[2015, 2016, 2017, 2018]	2015	2018	4	CUR_LCU	Local currency (millions)	G	Global																172.1	174.4	188.5	221.7	221.7				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	1030010.0	1203370.0	1420200.0	1629200.0	1883661.0	2258129.9	2844107.8	3470814.8	4100172.5	4299807.6	4709973.4	5235029.9	5781460.7	6269270.0	6762751.0	7413104.4	7924337.1	8394110.6	8997043.2	8997043.2				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	63576.0	65484.0	57151.5	57570.5	60536.0	63991.1	67810.5	72377.6	73873.3	70304.9	71101.6	73149.9	70505.6	75070.6	75435.9	77280.3	78695.0	81804.1	86387.0	86387.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	3416.6	3793.1	3907.0	4446.7	4830.2	5498.9	6027.4	7148.1	7464.7	6847.7	7202.9	7233.2	7085.1	6722.1	7072.6	7017.2	7065.7	7674.1	8233.4	8233.4				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	878151.0	957668.0	1016964.0	1177892.0	1213989.0	1262566.0	1354421.0	1501419.0	1533959.0	1498378.0	1533167.0	1600515.0	1619332.0	1662307.0	1706320.0	1853467.0	1882507.0	2007970.0	2182957.0	2182957.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2001	2013	13	CUR_LCU	Local currency (millions)	G	Global		326684.3	336225.9	384596.5	424349.0	422633.3	459869.2	623746.0	609086.5	631956.3	648375.5	676747.2	701455.2	803000.0						803000.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	724150.0	740322.0	750249.0	768751.0	829363.0	891268.0	922162.0	949616.0	965312.0	925448.0	977230.0	1004200.0	1032103.0	1053309.0	1116627.0	1083302.0	1104535.0	1145826.0	1156515.0	1156515.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2000	2014	15	CUR_LCU	Local currency (millions)	G	Global	239.7	228.2	206.9	237.6	298.5	263.2	332.8	369.5	415.9	411.8	390.8	389.0	360.5	383.4	414.9					414.9				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	54722.7	63513.9	70158.2	84220.8	132940.8	164670.6	196489.8	246479.2	260739.8	248412.0	286313.4	318207.9	353722.4	398577.2	443134.6	566355.8	533693.5	578520.4	645217.6	645217.6				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	22099.8	2597.4	2380.8	2400.2	2615.5	2897.4	3396.5	4119.6	4618.8	3943.0	4311.3	5103.0	5151.9	5673.3	5108.2	5244.6	6139.7	6596.4	6816.1	6816.1				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			A	Normal value	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	CUR_LCU	Local currency (millions)	G	Global							2103730.0	2308526.0	3051787.0	2368090.0	2150931.3	2849027.5	3194709.4	2711327.2	2601404.7	2055235.8	1119861.4	1232476.8	1440200.6	1440200.6				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	CUR_LCU	Local currency (millions)	G	Global		10951.7	12407.6	11622.4	16086.6	17072.8	13646.5	16878.5	36789.9	47749.0	60382.1	77455.4	87587.2	110956.4	126438.9	144855.5	175250.7	188378.8	223591.8	223591.8				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	2217.6	2428.8	2806.9	3184.2	3524.4	3900.3	4868.0	5907.4	6030.2	6089.1	5879.4	6314.0	6859.2	7167.0	7575.4	8042.9	8306.7	9010.3	9864.3	9864.3				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CUR_LCU	Local currency (millions)	G	Global	48389.1	82063.9	177130.0	393108.0	544974.0	787060.0	1940820.0	2252180.0	2834560.0	1241000.0	2695150.0	4682610.0	4428540.0	4711390.0	4423859.2	2619396.6	2601718.9	3315031.5		3315031.5				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			A	Normal value	[2004, 2005, 2006, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2004	2018	12	CUR_LCU	Local currency (millions)	G	Global					1176.0	1223.2	1373.1				1464.2	1732.4	1819.3	2012.7	2378.5	2692.8	2697.3	3045.6	3123.0	3123.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	73580.0	74242.0	76535.0	77097.0	79937.0	83416.0	88130.0	94753.0	99115.0	91739.0	94544.0	102055.0	104910.0	108770.0	110167.0	112358.0	115145.0	117551.0	120239.0	120239.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	735394.0	763637.0	777896.0	792822.0	830777.0	870835.0	920917.0	957512.0	984080.0	954325.0	983815.0	1038103.0	1074915.0	1110841.0	1131912.0	1154251.0	1170413.0	1215123.0	1243697.0	1243697.0				IMF		_X: Data nature not available
