goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfProduct_code	typeOfProduct_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			CPC2_1_118	Millet	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-1.1	1.8	1.8			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			CPC2_1_112	Maize	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.4	3.2	3.2			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			CPC2_1_111	Wheat	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.1	1.3	1.3			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			CPC2_1_113	Rice	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.3	0.4	0.4			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			CPC2_1_111	Wheat	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.1	-0.4	-0.4			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			CPC2_1_112	Maize	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.1	0.1	0.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			CPC2_1_118	Millet	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.2	-0.1	-0.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			CPC2_1_114	Sorghum	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.0	0.0	0.0			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			CPC2_1_113	Rice	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.7	0.0	0.0			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			CPC2_1_113	Rice	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.2	0.2	0.2			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			CPC2_1_111	Wheat	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.9	0.0	0.0			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			CPC2_1_112	Maize	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.4	-0.4	-0.4			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			CPC2_1_111	Wheat	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.1	0.1	0.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			CPC2_1_112	Maize	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.5	-0.3	-0.3			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			CPC2_1_113	Rice	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.7	-1.2	-1.2			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			CPC2_1_112	Maize	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.2	-0.7	-0.7			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			CPC2_1_113	Rice	[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.2	-0.3	-0.3			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			CPC2_1_111	Wheat	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.1	0.1	0.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			CPC2_1_113	Rice	[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.3	-0.1	-0.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		G: Global monitoring data
