goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_2020	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	1		Y15T49	15 to 49 years old	F	Female	[2005]	2005	2005	1	PT	Percentage	G	Global						73.2																73.2			The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Cape Verde 2005 Demographic and Reproductive Health Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	1		Y15T49	15 to 49 years old	F	Female	[2011]	2011	2011	1	PT	Percentage	G	Global												22.0										22.0			The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Central African Republic 2010 Multiple Indicator Cluster Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	3	142	Asia	Region								Y15T49	15 to 49 years old	F	Female	[2000, 2005, 2010, 2015, 2020]	2000	2020	5	PT	Percentage	G	Global	73.6					74.8					74.9					75.6					76.2	76.2				United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			Y15T49	15 to 49 years old	F	Female	[2000, 2007, 2016]	2000	2016	3	PT	Percentage	G	Global	56.1							69.4									74.3					74.3			[2000,2016]: The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. // [2007]: The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Excluding the Northern Province.	[2000]: Sri Lanka 2000 Demographic and Health Survey (national) // [2007]: Sri Lanka 2006-2007 Demographic and Health Survey // [2016]: Sri Lanka 2016 Demographic and Health Survey (national)		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	3	142	Asia	Region								Y15T49	15 to 49 years old	F	Female	[2000, 2005, 2010, 2015, 2020]	2000	2020	5	PT	Percentage	G	Global	45.9					49.8					52.2					53.8					55.7	55.7				United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	0		Y15T49	15 to 49 years old	F	Female	[2004, 2015]	2004	2015	2	PT	Percentage	G	Global					8.4											20.2						20.2				[2004]: Chad 2004 Demographic and Health Survey // [2015]: Chad 2014-2015 Demographic and Health Survey and MICS		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	1		Y15T49	15 to 49 years old	F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global											13.2											13.2			The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Chad 2010 Multiple Indicator Cluster Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	3	2	Africa	Region								Y15T49	15 to 49 years old	F	Female	[2000, 2005, 2010, 2015, 2020]	2000	2020	5	PT	Percentage	G	Global	66.0					68.6					69.8					70.2					71.3	71.3				United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	2	1	World	Region								Y15T49	15 to 49 years old	F	Female	[2000, 2005, 2010, 2015, 2020]	2000	2020	5	PT	Percentage	G	Global	70.1					73.0					75.9					78.0					79.5	79.5				United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	1		Y15T49	15 to 49 years old	F	Female	[2001]	2001	2001	1	PT	Percentage	G	Global		96.6																				96.6			The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	China 2001 National Family Planning and Reproductive Health Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	0		Y15T49	15 to 49 years old	F	Female	[2000]	2000	2000	1	PT	Percentage	G	Global	73.3																					73.3				Colombia 2000 Demographic and Health Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			Y15T49	15 to 49 years old	F	Female	[2005, 2010, 2016]	2005	2016	3	PT	Percentage	G	Global						78.0					83.9						86.6					86.6				[2005]: Colombia 2005 Demographic and Health Survey // [2010]: Colombia 2010 Demographic and Health Survey // [2016]: Colombia 2015 Demographic and Health Survey (DHS)		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			Y15T49	15 to 49 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													28.8									28.8				Comoros 2012 Demographic and Health Survey and Multiple Indicator Cluster Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			Y15T49	15 to 49 years old	F	Female	[2005, 2012, 2015]	2005	2015	3	PT	Percentage	G	Global						22.9							38.0			43.2						43.2				[2005]: Congo 2005 Demographic and Health Survey // [2012]: Congo 2011-2012 Demographic and Health Survey // [2015]: Congo 2014-2015 Multiple Indicator Cluster Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			Y15T49	15 to 49 years old	F	Female	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								16.1			12.9				18.9							18.9			[2010]: The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	[2007]: Democratic Republic of the Congo 2007 Demographic and Health Survey // [2010]: Democratic Republic of the Congo 2010 Multiple Indicator Cluster Survey // [2014]: Democratic Republic of the Congo 2013-2014 Demographic and Health Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			Y15T49	15 to 49 years old	F	Female	[2011, 2018]	2011	2018	2	PT	Percentage	G	Global												89.1							82.7			82.7			The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	[2011]: Costa Rica 2011 Multiple Indicator Cluster Survey // [2018]: Costa Rica 2018 Multiple Indicator Cluster Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			Y15T49	15 to 49 years old	F	Female	[2011, 2014]	2011	2014	2	PT	Percentage	G	Global												87.8			88.8							88.8			[2011]: The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	[2011]: Cuba 2010-2011 Multiple Indicator Cluster Survey // [2014]: Cuba 2014 Multiple Indicator Cluster Survey		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	199	Least Developed Countries (LDC)	1			Group								Y15T49	15 to 49 years old	F	Female	[2000, 2005, 2010, 2015, 2020]	2000	2020	5	PT	Percentage	G	Global	38.6					44.1					49.8					55.2					58.7	58.7				United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.7	By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes	C030701	3.7.1	Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods	2020.Q2.G.03	['health', 'reproductive health', 'family planning', 'womens health', 'advancement of women', 'gender equality', 'women']	SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	202	Sub-Saharan Africa	3	2	Africa	Region								Y15T49	15 to 49 years old	F	Female	[2000, 2005, 2010, 2015, 2020]	2000	2020	5	PT	Percentage	G	Global	35.8					40.4					45.7					51.6					55.5	55.5				United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020.		E: Estimated data
