goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			_T	Both sexes	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global											0.0	0.0	0.0		0.0			Source: CBS crime victimization surveys. Refers to the police reporting rate for sexual violence. Data for 2014 and 2018 cannot be displayed due to high sampling errors.\t\t\t\t\t\t\t\t\t\t\t	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			_T	Both sexes	[2006]	2006	2006	1	PT	Percentage	G	Global		66.0													66.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			_T	Both sexes	[2012, 2014, 2016]	2012	2016	3	PT	Percentage	G	Global								8.4		5.4		13.7			13.7				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global												13.7			13.7				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global											31.8				31.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global									29.0						29.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			_T	Both sexes	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global											6.6	5.5	4.0	4.6	4.6			National Survey on Victimization and Perception of Public Security, referring to the Crime Injuries (Lesiones) category, which corresponds to the Percentage of crimes of physical aggression reported to the public prosecutor office. Sexual crimes include agressions for sexual harassment, touching, exhibitionism or attempt\xa0 of rape, and rape.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			_T	Both sexes	[2009]	2009	2009	1	PT	Percentage	G	Global					8.0										8.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			_T	Both sexes	[2006, 2007, 2008, 2009, 2010, 2011]	2006	2011	6	PT	Percentage	G	Global		12.6	11.3	4.4	11.2	7.3	9.1								9.1				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			_T	Both sexes	[2009]	2009	2009	1	PT	Percentage	G	Global					6.8										6.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			_T	Both sexes	[2006, 2009]	2006	2009	2	PT	Percentage	G	Global		3.27			7.23										7.23				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1			_T	Both sexes	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global				7.0		0.0									0.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			_T	Both sexes	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global									72.4	63.0					63.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			_T	Both sexes	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12	PT	Percentage	G	Global		11.0	17.0	14.0	19.0	12.0	23.0	19.0	10.0	12.0	8.0	9.0	11.0		11.0			The reporting period is the calendar year prior to the interview.	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global											3.4				3.4				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			_T	Both sexes	[2012, 2016]	2012	2016	2	PT	Percentage	G	Global								67.3				0.0			0.0			Refers to the police reporting rate for sexual violence	United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1			_T	Both sexes	[2007, 2015]	2007	2015	2	PT	Percentage	G	Global			44.7								18.0				18.0				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country								_T	Both sexes	[2009, 2011, 2013, 2016]	2009	2016	4	PT	Percentage	G	Global					11.0		13.0		17.0			16.92996			16.92996				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country								M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global												16.8			16.8				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country								F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global												21.2			21.2				United Nations Office on Drugs and Crime		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.3	Promote the rule of law at the national and international levels and ensure equal access to justice for all	C160301	16.3.1	Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms	2020.Q2.G.03	['violence', 'sex crimes']	VC_PRR_SEXV	Police reporting rate for sexual assault, by sex (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	PT	Percentage	G	Global			41.6	41.4	55.4	49.0	27.0	28.0	34.8	33.6	32.5	22.9	40.0		40.0				United Nations Office on Drugs and Crime		_X: Data nature not available
