series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	13	Central America	4	419	Latin America and the Caribbean	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	13	Central America	4	419	Latin America and the Caribbean	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	Q1	Quintile 1 (poorest)	[2007]	2007	2007	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	135	Caucasus and Central Asia	1			Group						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	135	Caucasus and Central Asia	1			Group						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	142	Asia	2	1	World	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	142	Asia	2	1	World	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	143	Central Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	143	Central Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Q1	Quintile 1 (poorest)	[2006, 2009, 2012]	2006	2012	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Total (national average) or no breakdown	[2006, 2009, 2012]	2006	2012	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	145	Western Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	145	Western Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	_T	Total (national average) or no breakdown	[2011]	2011	2011	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Q1	Quintile 1 (poorest)	[2011]	2011	2011	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	15	Northern Africa	3	2	Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	15	Northern Africa	3	2	Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	151	Eastern Europe	3	150	Europe	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	151	Eastern Europe	3	150	Europe	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Q1	Quintile 1 (poorest)	[2006, 2009, 2011, 2013, 2015]	2006	2015	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Total (national average) or no breakdown	[2006, 2009, 2011, 2013, 2015]	2006	2015	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	154	Northern Europe	3	150	Europe	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	154	Northern Europe	3	150	Europe	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Q1	Quintile 1 (poorest)	[2013]	2013	2013	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	_T	Total (national average) or no breakdown	[2013]	2013	2013	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Q1	Quintile 1 (poorest)	[2010, 2011, 2012, 2014]	2010	2014	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	Total (national average) or no breakdown	[2010, 2011, 2012, 2014]	2010	2014	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	_T	Total (national average) or no breakdown	[2012]	2012	2012	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Q1	Quintile 1 (poorest)	[2012]	2012	2012	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Q1	Quintile 1 (poorest)	[2008, 2010]	2008	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	Total (national average) or no breakdown	[2008, 2010]	2008	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	199	Least Developed Countries (LDC)	1			Group						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	199	Least Developed Countries (LDC)	1			Group						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	202	Sub-Saharan Africa	3	2	Africa	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	202	Sub-Saharan Africa	3	2	Africa	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	_T	Total (national average) or no breakdown	[2002]	2002	2002	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	Q1	Quintile 1 (poorest)	[2002]	2002	2002	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Q1	Quintile 1 (poorest)	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2007	2014	8
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	_T	Total (national average) or no breakdown	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2007	2014	8
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Q1	Quintile 1 (poorest)	[2008, 2010, 2011, 2012, 2016]	2008	2016	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	Total (national average) or no breakdown	[2008, 2010, 2011, 2012, 2016]	2008	2016	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	_T	Total (national average) or no breakdown	[2007, 2008, 2009, 2010, 2011, 2012, 2014]	2007	2014	7
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Q1	Quintile 1 (poorest)	[2007, 2008, 2009, 2010, 2011, 2012, 2014]	2007	2014	7
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Q1	Quintile 1 (poorest)	[2004, 2010]	2004	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	_T	Total (national average) or no breakdown	[2004, 2010]	2004	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	Q1	Quintile 1 (poorest)	[2008]	2008	2008	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	_T	Total (national average) or no breakdown	[2008]	2008	2008	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	Q1	Quintile 1 (poorest)	[2002, 2012]	2002	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	_T	Total (national average) or no breakdown	[2002, 2012]	2002	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Q1	Quintile 1 (poorest)	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	_T	Total (national average) or no breakdown	[2005]	2005	2005	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	Total (national average) or no breakdown	[2011]	2011	2011	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Q1	Quintile 1 (poorest)	[2011]	2011	2011	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	_T	Total (national average) or no breakdown	[1998, 2010]	1998	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Q1	Quintile 1 (poorest)	[1998, 2010]	1998	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	Q1	Quintile 1 (poorest)	[2007, 2009]	2007	2009	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	_T	Total (national average) or no breakdown	[2007, 2009]	2007	2009	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Q1	Quintile 1 (poorest)	[2005, 2012]	2005	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	_T	Total (national average) or no breakdown	[2005, 2012]	2005	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	Q1	Quintile 1 (poorest)	[2006]	2006	2006	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	_T	Total (national average) or no breakdown	[2006]	2006	2006	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	30	Eastern Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	30	Eastern Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Q1	Quintile 1 (poorest)	[2015]	2015	2015	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	Total (national average) or no breakdown	[2015]	2015	2015	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Q1	Quintile 1 (poorest)	[2006, 2010, 2011, 2012, 2013]	2006	2013	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Total (national average) or no breakdown	[2006, 2010, 2011, 2012, 2013]	2006	2013	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Q1	Quintile 1 (poorest)	[2006, 2011, 2014]	2006	2014	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Total (national average) or no breakdown	[2006, 2011, 2014]	2006	2014	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	Total (national average) or no breakdown	[2012]	2012	2012	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Q1	Quintile 1 (poorest)	[2012]	2012	2012	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Q1	Quintile 1 (poorest)	[2001, 2012]	2001	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	_T	Total (national average) or no breakdown	[2001, 2012]	2001	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	34	Southern Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	34	Southern Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2013]	2008	2013	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2013]	2008	2013	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Q1	Quintile 1 (poorest)	[2007]	2007	2007	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	35	South-Eastern Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	35	South-Eastern Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	_T	Total (national average) or no breakdown	[2004, 2009, 2011]	2004	2011	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Q1	Quintile 1 (poorest)	[2004, 2009, 2011]	2004	2011	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	Total (national average) or no breakdown	[2009, 2011, 2012, 2014, 2015]	2009	2015	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	Q1	Quintile 1 (poorest)	[2009, 2011, 2012, 2014, 2015]	2009	2015	5
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	_T	Total (national average) or no breakdown	[2006, 2012]	2006	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Q1	Quintile 1 (poorest)	[2006, 2012]	2006	2012	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	Q1	Quintile 1 (poorest)	[2002, 2008, 2015]	2002	2015	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	_T	Total (national average) or no breakdown	[2002, 2008, 2015]	2002	2015	3
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	Q1	Quintile 1 (poorest)	[2002, 2010]	2002	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	_T	Total (national average) or no breakdown	[2002, 2010]	2002	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	39	Southern Europe	3	150	Europe	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	39	Southern Europe	3	150	Europe	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	Total (national average) or no breakdown	[2007, 2010, 2014, 2015]	2007	2015	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	Q1	Quintile 1 (poorest)	[2007, 2010, 2014, 2015]	2007	2015	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	Q1	Quintile 1 (poorest)	[2007, 2011]	2007	2011	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	_T	Total (national average) or no breakdown	[2007, 2011]	2007	2011	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	_T	Total (national average) or no breakdown	[2006, 2010]	2006	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	Q1	Quintile 1 (poorest)	[2006, 2010]	2006	2010	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	Q1	Quintile 1 (poorest)	[2005, 2015]	2005	2015	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	_T	Total (national average) or no breakdown	[2005, 2015]	2005	2015	2
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	Total (national average) or no breakdown	[2006, 2011, 2012, 2013]	2006	2013	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	Q1	Quintile 1 (poorest)	[2006, 2011, 2012, 2013]	2006	2013	4
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	419	Latin America and the Caribbean	3	19	Americas	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	419	Latin America and the Caribbean	3	19	Americas	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	Q1	Quintile 1 (poorest)	[2004]	2004	2004	1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	_T	Total (national average) or no breakdown	[2004]	2004	2004	1
