series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	typeOfSkill_code	typeOfSkill_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2003	value_2006	value_2007	value_2009	value_2011	value_2012	value_2015	value_2016	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_LGP_ACHI	Language test parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2011, 2015]	2003	2015	3	RO	Ratio	G	Global			0.403929486636497				0.120993852323983		0.442619283753235			0.442619283753235				[2003]: TIMSS 2003 // [2011]: TIMSS 2011 // [2015]: TIMSS 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.76505233839335								0.76505233839335				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.65660524249668								0.65660524249668				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2006]	2006	2006	1	RO	Ratio	G	Global				0.73179447896941								0.73179447896941				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2006]	2006	2006	1	RO	Ratio	G	Global				0.505516762599907								0.505516762599907				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.575995640838523								0.575995640838523				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012, 2015, 2018]	2006	2018	5	RO	Ratio	G	Global				0.27622916156151		0.827788888869315		0.530989540109422	0.531984014592654		0.805642038935765	0.805642038935765				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.665155384953496								0.665155384953496				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2009, 2012, 2015, 2018]	2009	2018	4	RO	Ratio	G	Global						0.755240927977261		0.765540049887056	0.712240694962501		0.750588099723758	0.750588099723758				[2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.580242891296574								0.580242891296574				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.721896891270047								0.721896891270047				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2006]	2006	2006	1	RO	Ratio	G	Global				0.682687788842502								0.682687788842502				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2009, 2015, 2018]	2009	2018	3	RO	Ratio	G	Global						0.758597240489348			0.995715140190988		0.890136752737893	0.890136752737893				[2009]: PISA 2009 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2009, 2012, 2015, 2018]	2009	2018	4	RO	Ratio	G	Global						0.646485597759693		0.83752159790355	0.890516250681361		0.787154383381531	0.787154383381531				[2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012, 2015, 2018]	2006	2018	5	RO	Ratio	G	Global				0.740868796688702		0.905689920994644		0.905311905588386	0.81981694758742		0.851149041841262	0.851149041841262				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012, 2015, 2018]	2006	2018	5	RO	Ratio	G	Global				0.685874523537972		0.822548061507104		0.922969799539587	0.704379255331039		0.840797733796035	0.840797733796035				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2011]	2011	2011	1	RO	Ratio	G	Global							0.97877218830501					0.97877218830501				PIRLS 2011		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2015]	2015	2015	1	RO	Ratio	G	Global									0.961244886681869			0.961244886681869				TIMSS 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				1.29122915979271								1.29122915979271				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.595834863824574								0.595834863824574				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2001]	2001	2001	1	RO	Ratio	G	Global		0.906885128438306										0.906885128438306				PIRLS 2001		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2015]	2003	2015	2	RO	Ratio	G	Global			0.830616492312025						0.792912390434075			0.792912390434075				[2003]: TIMSS 2003 // [2015]: TIMSS 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2018]	2018	2018	1	RO	Ratio	G	Global											1.08175260041746	1.08175260041746				PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2018]	2018	2018	1	RO	Ratio	G	Global											1.08902699086126	1.08902699086126				PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2000, 2003, 2006, 2009, 2012, 2015, 2018]	2000	2018	7	RO	Ratio	G	Global	0.732232848720211		0.989038943834257	0.643402442751421		0.911755851371134		0.882045570581631	0.76610098501733		0.734217754567577	0.734217754567577				[2000]: PISA 2000 // [2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2000, 2003, 2006, 2009, 2012, 2015, 2018]	2000	2018	7	RO	Ratio	G	Global	0.693793998512121		1.01953037516219	0.747140086078642		0.928425923246744		0.875337645503157	0.807528819830372		0.75910514958455	0.75910514958455				[2000]: PISA 2000 // [2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2001, 2011, 2016]	2001	2016	3	RO	Ratio	G	Global		0.832229027748435					0.956034713296824			1.00790259326144		1.00790259326144				[2001]: PIRLS 2001 // [2011]: PIRLS 2011 // [2016]: PIRLS 2016		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2011, 2015]	2011	2015	2	RO	Ratio	G	Global							1.05312033201384		1.0056243172484			1.0056243172484				[2011]: TIMSS 2011 // [2015]: TIMSS 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2000, 2003, 2006, 2009, 2012, 2015, 2018]	2000	2018	7	RO	Ratio	G	Global	0.663597891241826		0.895087915628305	0.687211894126829		0.720514972684587		0.792374290295236	0.732995057205512		0.726358131418844	0.726358131418844				[2000]: PISA 2000 // [2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2000, 2003, 2006, 2009, 2012, 2015, 2018]	2000	2018	7	RO	Ratio	G	Global	0.696352029878192		0.85314234022438	0.663628792941049		0.698572823960089		0.753193752306218	0.728493477831312		0.79837794384267	0.79837794384267				[2000]: PISA 2000 // [2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2011, 2016]	2006	2016	3	RO	Ratio	G	Global				0.921630815323872			0.990165190829185			0.978725023300559		0.978725023300559				[2006]: PIRLS 2006 // [2011]: PIRLS 2011 // [2016]: PIRLS 2016		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2007, 2015]	2007	2015	2	RO	Ratio	G	Global					0.798241352253148				0.834698275682359			0.834698275682359				[2007]: TIMSS 2007 // [2015]: TIMSS 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.54957148739102								0.54957148739102				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.677102654870213								0.677102654870213				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2006]	2006	2006	1	RO	Ratio	G	Global				0.493514499179204								0.493514499179204				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2015, 2018]	2015	2018	2	RO	Ratio	G	Global									0.71259542754526		0.861167565041423	0.861167565041423				[2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2015, 2018]	2015	2018	2	RO	Ratio	G	Global									0.769716318904543		1.05734330445669	1.05734330445669				[2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2006]	2006	2006	1	RO	Ratio	G	Global				0.419232915137547								0.419232915137547				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.437642572431994								0.437642572431994				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.585027992078845								0.585027992078845				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2015]	2015	2015	1	RO	Ratio	G	Global									0.761178445863714			0.761178445863714				PISA D 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2015]	2015	2015	1	RO	Ratio	G	Global									0.766312096148503			0.766312096148503				PISA D 2015		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.642883921596338								0.642883921596338				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006]	2006	2006	1	RO	Ratio	G	Global				0.409294463208161								0.409294463208161				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2006]	2006	2006	1	RO	Ratio	G	Global				1.87724562871341								1.87724562871341				LLECE 2006		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2015, 2018]	2015	2018	2	RO	Ratio	G	Global									0.822749932477594		0.846030806478737	0.846030806478737				[2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2015, 2018]	2015	2018	2	RO	Ratio	G	Global									0.899903538705837		0.882884502899674	0.882884502899674				[2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2000, 2003, 2006, 2009, 2012, 2015, 2018]	2000	2018	7	RO	Ratio	G	Global	0.895184252356952		0.823045945648257	0.90352824123151		0.80406484744207		0.755473155631993	0.752947013693199		0.729834294429198	0.729834294429198				[2000]: PISA 2000 // [2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2000, 2003, 2006, 2009, 2012, 2015, 2018]	2000	2018	7	RO	Ratio	G	Global	0.928499771957803		0.837872726872658	0.820301079565462		0.884408588631581		0.728503781140496	0.767005818430432		0.793875072527382	0.793875072527382				[2000]: PISA 2000 // [2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015 // [2018]: PISA 2018		C: Country data
SE_LGP_ACHI	Language test parity index for achievement (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2011, 2016]	2011	2016	2	RO	Ratio	G	Global							0.936388411462597			0.973998079737196		0.973998079737196				[2011]: PIRLS 2011 // [2016]: PIRLS 2016		C: Country data
