series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2015	value_2016	value_2017	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													40.1	40.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													66.5	66.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													74.1	74.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													15.1	15.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													45.0	45.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													23.3	23.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	_T	Both sexes	[2003, 2019]	2003	2019	2	PT	Percentage	G	Global	12.1												23.4	23.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													100.0	100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													16.6	16.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													32.8	32.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													46.9	46.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Both sexes	[2015, 2019]	2015	2019	2	PT	Percentage	G	Global										48.9			49.8	49.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global												20.0		20.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global												19.4		19.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Both sexes	[2017, 2019]	2017	2019	2	PT	Percentage	G	Global												19.8	19.5	19.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													14.5	14.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													56.6	56.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	_T	Both sexes	[2015, 2019]	2015	2019	2	PT	Percentage	G	Global										2.1			15.7	15.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	Both sexes	[2015, 2019]	2015	2019	2	PT	Percentage	G	Global										18.3			15.3	15.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													85.6	85.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													78.3	78.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													95.1	95.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global											3.7			3.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													72.0	72.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										15.4				15.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global												48.0		48.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													71.8	71.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													74.1	74.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													72.2	72.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													14.7	14.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	_T	Both sexes	[2007]	2007	2007	1	PT	Percentage	G	Global				83.6										83.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										43.1				43.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													77.4	77.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	_T	Both sexes	[2010, 2019]	2010	2019	2	PT	Percentage	G	Global							39.3						19.3	19.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	M	Male	[2019]	2019	2019	1	PT	Percentage	G	Global													27.3	27.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global													11.0	11.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													9.3	9.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													85.2	85.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													95.1	95.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													44.0	44.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													6.7	6.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													47.8	47.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													69.2	69.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													7.0	7.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													82.6	82.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													64.7	64.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													77.1	77.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													9.3	9.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													6.9	6.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										44.0				44.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										0.1				0.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
