series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfSkill_code	typeOfSkill_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2012	value_2014	value_2015	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.9087				0.9087				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.8655				0.8655				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.67272				0.67272				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.68468				0.68468				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.68977				0.68977				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.62016				0.62016				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.71627				0.71627				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.70824				0.70824				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.97385		0.97385				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	SKILL_LTRCY	Literacy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.93667		0.93667				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	SKILL_LTRCY	Literacy	[2017]	2017	2017	1	RO	Ratio	G	Global				1.06824	1.06824				PIAAC 2017		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	SKILL_NMRCY	Numeracy	[2017]	2017	2017	1	RO	Ratio	G	Global				1.04951	1.04951				PIAAC 2017		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.90779				0.90779				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.91051				0.91051				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.97201				0.97201				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	1.03357				1.03357				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	SKILL_LTRCY	Literacy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.86465		0.86465				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.90924		0.90924				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.77817				0.77817				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.84878				0.84878				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	SKILL_LTRCY	Literacy	[2017]	2017	2017	1	RO	Ratio	G	Global				0.95375	0.95375				PIAAC 2017		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	SKILL_NMRCY	Numeracy	[2017]	2017	2017	1	RO	Ratio	G	Global				1.05934	1.05934				PIAAC 2017		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.76559				0.76559				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.7676				0.7676				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	SKILL_LTRCY	Literacy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.90811		0.90811				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.93376		0.93376				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.69596				0.69596				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.68325				0.68325				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.67671				0.67671				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.71197				0.71197				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.91855				0.91855				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.89972				0.89972				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	RO	Ratio	G	Global			1.02152		1.02152				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1	SKILL_LTRCY	Literacy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.97842		0.97842				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.97845				0.97845				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.93639				0.93639				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	SKILL_LTRCY	Literacy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.7442		0.7442				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	SKILL_NMRCY	Numeracy	[2015]	2015	2015	1	RO	Ratio	G	Global			0.67954		0.67954				PIAAC 2015		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.77081				0.77081				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.77117				0.77117				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	SKILL_LTRCY	Literacy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.62251				0.62251				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	SKILL_NMRCY	Numeracy	[2012]	2012	2012	1	RO	Ratio	G	Global	0.63196				0.63196				PIAAC 2012		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1	SKILL_LTRCY	Literacy	[2014, 2017]	2014	2017	2	RO	Ratio	G	Global		0.68851		0.80168	0.80168				[2014]: PIAAC 2012/2014 // [2017]: PIAAC 2017		C: Country data
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1	SKILL_NMRCY	Numeracy	[2014, 2017]	2014	2017	2	RO	Ratio	G	Global		0.72176		0.83501	0.83501				[2014]: PIAAC 2012/2014 // [2017]: PIAAC 2017		C: Country data
