series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	94.79897	11.69479	16.19273	94.79897	17.83946	22.3374	94.79897	17.83946	22.3374	94.79897	17.83946	22.3374	94.79897	17.83946	22.3374	94.79897	17.83946	22.3374	94.79897	17.83946	22.3374	94.79897	20.20201	24.69995	94.79897	20.20201	24.69995	94.79897	23.55517	28.05311	94.79897	23.55517	28.05311	94.79897	23.55517	28.05311	94.79925	36.77122	41.26916	94.79925	41.27076	41.27076	94.79925	41.27076	41.27076	94.79925	41.27076	41.27076	94.79925	41.27076	41.27076	94.79925	41.27076	41.27076	94.79925	41.27076	41.27076	94.79925	41.27076	41.27076	94.79925						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.22744	9.9595	10.22744	10.6304	10.37306	10.6304	11.16678	10.92116	11.16678	11.16678	10.92116	11.16678	11.16678	10.92116	11.16678	11.16678	10.92116	11.16678	11.29683	11.05121	11.29683	11.29683	11.05121	11.29683	11.29683	11.05121	11.29683	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767	11.29767						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	34.80943	23.30787	23.30787	34.80943	23.40999	23.40999	34.80943	23.42674	23.42674	34.80943	23.42674	23.42674	34.80943	23.42674	23.42674	34.80943	27.21477	27.21477	34.80943	27.21477	27.21477	34.87567	27.21477	27.21477	35.44273	27.21477	27.21477	39.62634	27.21477	27.21477	40.22353	27.34473	27.34473	40.22353	27.34473	27.34473	40.41229	30.81323	30.81323	43.89628	30.85226	30.85226	43.89628	32.83415	32.83415	43.89628	32.88269	32.88269	43.89628	32.93997	32.93997	43.89628	33.21675	33.21675	43.89628	36.32576	36.32576	43.89628	36.3279	36.3279	43.89628						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	145	Western Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	5.82729	5.61018	5.84708	5.82729	5.61018	5.84708	5.82729	5.61018	5.84708	6.71578	6.50114	6.72751	6.71578	6.50114	6.72751	6.76136	6.54363	6.77033	6.77871	6.57548	6.784	7.18477	7.16682	7.18522	7.81868	7.80073	7.81913	8.52665	8.52665	8.52665	8.55006	8.55006	8.55006	9.26994	9.26994	9.26994	9.26995	9.26995	9.26995	9.64723	9.64723	9.64723	10.32286	10.32286	10.32286	10.32286	10.32286	10.32286	10.386	10.386	10.386	10.386	10.386	10.386	10.386	10.386	10.386	10.386	10.386	10.386	10.386						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	61.37903	14.17005	16.08753	61.37903	14.80871	16.55172	61.37903	15.31048	16.95035	61.37903	16.12204	17.68789	61.37903	16.15052	17.69827	61.37903	18.67791	20.25697	61.37903	18.85908	20.40515	61.37903	18.91409	20.40723	61.37903	19.06224	20.55538	61.37903	19.22164	20.56486	61.37903	19.22164	20.56486	61.37903	19.37113	20.65941	61.37903	20.26883	20.86469	61.37903	20.26883	20.86469	61.37903	20.35721	20.90009	61.37903	20.51601	20.90347	61.37903	21.11049	21.11049	61.37903	21.11049	21.11049	61.37903	21.11049	21.11049	61.37903	21.11049	21.11049	61.37903						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	15	Northern Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	12.80985	12.80985	12.80985	12.80985	12.80985	12.80985	12.80985	12.80985	12.80985	15.21721	15.21721	15.21721	17.5767	17.5767	17.5767	19.3245	19.3245	19.3245	19.3245	19.3245	19.3245	21.19382	21.19382	21.19382	22.37762	22.37762	22.37762	22.37762	22.37762	22.37762	22.37812	22.37812	22.37812	22.37812	22.37812	22.37812	43.33184	43.33184	43.33184	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775	44.52775						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	40.68298	40.44312	40.91085	42.52977	42.25725	42.74065	43.71378	43.46911	43.891	44.4746	44.23522	44.68071	50.26449	50.04241	50.46844	51.31953	51.11588	51.5015	51.97462	51.77347	52.11724	54.95472	54.77833	55.09646	55.7318	55.55541	55.87354	56.0227	55.84278	56.15904	56.28247	56.11007	56.43149	56.60721	56.43013	56.75896	56.74332	56.5727	56.88237	57.27594	57.07844	57.38081	57.48862	57.31214	57.59189	57.60042	57.46647	57.69749	57.62391	57.49941	57.71691	57.7856	57.64617	57.85554	58.15894	58.15894	58.15894	58.15894	58.15894	58.15894	58.15894						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	28.82721	99.78782	99.78782	28.82721	99.78782	99.78782	28.82721	99.78782	99.78782	28.82721	99.78782	99.78782	28.82721	99.78782	99.78782	29.05193	99.78782	99.78782	29.05193	99.78782	99.78782	29.05193	99.78782	99.78782	29.05193	99.78782	99.78782	29.06997	99.78782	99.78782	29.07928	99.78782	99.78782	29.07928	99.78782	99.78782	29.07928	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997	99.78782	99.78782	35.31997						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.4638	94.79897	94.79897	2.4638	94.79897	94.79897	3.8459	94.79897	94.79897	3.8459	94.79897	94.79897	4.62685	94.79897	94.79897	4.62685	94.79897	94.79897	6.71647	94.79897	94.79897	6.71647	94.79897	94.79897	6.71647	94.79897	94.79897	6.71647	94.79897	94.79897	6.71647	94.79897	94.79897	7.77946	94.79897	94.79897	7.77946	94.79925	94.79925	8.23395	94.79925	94.79925	8.23395	94.79925	94.79925	8.67643	94.79925	94.79925	8.67643	94.79925	94.79925	8.67644	94.79925	94.79925	9.4473	94.79925	94.79925	9.4473	94.79925	94.79925	9.4473						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	24.56927	28.82721	28.82721	24.56927	28.82721	28.82721	24.56929	28.82721	28.82721	24.56929	28.82721	28.82721	24.56931	28.82721	28.82721	24.64328	29.05193	29.05193	26.04231	29.05193	29.05193	26.09259	29.05193	29.05193	26.23532	29.05193	29.05193	29.91098	29.06997	29.06997	29.91098	29.07928	29.07928	37.28427	29.07928	29.07928	38.15556	29.07928	29.07928	40.03232	35.31997	35.31997	40.05569	35.31997	35.31997	43.7594	35.31997	35.31997	43.7594	35.31997	35.31997	47.43573	35.31997	35.31997	47.43573	35.31997	35.31997	47.43573	35.31997	35.31997	47.43573						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
