series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE12	12 years old and over	R	Rural	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													22.91667							22.91667			Travel related to unpaid domestic and care work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE12	12 years old and over	R	Rural	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global													3.33333							3.33333			Travel related to unpaid domestic and care work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE12	12 years old and over	U	Urban	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													20.83333							20.83333			Travel related to unpaid domestic and care work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE12	12 years old and over	U	Urban	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global													3.75							3.75			Travel related to unpaid domestic and care work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE10	10 years old and over	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.73292					4.73292				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y55T64	55 to 64 years old	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															3.64958					3.64958				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE65	65 years old and over	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															10.89583					10.89583				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE65	65 years old and over	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.50583					4.50583				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE10	10 years old and over	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															15.17167					15.17167				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE10	10 years old and over	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.79042					4.79042				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															13.64167					13.64167				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.60958					4.60958				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE15	15 years old and over	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															16.65792					16.65792				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE15	15 years old and over	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.77458					4.77458				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y25T44	25 to 44 years old	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															19.82958					19.82958				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y25T44	25 to 44 years old	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.94208					4.94208				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y45T54	45 to 54 years old	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															15.18208					15.18208				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y45T54	45 to 54 years old	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															5.52					5.52				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y55T64	55 to 64 years old	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															13.42542					13.42542				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y55T64	55 to 64 years old	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															3.82375					3.82375				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE65	65 years old and over	U	Urban	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															12.81667					12.81667				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE65	65 years old and over	U	Urban	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															3.5075					3.5075				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y45T54	45 to 54 years old	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.82875					4.82875				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y25T44	25 to 44 years old	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.33625					4.33625				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															14.37292					14.37292				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.5525					4.5525				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE15	15 years old and over	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															15.82083					15.82083				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE15	15 years old and over	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.56792					4.56792				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y25T44	25 to 44 years old	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															18.41833					18.41833				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y25T44	25 to 44 years old	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.64458					4.64458				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y45T54	45 to 54 years old	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															14.04667					14.04667				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y45T54	45 to 54 years old	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															5.10333					5.10333				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y55T64	55 to 64 years old	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															13.5275					13.5275				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y55T64	55 to 64 years old	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															3.7075					3.7075				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE65	65 years old and over	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															11.26875					11.26875				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE65	65 years old and over	_T	All areas	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.29708					4.29708				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE10	10 years old and over	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															14.12375					14.12375				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE10	10 years old and over	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.68958					4.68958				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															14.97083					14.97083				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T24	15 to 24 years old	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.50375					4.50375				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE15	15 years old and over	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															15.22875					15.22875				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE15	15 years old and over	R	Rural	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global															4.39917					4.39917				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y25T44	25 to 44 years old	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															17.26333					17.26333				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y45T54	45 to 54 years old	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															13.43417					13.43417				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y_GE10	10 years old and over	_T	All areas	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															14.55083					14.55083				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y55T64	55 to 64 years old	R	Rural	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															13.57958					13.57958				INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	_T	All areas	F	Female	[2005, 2010, 2016]	2005	2016	3	PT	Percentage	G	Global						16.25					16.25						14.58333			14.58333			[2016]: Travel related to unpaid domestic and care work is not included.	[2005]: Statistics Canada based on General Social Survey 2005 - Cycle 19- Time Use Survey // [2010]: Statistics Canada based on General Social Survey 2010 - Cycle 24- Time Use // [2016]: Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	_T	All areas	M	Male	[2005, 2010, 2016]	2005	2016	3	PT	Percentage	G	Global						10.0					10.41667						9.58333			9.58333			[2016]: Travel related to unpaid domestic and care work is not included.	[2005]: Statistics Canada based on General Social Survey 2005 - Cycle 19- Time Use Survey // [2010]: Statistics Canada based on General Social Survey 2010 - Cycle 24- Time Use // [2016]: Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	U	Urban	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	14.16667			14.16667			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE15	15 years old and over	U	Urban	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	9.58333			9.58333			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y25T44	25 to 44 years old	U	Urban	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	15.83333			15.83333			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y25T44	25 to 44 years old	U	Urban	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	9.16667			9.16667			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y45T54	45 to 54 years old	U	Urban	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	14.16667			14.16667			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y45T54	45 to 54 years old	U	Urban	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	10.83333			10.83333			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y55T64	55 to 64 years old	U	Urban	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	15.0			15.0			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y55T64	55 to 64 years old	U	Urban	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	10.83333			10.83333			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	Y_GE65	65 years old and over	U	Urban	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	15.83333			15.83333			Travel related to unpaid domestic and care work is not included.	Statistics Canada based on General Social Survey 2015-2016 - Cycle 29 - Time Use		C: Country data
