series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	135	Caucasus and Central Asia	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	697.18038	730.07898	337.00186	365.61056	321.68615	289.87535	273.66803	436.01841	837.41233	1431.04344	2146.25852	2240.4382	2187.19284	2219.5099	2741.34112	2618.78423	3838.59963	3121.25432	3121.25432			[2000-2003]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2004-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	1837.56486	1622.99262	1261.44254	1185.98832	1457.68179	1273.37408	1425.8337	1703.08513	1815.53481	2211.24206	2217.91043	2280.28882	2688.35237	3776.02732	3309.1547	3722.30857	3304.464	3769.40508	3769.40508			[2000-2001,2006-2007]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2005,2008-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	34.53358	12.98885	12.31911	3.2807	5.73035	4.36534	9.91738	3.39855	5.49121	20.23671	26.35736	72.72529	43.1083	14.32267	12.86168	10.58713	14.26052	7.95453	7.95453			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	142	Asia	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	13003.13222	13907.47129	6670.85071	5802.42395	8213.96802	9762.47105	10082.39071	10781.07821	12780.74526	14242.4169	21765.62564	18037.74473	19815.93287	22272.58858	23935.94173	30068.89167	27137.04709	28685.20469	28685.20469			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	397.43839	487.46748	164.41371	209.26842	158.11678	159.64147	124.45804	214.66194	394.34134	491.20504	1386.26069	1358.13359	1172.64201	1375.08704	1744.58035	1488.27957	2108.61549	1248.35517	1248.35517			[2000-2001,2004-2005]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2003,2006-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	75.47896	501.73645	91.37845	124.91113	87.5362	128.51879	185.36409	155.80702	285.34332	362.3569	429.66892	477.7033	570.19651	486.96388	544.8216	563.76764	543.28021	465.54776	465.54776			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	145	Western Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	2385.85642	1663.55744	623.56672	366.62769	2020.46591	2960.90309	3502.80047	2894.37112	3507.63529	4999.69248	6177.73631	5102.62704	5424.82165	6016.54531	5519.54523	6840.26522	6931.86629	6479.88967	6479.88967			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	173.71402	60.47971	44.82764	60.56058	53.39986	65.33056	37.05978	15.90474	53.05185	54.04691	6.12885	28.54365	22.44998	29.91861	21.5882	60.22344	59.23093	11.62318	11.62318			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	15	Northern Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	1097.70486	919.73115	643.59652	1217.60638	1207.67286	1038.64203	1134.21171	2229.95674	1925.6267	3263.22393	3563.92324	2571.18825	3293.82996	3010.5506	3530.59225	3712.24437	5675.62919	5124.31642	5124.31642			[2000-2002]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2003-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	804.98732	977.01814	483.37877	347.48158	536.52997	720.901	690.81161	598.1537	1287.67744	3027.78931	3068.29449	2685.31751	2702.37006	2788.66821	3370.71447	3009.3215	2583.25212	2169.7895	2169.7895			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	151	Eastern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	38.06014	10.70581	23.56428	28.98	27.55638	299.2303	226.28817	178.51598	609.66383	1706.96341	742.03986	1125.29507	1051.61483	1033.88063	1760.79304	1462.56145	1021.71914	704.8065	704.8065			[2000-2001,2009]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2008,2010-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	2.56125	37.98377	11.97762	14.29775	8.48635	52.15651	73.30511	48.38455	68.15694	27.875	97.66873	269.47812	122.10925	47.27991	235.65636	32.64992	264.06423	271.18732	271.18732			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	2283.42394	2429.95055	2173.19522	1632.74373	1322.52627	1327.17164	1145.84378	1376.62734	1732.29272	1360.64554	2346.63864	1980.64568	2074.33538	1956.37421	1963.06265	2368.40523	2490.35709	2401.52803	2401.52803			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	349.87618	358.50729	394.15474	292.69795	372.86253	352.4099	315.45891	302.99207	397.58874	696.67669	463.05933	597.72849	741.92173	761.11781	1350.71213	928.50541	1033.45772	756.14461	756.14461			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	37.97697	279.84179	22.54198	143.04681	75.69325	281.81691	323.55342	43.93254	433.10382	562.24521	270.51889	597.70219	190.83774	298.8664	725.11728	848.26672	1897.25185	931.68602	931.68602			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	2.0464	9.38226	3.64246	1.6241	0.87277	4.70401	2.22653	3.82848	1.83623	3.27682	4.88007	1.75673	6.20664	8.80761	9.88546	10.21954	7.55053	19.82433	19.82433			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1	[2001, 2002, 2003, 2004, 2006, 2007, 2008, 2009, 2010]	2001	2010	9	CON_USD	Constant USD	G	Global		9.41511	15.45781	11.33695	30.71632		0.7898	16.77619	10.43233	21.43964	39.99189								39.99189			[2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2004,2006-2010]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	0.54073	14.14205	3.74682	7.35108	17.49417	10.04419	12.01372	28.74573	27.61124	21.03959	12.02529	30.36659	41.14185	17.82265	19.08507	19.27142	17.7434	47.98772	47.98772			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	75.5501	380.26668	85.68362	192.26502	172.34051	552.20277	130.05796	226.49993	263.14093	1883.05326	1090.5858	1015.25486	1792.35525	1057.07385	1256.84744	1237.02246	1397.65247	1416.36264	1416.36264			[2000-2001,2007-2008]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2006,2009-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	2.84482	43.63881	189.92168	103.21392	100.81282	158.29917	158.64656	128.73848	197.35539	357.95771	196.37814	247.92765	325.21113	402.31738	395.18004	373.14559	338.18094	304.59825	304.59825			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	0.9971	1.226	0.22179	0.75212	0.09305	0.04853	0.03637	0.05076	0.00617	0.89296	1.57025	10.29392	14.59728	1.19461	12.19445	10.35866	0.51701	7.70094	7.70094			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	0.61258	135.74497	3.49534	2.37541	20.27078	16.00938	28.28319	37.8081	45.22919	95.74479	179.47771	215.5996	118.54295	145.69257	343.57641	265.4071	131.49547	246.04874	246.04874			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	2000	2010	11	CON_USD	Constant USD	G	Global	32.07277	82.01035	27.86519	40.24246	75.32696	69.95382	82.2398	59.12864	243.37383	408.10885	519.15047								519.15047			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2010]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2017 United States dollars)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	2.23541	5.69984	1.95949	2.83228	7.31335	2.64384	3.07379	0.56134	4.22273	2.44532	3.56076	2.7313	1.77288	5.23554	7.14863	3.19097	3.53993	13.73687	13.73687			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
