series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Migratory status
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2010.0	47597.84	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2010.0	701.87	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2010.0	933.05	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2010.0	446.47	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	659.63	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	530.64	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	372.26	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	305.61	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	408.93	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	180.72	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	24238.48	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	27648.23	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	543.96	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	682.16	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2011.0	374.19	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	554.99	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	668.93	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	415.33	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	429.55	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	23512.02	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	27176.68	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	570.17	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	694.82	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	417.25	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	272.89	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2012.0	531.43	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	615.93	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	512.23	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	498.89	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	593.29	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	384.51	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	296.12	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	312.42	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	268.78	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	20860.6	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	22489.96	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2013.0	386.43	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	493.31	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	585.07	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	381.42	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	351.46	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	467.51	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	223.37	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	16995.83	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	20778.68	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	507.02	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	608.35	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2014.0	383.41	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	496.34	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	567.4	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	409.13	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	400.68	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	543.38	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	209.32	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	NONEUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	15904.88	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	18758.76	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	EUMIG
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	509.09	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	BOTHSEX	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	410.55	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	FEMALE	G	_T
SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	616	Poland	2015.0	589.3	Float						ES - Statistical card on accident at work		['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons']	C	PER_100000_EMP	MALE	G	_T
