series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2014.0	16.15	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2014.0	17.53	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	19.4	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	18.26	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	15.67	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	12.96	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	18.35	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	17.36	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	17.34	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	17.36	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	19.23	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.73	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	19.85	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.62	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	18.85	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.56	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.49	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.24	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.5	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.63	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.7	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	14	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.9	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.91	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.88	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.48	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.7	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.92	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	8.11	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	PD	G
