series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2009, 2012]	2000	2012	4	PT	Percentage	G	Global	7.1	3.9								3.7			10.3								10.3			[2000,2012]: Repository: ILO-STATISTICS - Micro data processing ÂŚ Break in series: Methodology revised // [2001]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	PT	Percentage	G	Global										25.5	24.5	26.0	22.7	21.5	22.8	21.2		21.0			21.0			[2009-2010,2017]: Data reference period: September	LFS - Household Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y15T24	15 to 24 years old	F	Female	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	PT	Percentage	G	Global										39.9	39.1	37.4	34.8	34.6	34.7	32.1		31.7			31.7			[2009-2010,2017]: Data reference period: September	LFS - Household Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y15T24	15 to 24 years old	M	Male	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017]	2009	2017	8	PT	Percentage	G	Global										11.2	10.8	15.0	10.8	8.8	11.4	10.8		10.9			10.9			[2009-2010,2017]: Data reference period: September	LFS - Household Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			Y15T24	15 to 24 years old	M	Male	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								5.8			4.7				10.5						10.5			[2014]: Repository: ILO-STATISTICS - Micro data processing	[2007]: HS - Other household survey // [2010]: HS - Employment and Informal Sector Survey // [2014]: HS - Household survey of Cameroon		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								11.1			10.8				17.0						17.0			[2014]: Repository: ILO-STATISTICS - Micro data processing	[2007]: HS - Other household survey // [2010]: HS - Employment and Informal Sector Survey // [2014]: HS - Household survey of Cameroon		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			Y15T24	15 to 24 years old	F	Female	[2007, 2010, 2014]	2007	2014	3	PT	Percentage	G	Global								16.0			16.1				23.1						23.1			[2014]: Repository: ILO-STATISTICS - Micro data processing	[2007]: HS - Other household survey // [2010]: HS - Employment and Informal Sector Survey // [2014]: HS - Household survey of Cameroon		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	13.2	12.9	13.0	13.4	13.1	12.8	12.5	11.9	12.7	15.4	14.7	13.8	14.1	13.6	14.4	14.3	14.1	13.0	13.4		13.4			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	14.7	13.8	13.5	12.9	13.0	12.8	12.3	12.8	12.8	13.3	13.5	13.4	13.5	13.4	13.4	13.3	12.9	12.1	12.3		12.3			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	13.9	13.3	13.2	13.2	13.1	12.8	12.4	12.3	12.7	14.4	14.1	13.6	13.8	13.5	13.9	13.8	13.5	12.6	12.8		12.8			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			Y15T24	15 to 24 years old	M	Male	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		29.9	27.7		27.7			[2018]: Employment definition: Including subsistence workers	LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			Y15T24	15 to 24 years old	F	Female	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		33.0	32.8		32.8			[2018]: Employment definition: Including subsistence workers	LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		31.4	30.3		30.3			[2018]: Employment definition: Including subsistence workers	LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	143	Central Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						23.6	23.3	22.7	22.4	22.4	22.3	22.4	22.5	22.5	22.7	22.5	22.7	22.8	22.9	23.1	23.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	143	Central Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						16.6	16.0	15.2	14.9	14.9	14.6	14.4	14.4	14.2	14.4	14.5	14.3	14.2	14.3	14.5	14.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	143	Central Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						20.1	19.6	18.9	18.6	18.6	18.4	18.4	18.4	18.3	18.5	18.4	18.4	18.4	18.5	18.7	18.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			Y15T24	15 to 24 years old	M	Male	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6	PT	Percentage	G	Global											17.5	16.0		18.0	18.9	17.4	18.1				18.1			[2010-2011]: Repository: ILO-STATISTICS - Micro data processing ÂŚ Break in series: Methodology revised // [2013-2016]: Repository: ILO-STATISTICS - Micro data processing	LFS - Sri Lanka Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			Y15T24	15 to 24 years old	F	Female	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6	PT	Percentage	G	Global											35.1	36.4		36.2	38.1	35.2	35.4				35.4			[2010-2011]: Repository: ILO-STATISTICS - Micro data processing ÂŚ Break in series: Methodology revised // [2013-2016]: Repository: ILO-STATISTICS - Micro data processing	LFS - Sri Lanka Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6	PT	Percentage	G	Global											26.7	26.5		27.5	28.8	26.6	27.1				27.1			[2010-2011]: Repository: ILO-STATISTICS - Micro data processing ÂŚ Break in series: Methodology revised // [2013-2016]: Repository: ILO-STATISTICS - Micro data processing	LFS - Sri Lanka Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	145	Western Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						19.8	18.8	18.7	18.3	17.9	17.4	16.5	16.0	16.3	16.1	16.0	16.3	16.6	16.9	17.7	17.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	145	Western Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						49.2	48.5	48.3	47.1	46.0	45.2	44.3	43.7	43.6	43.4	42.8	42.8	43.2	43.4	43.7	43.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	145	Western Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						34.2	33.2	33.1	32.2	31.5	30.9	29.9	29.4	29.5	29.3	29.0	29.1	29.4	29.7	30.2	30.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	15	Northern Africa	3	2	Africa	Region								Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						41.6	41.6	41.6	41.6	40.9	43.4	42.0	40.2	38.0	37.4	36.0	35.7	35.6	36.0	36.1	36.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	15	Northern Africa	3	2	Africa	Region								Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						17.8	16.9	16.7	16.3	15.2	15.3	17.2	16.9	15.7	16.3	17.3	17.2	17.4	18.2	18.1	18.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	15	Northern Africa	3	2	Africa	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						29.6	29.1	29.0	28.8	27.8	29.1	29.4	28.4	26.7	26.7	26.5	26.3	26.3	26.9	26.9	26.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	150	Europe	2	1	World	Region								Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						16.2	15.8	14.9	14.4	14.8	15.1	14.4	14.2	14.2	14.0	13.4	13.1	12.6	12.6	12.7	12.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	150	Europe	2	1	World	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						14.3	13.9	13.0	12.4	13.5	13.7	13.4	13.3	13.2	13.1	12.6	12.4	11.9	11.8	11.8	11.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	150	Europe	2	1	World	Region								Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15	PT	Percentage	G	Global						12.5	12.1	11.3	10.6	12.2	12.4	12.5	12.5	12.4	12.3	11.9	11.7	11.2	11.1	11.0	11.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	13	PT	Percentage	G	Global	30.6			27.3			25.4			27.7	24.5	24.8	22.8	22.9	23.7	23.6	20.9	19.7	18.9		18.9			Repository: ILO-STATISTICS - Micro data processing	[2000,2003,2006,2009]: HS - National Survey on Socio-Economic Conditions // [2010-2018]: LFS - National Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	13	PT	Percentage	G	Global	24.0			20.5			19.9			23.2	19.2	19.2	17.9	18.3	18.6	19.2	17.1	16.5	15.9		15.9			Repository: ILO-STATISTICS - Micro data processing	[2000,2003,2006,2009]: HS - National Survey on Socio-Economic Conditions // [2010-2018]: LFS - National Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2003, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	13	PT	Percentage	G	Global	17.6			14.0			14.4			18.7	14.4	14.1	13.4	14.1	14.2	15.4	13.8	13.8	13.3		13.3			Repository: ILO-STATISTICS - Micro data processing	[2000,2003,2006,2009]: HS - National Survey on Socio-Economic Conditions // [2010-2018]: LFS - National Employment Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			Y15T24	15 to 24 years old	F	Female	[2003, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2003	2018	11	PT	Percentage	G	Global				33.8		34.6					32.8	32.7	31.5	30.9	29.5	29.9	29.2	30.3	31.1		31.1			[2010]: Repository: ILO-STATISTICS - Micro data processing ÂŚ Break in series: Methodology revised // [2011-2018]: Repository: ILO-STATISTICS - Micro data processing	[2003,2005]: HS - Continuous Household Survey // [2010-2018]: LFS - Integrated Household Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			Y15T24	15 to 24 years old	M	Male	[2003, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2003	2018	11	PT	Percentage	G	Global				16.2		13.3					14.4	14.2	13.6	13.4	13.2	12.0	12.8	13.3	14.1		14.1			[2010]: Repository: ILO-STATISTICS - Micro data processing ÂŚ Break in series: Methodology revised // [2011-2018]: Repository: ILO-STATISTICS - Micro data processing	[2003,2005]: HS - Continuous Household Survey // [2010-2018]: LFS - Integrated Household Survey		C: Country data
