series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
IT_USE_ii99	Internet users per 100 inhabitants	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	1.822	2.685	3.519	4.325	5.319	6.074	6.809	8.283	14.0	21.0	30.0	32.0	34.74	37.5	40.26	42.68	50.323	57.162		57.162			[2016]: Population 10 years of age or older  source - IMC 2016 survey // [2017]: Population 10 years of age or older  source - IMC 2017 survey	[2000-2001,2003-2004]: Cabo Verde Telecom. // [2002,2008-2011,2013-2014]: ITU estimate. // [2005-2007]: Instituto das ComunicaĂ§Ăľes e das Tecnologias de InformaĂ§ĂŁo. // [2012,2016-2017]: Instituto Nacional de EstatĂ­stica // [2015]: Instituto Nacional de EstatĂ­stica.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	PER_100_POP	Per 100 population	G	Global						38.034	44.5	52.0	61.0	64.5	66.0	69.466	69.7	71.4	74.1	77.0	79.0	81.068		81.068			[2005]: Source: Tower Omnibus Survey.	[2005]: ITU // [2006-2007,2011-2015,2017]: ITU estimate. // [2008-2009]: Information and Communications Technology Authority  // [2010]: ITU estimate confirmed by the Information and Communications Technology Authority  // [2016]: ITU Estimate.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	0.21	0.32	0.49	0.89	1.09	1.33	1.6	2.02	2.83	3.48	4.46	5.05	6.41	7.7	9.84	14.47	15.0	18.04	17.57	17.57				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	0.053	0.079	0.129	0.152	0.223	0.268	0.311	0.376	1.0	1.8	2.0	2.2	3.0	3.4	3.6	3.8	4.0	4.339		4.339				[2000-2002]: ITU // [2003-2006,2009,2011-2017]: ITU estimate. // [2007-2008]: SociĂŠtĂŠ Centrafricaine des TĂŠlĂŠcommunications. // [2010]: ITU estimate. 		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	142	Asia	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	2.98	4.0	5.61	6.66	7.96	9.03	10.37	13.37	16.23	18.99	22.62	25.48	28.38	31.35	35.05	35.71	39.5	45.28	47.27	47.27				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	143	Central Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	0.51	0.82	1.23	1.78	2.39	3.32	5.36	6.62	9.52	12.86	18.43	25.0	30.72	33.16	38.62	43.7	47.44	50.88	51.33	51.33				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	0.647	0.794	1.05	1.459	1.446	1.792	2.538	3.88	5.8	8.78	12.0	15.0	18.285	21.9	25.8	12.1	16.4	34.113		34.113			[2015-2016]: 5 â 69 years used in last year, DC&S.	[2000-2004,2006]: Telecommunications Regulatory Commission of Sri Lanka. // [2005,2012-2013,2017]: ITU estimate. // [2007-2010]: Telecommunications Regulatory Commission of Sri Lanka // [2011]: ITU estimate.  // [2014]: Department of Census and Statistics // [2015-2016]: DC&S		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	145	Western Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	3.62	4.06	7.04	8.12	9.58	11.11	13.99	21.01	25.18	28.35	32.66	36.81	40.22	43.8	47.76	56.54	54.48	62.63	67.63	67.63				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	0.036	0.046	0.166	0.32	0.361	0.399	0.581	0.847	1.19	1.5	1.7	1.9	2.1	2.5	2.9	3.5	5.0	6.5		6.5				[2000-2003]: SOTEL. // [2004-2007]: Office Tchadien de RĂŠgulation des TĂŠlĂŠcommunications. // [2008]: Office Tchadien de RĂŠgulation des TĂŠlĂŠcommunications // [2009]: ITU estimate.  // [2010-2017]: ITU estimate.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	15	Northern Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	0.61	0.93	2.15	3.02	8.0	9.23	10.8	13.98	17.36	20.0	24.57	25.91	29.01	31.55	35.24	38.82	39.24	45.83	44.14	44.14				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	150	Europe	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	15.24	18.94	26.2	31.88	36.26	39.79	43.13	48.78	52.44	55.67	61.31	63.66	68.72	71.47	73.75	74.27	76.33	78.49	82.02	82.02				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	16.6	19.1	22.1	25.474	28.178	31.175	34.498	35.9	37.3	41.56	45.0	52.25	55.05	58.0	61.11	76.63	83.559	82.327		82.327			"[2000,2003]: Internet users 5+ over the total population. // [2001-2002]: [""Estimated based on surveys' results. Internet users 5+ over the total population.""] // [2004-2005,2007-2008,2010]: [""Estimated based on surveys' results. Population age 5+.""] // [2006,2009,2011,2013]: Population age 5+. // [2016-2017]: older than 15 years"	[2000]: OSILAC, ECLAC. // [2001-2002,2004-2005,2007-2008,2010,2014]: ITU estimate. // [2003,2006,2009]: Ministerio de PlanificaciĂłn. // [2011,2013]: Ministerio Desarrollo Social // [2012]: ITU  estimate. // [2015]: Undersecretariat of Telecommunications // [2016-2017]: SubsecretarĂ­a de Telecomunicaciones		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	1.776	2.64	4.596	6.2	7.3	8.523	10.523	16.0	22.6	28.9	34.3	38.3	42.3	45.8	47.9	50.3	53.2	54.3		54.3			[2006]: Population age 6+. Online at least one hour per week. // [2013-2015]:  Permanent residents at the age of 6 or above. In the last 6 months.	[2000-2007,2016-2017]: CNNIC. // [2008]: Ministry of Information Industry (MII). // [2009-2011]: Ministry of Industry and Information Technology // [2012,2014-2015]: ITU estimate. // [2013]: ITU Research based on CNNIC report.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	158	Other non-specified areas	4	30	Eastern Asia	Country								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	28.101	34.902	47.6	51.936	53.814	58.015	63.684	64.45	65.84	69.9	71.5	72.0	75.991	76.289	78.038	78.037	79.745	92.782	86.206	86.206			[2013-2015]: Population age 12+.	[2000-2006]: Directorate General of Telecommunications (DGT). // [2007-2011,2016-2018]: National Communications Commission // [2012]: ITU estimate. // [2013-2015]: The National Development Council.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	0.09	0.11	0.21	0.32	0.47	0.72	0.95	1.22	1.49	1.78	2.13	2.67	4.05	5.29	9.05	8.69	10.57	12.36	13.92	13.92				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	2.208	2.854	4.6	7.389	9.119	11.007	15.342	21.8	25.6	30.0	36.5	40.351	48.98	51.7	52.57	55.905	58.136	62.26	64.126	64.126			[2003]: June. // [2008-2015]: Population age 5+. // [2017]: Los datos son expandidos con proyecciones de poblaciĂłn, elaboradas con base en los resultados del censo 2005. La poblaciĂłn objetivo de la encuesta corresponde a las personas de 5 aĂąos y mĂĄs de edad.	[2000,2002-2006]: Ministerio de Comunicaciones. // [2001]: Ministry of Communications' estimate. // [2007]: ITU estimate. // [2008-2010]: Departamento Administrativo Nacional de EstadĂ­stica-DANE. // [2011,2018]: Departamento Administrativo Nacional de EstadĂ­stica - DANE // [2012-2017]: Departamento Administrativo Nacional de Estadistica (DANE)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	0.272	0.443	0.555	0.848	1.327	2.0	2.2	2.5	3.0	3.5	5.1	5.5	5.975	6.5	6.98	7.459	7.938	8.478		8.478				[2000-2002]: ITU // [2003-2010,2012-2015,2017]: ITU estimate. // [2011]: ITU estimate.  // [2016]: ITU Estimate.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1			[2000]	2000	2000	1	PER_100_POP	Per 100 population	G	Global	1.212																			1.212				ITU		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	0.026	0.032	0.157	0.46	1.078	1.463	2.008	2.76	4.288	4.5	5.0	5.6	6.107	6.6	7.11	7.616	8.122	8.65		8.65			[2011]: Estimate based on the number of fixed and mobile broadband subscriptions. 	[2000-2002]: ITU // [2003-2006,2009-2010,2012-2015,2017]: ITU estimate. // [2007-2008]: Direction GĂŠnerale de l'Administration Centrale des Postes et TĂŠlĂŠcommunications du Congo. // [2011]: Agence de RĂŠgulation des Postes et des Communications Electroniques // [2016]: ITU Estimate.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	4.85	5.78	6.15	6.47	7.76	6.98	7.14	7.62	8.05	9.51	22.01	31.12	37.73	43.32	46.04	49.12	51.35	54.63	54.95	54.95				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_100_POP	Per 100 population	G	Global	0.006	0.011	0.093	0.135	0.196	0.238	0.296	0.37	0.44	0.56	0.72	1.2	1.68	2.2	3.0	3.8	6.21	8.62		8.62			[2000]: ITU estimate.  // [2010]: Country estimate.	[2000]: ITU // [2001-2009,2011]: ITU estimate.  // [2010]: AutoritĂŠ de RĂŠgulation de la Poste et des TĂŠlĂŠcommunications // [2012-2015,2017]: ITU estimate. // [2016]: ITU Estimate.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PER_100_POP	Per 100 population	G	Global	15.656	18.083	20.019	22.87	23.994	26.2	25.857	25.6	25.41	30.29	35.71	39.029	42.0	45.0	48.0	51.0	54.0			54.0			[2011]: this figure includes all individuals who have access to the internet at home.	[2000-2008,2012-2015]: ITU estimate. // [2009-2010]: Telecom Cook Islands Ltd. // [2011]: Cook Islands Statistics Office // [2016]: ITU Estimate.		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	5.8	9.559	19.895	20.334	20.792	22.07	25.1	28.4	32.29	34.33	36.5	39.212	47.5	45.96	53.0	59.763	65.88	71.391	74.087	74.087			"[2005]: Population age 5+. // [2006-2007]: [""Estimated based on 2005 and 2008 surveys' results. Population age 5+""] // [2008-2010]: Population age 5+ using Internet in the last 3 months. // [2011]: Total population. In the last three months. // [2012]: In the last 3 months. Population 5+. // [2013]: Break in comparability. Total population. In the last three months. // [2015]: Population age 5+ in the last three months."	[2000-2004,2018]: ITU // [2005,2008,2015-2017]: Instituto Nacional de EstadĂ­stica y Censos // [2006-2007,2014]: ITU estimate. // [2009]: ICE-Telecomunicaciones // [2010-2013]: Instituto Nacional de Estadisticas y Censos (INEC)		_X: Data nature not available
IT_USE_ii99	Internet users per 100 inhabitants	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100_POP	Per 100 population	G	Global	6.645	11.559	17.76	22.75	30.91	33.14	37.98	41.44	44.24	50.58	56.55	57.79	61.94	66.748	68.57	69.803	72.697	67.096	75.295	75.295			[2005-2010,2013-2015]: Population age 16-74. // [2011]:  Users in the last 3 months. Age 16-74. // [2012]:  Users in the last 3 months. // [2016-2017]: Last 3 months.	[2000-2001,2003-2006]: ITU // [2002]: Croatian Post and Electronic Communications Agency (HAKOM).  // [2007,2011-2013,2015]: Eurostat. // [2008-2010]: Croatian Post and Electronic Communications Agency (HAKOM) // [2014]: Eurostat // [2016-2018]: Croatian Bureau of Statistics		_X: Data nature not available
