series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	13	Central America	4	419	Latin America and the Caribbean	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	9.61868	14.08824	15.03617	15.98821	15.98821			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.84414	3.84414	3.84414	3.84414	3.84414			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	135	Caucasus and Central Asia	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	8.17904	9.15347	8.54498	8.54498	8.54498			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.98265	13.98324	14.01782	17.18583	17.18583			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.11412	1.11412	1.11412	1.11412	1.11412			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	142	Asia	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	17.22689	20.21419	20.77381	21.75791	21.75791			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	143	Central Asia	3	142	Asia	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.17515	8.79383	7.78304	7.78304	7.78304			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	145	Western Asia	3	142	Asia	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	5.52759	6.01511	6.1372	6.29786	6.29786			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	15	Northern Africa	3	2	Africa	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.60966	18.26315	18.96894	19.14091	19.14091			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	150	Europe	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.45276	3.79651	4.18108	4.33421	4.33421			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	151	Eastern Europe	3	150	Europe	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	2.23593	2.46484	2.77281	2.90961	2.90961			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	22.07499	22.50916	22.50916	20.84579	20.84579			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	154	Northern Europe	3	150	Europe	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	9.40199	10.14625	10.65701	11.07447	11.07447			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	155	Western Europe	3	150	Europe	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	22.90317	15.69185	15.73238	15.79316	15.79316			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.78096	11.43973	12.97097	13.48734	13.48734			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	8.42505	8.75027	10.91503	11.20526	11.20526			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.42736	14.40296	16.93924	17.98801	17.98801			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1			[2015]	2015	2015	1	PT	Percentage	G	Global				31.4433	31.4433			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.45061	4.4327	4.41479	4.41479	4.41479			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	51.44708	49.30487	47.16266	45.31355	45.31355			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			10.68109	15.92431	15.92431			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2015]	2015	2015	1	PT	Percentage	G	Global				49.14731	49.14731			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	19	Americas	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	16.23406	19.33071	21.55826	21.76035	21.76035			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	2.02914	2.44537	2.80957	2.80957	2.80957			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.3125	15.4375	18.0	20.25	20.25			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	8.08975	9.74812	9.74812	9.74812	9.74812			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	199	Least Developed Countries (LDC)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.49236	14.45161	13.60766	15.6621	15.6621			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	2	Africa	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	15.31934	16.06977	16.71993	17.77323	17.77323			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	15.50508	15.91942	16.56577	17.67948	17.67948			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	26.24672	27.59655	27.52156	27.85902	27.85902			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	58.50151	58.50151	58.50151	58.50151	58.50151			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.5936	5.71709	5.88043	5.88043	5.88043			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	21	Northern America	3	19	Americas	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.13959	7.92995	8.72046	8.64119	8.64119			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	25.1047	25.3809	25.65711	25.93331	25.93331			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.07547	12.07547	12.07547	12.07547	12.07547			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	17.47449	17.47449	17.47449	17.47449	17.47449			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			3.64238	3.64238	3.64238			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	6.3172	8.28853	10.21505	10.70789	10.70789			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.21834	3.21834	3.21834	3.21834	3.21834			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	29.88611	29.88611	5.50534	5.50534	5.50534			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	16.30292	17.38336	17.68303	17.68303	17.68303			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[2010]	2010	2010	1	PT	Percentage	G	Global			2.87245		2.87245			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	254	French Guiana	5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0492	0.0492	29.7417	28.79459	28.79459			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	258	French Polynesia	4	61	Polynesia	Country	-149.4052367	-17.67709294	PYF	0	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		4.51613	4.51613	4.51613	4.51613			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.61739	13.07391	14.93043	16.76957	16.76957			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	9.69742	9.69742	9.69742	9.69742	9.69742			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.33607	8.56557	8.81148	8.97541	8.97541			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		25.37	28.95175	28.95175	28.95175			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.46053	1.39231	1.39231	1.39231	1.39231			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	14.28744	16.93494	19.44021	21.60029	21.60029			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	30	Eastern Asia	3	142	Asia	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.04804	13.3653	14.65312	15.06926	15.06926			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.74938	3.92205	4.04539	4.04539	4.04539			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	13.65509	13.65509	13.65509	13.65509	13.65509			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	20.14099	20.14099	20.14099	32.86897	32.86897			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.26748	4.27855	4.27855	7.14075	7.14075			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	62.34463	57.48588	54.68927	51.9774	51.9774			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.80264	3.80264	3.80264	3.80264	3.80264			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.91371	0.91371	11.37601	11.37601	11.37601			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.12371	4.12371	4.12371	4.12371	4.12371			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	34	Southern Asia	3	142	Asia	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.68885	21.96873	22.64485	22.7643	22.7643			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		50.8493	50.8493	50.8493	50.8493			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	16.32673	20.49299	42.14596	42.29096	42.29096			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	35	South-Eastern Asia	3	142	Asia	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	26.51194	29.21277	28.9118	31.02866	31.02866			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.95528	1.21951	1.21951	1.21951	1.21951			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.43326	22.07068	22.8092	22.8092	22.8092			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	11.15422	13.63676	15.23916	17.17181	17.17181			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	32.81068	32.80409	35.39303	35.39281	35.39281			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		9.99815	9.99815	9.99815	9.99815			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
