series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			R	Rural	[2003, 2006, 2008, 2009, 2010, 2011, 2012]	2003	2012	7	PT	Percentage	G	Global														54.2			51.4		38.5	27.5	25.3	23.6	20.8							20.8			"[2003,2006,2008-2011]: Source: WB Staff estimates. Cambodia Poverty Assessment 2013 ""Where Have All The Poor Gone?"", May 2013. The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate. // [2012]: Source: WB estimates The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate."	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			U	Urban	[2011]	2011	2011	1	PT	Percentage	G	Global																						5.8								5.8			Source: La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	All areas	[2011]	2011	2011	1	PT	Percentage	G	Global																						5.5								5.5			Source: La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			R	Rural	[2011]	2011	2011	1	PT	Percentage	G	Global																						4.8								4.8			Source: La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	All areas	[1996, 2001, 2007, 2014]	1996	2014	4	PT	Percentage	G	Global							53.3					40.2						39.9							37.5					37.5			[1996,2001,2007]: Source: Institut National de la Statistique: Tendances, profil et dĂŠterminants de la pauvretĂŠ au Cameroun entre 2001-2007. Poverty line is absolute. Government estimate. // [2014]: Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUĂTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			U	Urban	[1996, 2001, 2007, 2014]	1996	2014	4	PT	Percentage	G	Global							41.4					17.9						12.2							8.9					8.9			[1996,2001,2007]: Source: Institut National de la Statistique: Tendances, profil et dĂŠterminants de la pauvretĂŠ au Cameroun entre 2001-2007. Poverty line is absolute. Government estimate. // [2014]: Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUĂTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			R	Rural	[1996, 2001, 2007, 2014]	1996	2014	4	PT	Percentage	G	Global							59.6					52.1						55.0							56.8					56.8			[1996,2001,2007]: Source: Institut National de la Statistique: Tendances, profil et dĂŠterminants de la pauvretĂŠ au Cameroun entre 2001-2007. Poverty line is absolute. Government estimate. // [2014]: Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUĂTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	All areas	[2001, 2007, 2015]	2001	2015	3	PT	Percentage	G	Global												58.0						46.0								35.0				35.0			[2001]: Source: O Que Temos Como Consumimosa PresentaĂ§ĂŁo dos Resultados Definitivos. Poverty line is absolute. Government estimate. // [2007]: Source: Instituto Nacional de Estatistica Cabo Verde: QuestionĂĄrio Unifacado de Indicadores BĂĄsicos de Bem-Estar QUIBB - CV, 2006. Poverty line is absolute. Government estimate. // [2015]: Source: Instituto Nacional de Estatistica Cabo Verde: Inquerito as Despesas e Receitas Familiares â IDRF 2015. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			R	Rural	[2007]	2007	2007	1	PT	Percentage	G	Global																		44.3												44.3			Source: Instituto Nacional de Estatistica Cabo Verde: QuestionĂĄrio Unifacado de Indicadores BĂĄsicos de Bem-Estar QUIBB - CV, 2006. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			U	Urban	[2007]	2007	2007	1	PT	Percentage	G	Global																		13.2												13.2			Source: Instituto Nacional de Estatistica Cabo Verde: QuestionĂĄrio Unifacado de Indicadores BĂĄsicos de Bem-Estar QUIBB - CV, 2006. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			U	Urban	[2008]	2008	2008	1	PT	Percentage	G	Global																			49.6											49.6			Source: CAR2008 Rapport ECASEB et Profil 2008 pagine tabulĂŠ finalysĂŠ. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			R	Rural	[2008]	2008	2008	1	PT	Percentage	G	Global																			69.4											69.4			Source: CAR2008 Rapport ECASEB et Profil 2008 pagine tabulĂŠ finalysĂŠ. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			_T	All areas	[2008]	2008	2008	1	PT	Percentage	G	Global																			62.0											62.0			Source: CAR2008 Rapport ECASEB et Profil 2008 pagine tabulĂŠ finalysĂŠ. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			R	Rural	[2002, 2006, 2009, 2012]	2002	2012	4	PT	Percentage	G	Global													24.7				15.7			9.4			7.6							7.6			[2002,2006]: Source: Poverty Indicators - Household Income and Expenditure Survey 2006/07 by Department of Census and Statistics. Ministry of Finance and Planning. ISSN 1391-4695 (March 2008). Poverty line is absolute. Government estimate. // [2009]: Source: Poverty Indicators - Household Income and Expenditure Survey 2009/10 by Department of Census and Statistics. Ministry of Finance and Planning. ISSN 1391-4696 (May 2011). Poverty line is absolute. Government estimate. // [2012]: Source: Household Income and Expenditure Survey 2012/13 Final Report Department of Census and Statistics, March 31, 2015.ISBN 978-955-577-857-2. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			U	Urban	[2002, 2006, 2009, 2012]	2002	2012	4	PT	Percentage	G	Global													7.9				6.7			5.3			2.1							2.1			[2002,2006]: Source: Poverty Indicators - Household Income and Expenditure Survey 2006/07 by Department of Census and Statistics. Ministry of Finance and Planning. ISSN 1391-4695 (March 2008). Poverty line is absolute. Government estimate. // [2009]: Source: Poverty Indicators - Household Income and Expenditure Survey 2009/10 by Department of Census and Statistics. Ministry of Finance and Planning. ISSN 1391-4696 (May 2011). Poverty line is absolute. Government estimate. // [2012]: Source: Household Income and Expenditure Survey 2012/13 Final Report Department of Census and Statistics, March 31, 2015.ISBN 978-955-577-857-2. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	All areas	[2002, 2006, 2009, 2012, 2016]	2002	2016	5	PT	Percentage	G	Global													22.7				15.2			8.9			6.7				4.1			4.1			[2002,2006]: Source: Poverty Indicators - Household Income and Expenditure Survey 2006/07 by Department of Census and Statistics. Ministry of Finance and Planning. ISSN 1391-4695 (March 2008). Poverty line is absolute. Government estimate. // [2009]: Source: Poverty Indicators - Household Income and Expenditure Survey 2009/10 by Department of Census and Statistics. Ministry of Finance and Planning. ISSN 1391-4696 (May 2011). Poverty line is absolute. Government estimate. // [2012]: Source: Household Income and Expenditure Survey 2012/13 Final Report Department of Census and Statistics, March 31, 2015.ISBN 978-955-577-857-2. Poverty line is absolute. Government estimate. // [2016]: Source: Department of Census and Statistics and World Bank staff calculations based on Household Income and Expenditure Survey. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			U	Urban	[2002, 2011]	2002	2011	2	PT	Percentage	G	Global													24.4									20.9								20.9			[2002]: Source: Dynamics of Poverty and Inequality following the Rise of the Oil Sector (Poverty assessment). Poverty line is absolute. Government estimate. // [2011]: Source: Dynamics of Poverty and Inequality following the Rise of the Oil Sector (World Bank Poverty assessment). Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			_T	All areas	[2002, 2011]	2002	2011	2	PT	Percentage	G	Global													54.8									46.7								46.7			[2002]: Source: Dynamics of Poverty and Inequality following the Rise of the Oil Sector (Poverty assessment). Poverty line is absolute. Government estimate. // [2011]: Source: Dynamics of Poverty and Inequality following the Rise of the Oil Sector (World Bank Poverty assessment). Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			R	Rural	[2002, 2011]	2002	2011	2	PT	Percentage	G	Global													58.4									52.5								52.5			[2002]: Source: Dynamics of Poverty and Inequality following the Rise of the Oil Sector (Poverty assessment). Poverty line is absolute. Government estimate. // [2011]: Source: Dynamics of Poverty and Inequality following the Rise of the Oil Sector (World Bank Poverty assessment). Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	All areas	[2000, 2003, 2006, 2009, 2011, 2013, 2015, 2017]	2000	2017	8	PT	Percentage	G	Global											36.0			35.4			29.1			25.3		22.2		14.4		11.7		8.6		8.6			Source: Ministry of Social Development. Encuestade CaracterizaciĂłn SocioeconĂłmica Nacional(CASEN). Poverty line is absolute.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			_T	All areas	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	PT	Percentage	G	Global																					17.2	12.7	10.2	8.5	7.2	5.7	4.5	3.1		3.1			Source: National Bureau of Statistics of China. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			R	Rural	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global																								8.5	7.2					7.2			Source: National Bureau of Statistics of China. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	All areas	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global																			42.0	40.3	37.2	34.1	32.7	30.6	28.5	27.8	28.0	26.9	27.0	27.0			[2008-2017]: Source: DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate. // [2018]: Source: DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate. *	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			R	Rural	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2008	2015	8	PT	Percentage	G	Global																			56.6	53.7	49.7	46.1	46.8	42.8	41.4	40.3				40.3			Source: DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			U	Urban	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2008	2015	8	PT	Percentage	G	Global																			37.4	36.0	33.3	30.3	28.4	26.9	24.6	24.1				24.1			Source: DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			_T	All areas	[2013]	2013	2013	1	PT	Percentage	G	Global																								42.4						42.4			Source: Poverty line is absolute. Government estimate.*	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			U	Urban	[2004]	2004	2004	1	PT	Percentage	G	Global															43.3															43.3			"[""Source: DEUXIEME ENQUETE CONGOLAISE AUPRES DES MENAGES POUR SUIVI ET L'EVALUATION DE LA PAUVRETE (ECON 2011): EXTRAIT DU PROFIL DE LA PAUVRETE AU CONGO EN 2011. Poverty line is absolute. Government estimate.""]"	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			R	Rural	[2004, 2011]	2004	2011	2	PT	Percentage	G	Global															65.2							74.8								74.8			"[""Source: DEUXIEME ENQUETE CONGOLAISE AUPRES DES MENAGES POUR SUIVI ET L'EVALUATION DE LA PAUVRETE (ECON 2011): EXTRAIT DU PROFIL DE LA PAUVRETE AU CONGO EN 2011. Poverty line is absolute. Government estimate.""]"	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			_T	All areas	[2004, 2011]	2004	2011	2	PT	Percentage	G	Global															50.7							46.5								46.5			"[""Source: DEUXIEME ENQUETE CONGOLAISE AUPRES DES MENAGES POUR SUIVI ET L'EVALUATION DE LA PAUVRETE (ECON 2011): EXTRAIT DU PROFIL DE LA PAUVRETE AU CONGO EN 2011. Poverty line is absolute. Government estimate.""]"	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			_T	All areas	[2004, 2012]	2004	2012	2	PT	Percentage	G	Global															69.3								63.9							63.9			Source: World Bank, 2016 DRC-Poverty Assessment using the 1-2-3 Household Surveys, 2005 and 2012. Poverty line is absolute.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			U	Urban	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	PT	Percentage	G	Global																					19.0	19.7	18.2	18.2	19.5	19.4				19.4			Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			R	Rural	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	PT	Percentage	G	Global																					27.4	27.1	27.1	27.8	30.3	27.9				27.9			Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	All areas	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	PT	Percentage	G	Global																					21.2	21.7	20.6	20.7	22.4	21.7	20.5	20.0		20.0			Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	All areas	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global																				20.6	20.9	20.4	19.5	19.4	20.0	19.5				19.5			Source: Croatian Bureau of Statistics; accessed 08/14/2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2004	2013	10	PT	Percentage	G	Global															10.4	9.9	9.6	9.0	8.6	9.0	9.8	9.6	8.6	9.7						9.7			Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			_T	All areas	[2006, 2007, 2010, 2011, 2015]	2006	2015	5	PT	Percentage	G	Global																	37.5	33.0			35.2	36.2				40.1				40.1			[2006-2007]: Source: EnquĂŞte Modulaire IntĂŠgrĂŠe sur les Conditions de Vie des MĂŠnages (EMICoV). Poverty line is absolute. Government estimate. // [2010,2015]: Source: INSAE. Poverty line is absolute. // [2011]: Source: INSAE. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			U	Urban	[2006, 2007, 2009, 2011]	2006	2011	4	PT	Percentage	G	Global																	35.4	28.3		29.8		31.4								31.4			[2006-2007]: Source: EnquĂŞte Modulaire IntĂŠgrĂŠe sur les Conditions de Vie des MĂŠnages (EMICoV). Poverty line is absolute. Government estimate. // [2011]: Source: INSAE. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			R	Rural	[2006, 2007, 2009, 2011]	2006	2011	4	PT	Percentage	G	Global																	38.8	36.1		38.4		39.7								39.7			[2006-2007]: Source: EnquĂŞte Modulaire IntĂŠgrĂŠe sur les Conditions de Vie des MĂŠnages (EMICoV). Poverty line is absolute. Government estimate. // [2011]: Source: INSAE. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
