series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	135	Caucasus and Central Asia	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	10.38932	7.99589	9.60578	8.44615	7.5077	6.8749	6.78595	6.12503	7.14426	5.72475	10.18413	9.60487	9.43873	10.11868	11.68624	12.88867	10.36161	9.12082	9.12082				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	26.00449	25.35487	24.73332	24.39681	24.40673	23.97454	23.38342	21.14403	22.48607	21.92986	22.07951	26.73019	25.95024	25.54631	26.44263	26.75603	28.09204	26.78447	26.78447				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			A	Normal value	[2008, 2009, 2010]	2008	2010	3	PT	Percentage	G	Global								40.35764	39.22614	38.61524									38.61524				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	143	Central Asia	3	142	Asia	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	10.38932	7.99589	7.86221	7.12296	6.36952	6.27937	6.40272	5.98952	6.63972	4.91636	11.18848	10.51101	10.14579	11.09017	12.75563	14.32115	11.25103	9.81968	9.81968				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	9.95692	9.47033	8.77475	8.3193	7.83891	7.51845	7.74851	8.87335	8.41757	8.49614	8.83166	7.44933	7.66652	8.00661	8.18428	7.4268	7.78205	7.86973	7.86973				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	145	Western Asia	3	142	Asia	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.68838	1.71955	1.94146	1.63603	1.64665	6.25205	6.37445	6.23907	7.08819	6.9063	6.33098	4.37223	3.91053	3.844	4.16492	4.67841	4.48338	3.44324	3.44324				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	15	Northern Africa	3	2	Africa	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	9.4217	8.29848	9.29147	12.24046	12.51117	10.85502	10.3623	9.86186	11.49033	12.50844	13.02248	11.28523	11.27457	11.33771	11.39427	11.76927	11.48529	13.35148	13.35148				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	150	Europe	2	1	World	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.26714	2.19409	2.13616	2.10944	1.87262	1.6681	1.69226	1.87365	1.78498	1.86659	1.99118	1.96951	1.99376	1.95931	1.91078	1.891	1.97287	1.75332	1.75332				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	151	Eastern Europe	3	150	Europe	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	5.22489	4.89331	4.65438	4.6085	4.09463	3.65649	3.60447	3.64084	3.66213	3.33466	3.70625	3.49746	3.59336	3.67241	3.78331	3.7901	3.68476	3.78174	3.78174				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	4.4797	4.77033	4.49806	4.08223	4.13388	3.87711	3.7105	3.71073	3.74118	3.61589	3.67121	3.30478	3.38187	3.73175	3.63888	3.99347	3.87424	3.64278	3.64278				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	154	Northern Europe	3	150	Europe	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.284	1.26645	1.19431	1.17417	0.9062	0.90807	0.95097	0.97167	0.98505	1.07096	1.09551	1.06977	1.06956	1.07074	0.97045	1.01637	1.11581	1.05047	1.05047				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	155	Western Europe	3	150	Europe	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.88189	1.79108	1.68646	1.6424	1.52228	1.445	1.47564	1.36622	1.21739	1.41818	1.38505	1.39551	1.31461	1.35746	1.36413	1.27585	1.36011	1.28224	1.28224				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			A	Normal value	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12	PT	Percentage	G	Global							10.54591	10.471	9.94489	9.61348	9.45251	9.39159	9.22357	8.9621	8.72496	8.43863	7.87812	7.50164	7.50164				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	8.15632	5.83955	6.19838	6.32685	5.12852	5.14083	4.65289	4.71872	6.32057	9.18863	8.11402	8.24607	8.97824	9.72496	11.39791	12.5222	12.34389	12.58484	12.58484				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			A	Normal value	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2004	2012	9	PT	Percentage	G	Global				6.69582	5.52514	4.81315	4.91981	4.24815	5.30137	3.91596	3.41594	3.79877							3.79877				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.39968	3.9073	3.27004	2.95831	2.60025	2.53974	2.88874	3.06743	2.96086	2.64888	2.53734	2.45742	2.24233	2.32301	2.22287	2.35129	2.50824	2.34908	2.34908				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			A	Normal value	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global										21.42839	20.91719	20.44104	19.3167	18.56248	18.37049	19.26847	19.89304	19.16178	19.16178				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2005	2013	9	PT	Percentage	G	Global					4.26657	3.38843	2.92669	3.22968	2.79324	3.12235	2.97011	3.21569	3.29226						3.29226				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	8.41261	8.46555	8.87902	8.89141	8.66217	8.4719	7.95696	7.01999	7.09192	6.58718	5.83848	5.40933	5.04354	5.1248	4.95667	5.13081	5.01378	4.5809	4.5809				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			A	Normal value	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	17	PT	Percentage	G	Global		4.8908	3.97303	4.46018	3.90363	4.01996	3.72665	3.9801	4.04307	3.69768	3.68032	3.34008	3.50314	2.98807	3.01091	3.1104	2.93579	2.85561	2.85561				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.86094	3.78799	3.35298	3.08305	2.73844	2.27625	2.0238	2.09315	1.9887	2.06285	2.15119	2.00712	2.04168	1.84622	1.86235	2.13905	2.02049	2.02481	2.02481				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	199	Least Developed Countries (LDC)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	24.1201	23.4029	23.19526	22.20621	21.24782	19.78942	19.31337	17.11213	18.57403	18.42546	17.64224	20.30959	19.3423	19.25479	19.29026	18.7904	20.36185	20.70975	20.70975				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	202	Sub-Saharan Africa	3	2	Africa	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	12.10881	12.47341	16.26115	13.9349	13.6654	13.97947	14.00156	14.63678	15.15669	13.84399	13.53488	14.6802	14.68768	12.01311	12.43051	12.51682	12.28379	11.98584	11.98584				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	3.00602	2.56298	2.3627	2.30502	2.21205	2.07285	1.96379	1.93501	1.6423	1.51951	2.14768	2.34971	2.40363	2.47393	2.22791	2.06494	2.05757		2.05757				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			A	Normal value	[2010]	2010	2010	1	PT	Percentage	G	Global										22.73673									22.73673				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.33951	1.78115	1.61079	1.62251	1.14566	1.16522	1.1744	0.8578	0.83361	1.20193	1.31212	1.65472	1.30214	1.38247	0.95759	0.96114	1.42793	1.02482	1.02482				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	21	Northern America	3	19	Americas	Region								A	Normal value	[2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]	2009	2018	9	PT	Percentage	G	Global									1.54989	1.49324	1.76566	1.8114		1.58655	1.86974	1.85976	1.77202	1.83384	1.83384				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			A	Normal value	[2002, 2003, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	10	PT	Percentage	G	Global		6.80512	6.69385								5.63686	5.40109	5.30487	5.23696	5.60278	5.78452	5.6675	5.49401	5.49401				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15	PT	Percentage	G	Global	12.65727	11.23092	10.8433	9.69192	9.48118	9.40812	9.35566	8.96568	9.91394	9.73312	9.60112	8.64241	8.76934	9.12651	9.45485				9.45485				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	6.68649	5.82298	5.4884	5.72793	6.17164	6.04619	6.9931	7.09013	6.66858	6.98173	7.33017	6.51435	5.61331	5.86686	5.52978	5.6309	5.04207	4.87686	4.87686				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			A	Normal value	[2007, 2008, 2009]	2007	2009	3	PT	Percentage	G	Global							1.37288	0.8927	1.0582										1.0582				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	14	PT	Percentage	G	Global	43.38624	39.40056	37.96542	39.38811	41.92952	43.30336	43.03886					44.33092	41.23948	38.52005	36.05704	34.69696	33.78356	31.19344	31.19344				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.4914	3.55136	3.45892	3.61995	3.28929	3.14629	3.92616	3.39731	2.45727	3.14504	3.64664	3.29084	3.06822	3.14361	2.8373	2.05948	2.37089	2.66051	2.66051				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	8.15632	5.83955	6.19838	6.25088	5.06041	5.19128	5.24228	4.80534	6.6212	6.18029	5.84568	6.06963	6.50749	7.54706	9.12253	9.83117	10.017	9.6569	9.6569				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global					11.92752	12.1222	12.33906	10.56585	9.93455	9.12654	9.21661	9.6759	10.11426	8.09852	7.87162	10.66433	10.53183	10.74525	10.74525				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.76433	2.67231	2.53577	2.37972	2.27826	2.00119	2.38037	2.20524	2.25368	2.4189	2.32124	2.3145	2.36735	2.39829	2.25231	2.31097	2.32123	2.45934	2.45934				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.10701	2.01086	1.85016	1.82269	1.6801	1.51849	1.61299	1.51522	1.32316	1.60403	1.65029	1.6318	1.45863	1.55636	1.60564	1.43711	1.55177	1.62212	1.62212				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			A	Normal value	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2003	2018	16	PT	Percentage	G	Global			22.4095	19.03517	17.14819	13.00262	10.67679	9.44092	9.40616	8.45092	9.13177	8.1755	8.61657	8.52623	7.81373	7.29668	6.24013	6.7621	6.7621				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017, 2018]	2005	2018	11	PT	Percentage	G	Global					8.98999	11.3868	8.92584	10.12804	10.0214	9.00274	8.3425				7.40889	7.60383	7.04073	7.35965	7.35965				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			A	Normal value	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global														1.65576	1.61233	1.56776	1.7936	1.73092	1.73092				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			A	Normal value	[2001, 2002]	2001	2002	2	PT	Percentage	G	Global	27.04732	26.97557																	26.97557				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	4.51146	4.89107	4.11918	2.31132	2.17916	2.14474	1.88658	1.79643	2.18762	2.11241	4.03512	3.94599	3.90263	3.59055	4.00823	5.06044	4.89764	4.79179	4.79179				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	30	Eastern Asia	3	142	Asia	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.60677	3.23855	2.9646	2.95802	2.61998	2.49747	8.49449	8.92482	8.74196	8.435	8.42376	8.45616	8.33097	8.10241	7.94076	7.65765	7.16718	6.86433	6.86433				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			A	Normal value	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	PT	Percentage	G	Global						3.20124	3.03735	2.80725	2.80495	2.88403	2.95072	3.23773	3.20729	3.39782	3.7968	3.57726	3.70288	3.71923	3.71923				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			A	Normal value	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global												4.8322	4.83573	6.10106	7.42834	6.20638	5.37153	5.26425	5.26425				UNSD national account estimates.		C: Country data
