series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2013	value_2014	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global						80.8	80.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			_T	Both sexes	[2013, 2014, 2017]	2013	2017	3	PT	Percentage	G	Global	19.1	18.0		22.6			22.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			F	Female	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	13.5	12.5					12.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			M	Male	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	24.7	23.4					23.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	202	Sub-Saharan Africa	3	2	Africa	Region								_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			10.6				10.6			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	64.9	62.7	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	59.9	57.9	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	70.1	67.6	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	21	Northern America	3	19	Americas	Region								_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			96.7				96.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global			34.5	28.6			28.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			_T	Both sexes	[2017, 2019]	2017	2019	2	PT	Percentage	G	Global				15.4		2.3	2.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	Both sexes	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global			100.0	100.0	100.0		100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global						5.6	5.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			M	Male	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	96.2	97.1					97.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	72.5	74.2	73.6	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			F	Female	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global	49.6	52.1					52.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global			11.1	8.1			8.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			39.7				39.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	30	Eastern Asia	3	142	Asia	Region								_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			8.7				8.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	Both sexes	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global			100.0	100.0	100.0		100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global						100.0	100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global			2.3	3.3			3.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global				4.5			4.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global				1.8			1.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	34	Southern Asia	3	142	Asia	Region								_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			7.9				7.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global			15.4	13.6			13.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	85.3	89.1	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	89.8	93.9	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	80.4	83.9	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	35	South-Eastern Asia	3	142	Asia	Region								_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global			10.4				10.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			_T	Both sexes	[2013, 2014, 2016, 2017]	2013	2017	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0			100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			M	Male	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			F	Female	[2013, 2014, 2016]	2013	2016	3	PT	Percentage	G	Global	100.0	100.0	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_DISAB	[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global			5.4	2.8			2.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
