series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Thousands	G	Global				686.74082	546.74082	826.74082	596.38966	476.38966	716.38966	574.45172	454.45172	694.45172	563.78365	443.78365	683.78365				563.78365					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Thousands	G	Global				1019.51599	889.51599	1149.51599	856.00227	746.00227	966.00227	860.90013	750.90013	970.90013	848.53739	738.53739	958.53739				848.53739					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Thousands	G	Global				5179.68456	4209.68456	6149.68456	5130.51243	4060.51243	6200.51243	4719.60717	3639.60717	5799.60717	3931.49846	2951.49846	4911.49846				3931.49846					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Thousands	G	Global				1927.73274	1467.73274	2387.73274	1907.41891	1377.41891	2437.41891	1736.16567	1196.16567	2276.16567	1410.1266	930.1266	1890.1266				1410.1266					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Thousands	G	Global				1649.12266	1199.12266	2099.12266	1595.41237	1145.41237	2045.41237	1440.14621	1010.14621	1870.14621	1180.83271	800.83271	1560.83271				1180.83271					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016]	2015	2016	2	NUMBER	Thousands	G	Global				207.98114	137.98114	277.98114	210.03596	140.03596	280.03596										210.03596					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017	National Entity		CA: Country adjusted data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016]	2015	2016	2	NUMBER	Thousands	G	Global				269.95379	109.95379	429.95379	299.43159	119.43159	479.43159										299.43159					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017	National Entity		CA: Country adjusted data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016]	2015	2016	2	NUMBER	Thousands	G	Global				376.61158	236.61158	516.61158	358.73151	218.73151	498.73151										358.73151					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017	National Entity		CA: Country adjusted data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	6268.8947	5148.8947	7388.8947	6258.27996	5108.27996	7408.27996	6532.75409	5532.75409	7532.75409	7926.97895	6886.97895	8966.97895	9134.8326	8064.8326	10204.8326	9753.35358	8663.35358	10843.35358	9753.35358					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	4877.79002	3937.79002	5817.79002	5014.25577	4054.25577	5974.25577	4948.76062	4068.76062	5828.76062	5943.56264	4983.56264	6903.56264	7256.95556	6206.95556	8306.95556	7490.60169	6420.60169	8560.60169	7490.60169					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	17291.49707	17291.47017	17291.52397	17261.05742	17261.03042	17261.08442	17135.18196	17135.15806	17135.20586	20392.98628	20392.96178	20393.01078	23805.61324	23805.58814	23805.63834	25015.2194	25015.1942	25015.2446	25015.2194					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2017, 2018]	2017	2018	2	NUMBER	Thousands	G	Global										51.42345	41.42345	61.42345	52.0229	42.0229	62.0229				52.0229					[2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	National Entity		CA: Country adjusted data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	89257.49483	89257.48113	89257.50853	92619.63703	92619.62313	92619.65093	101065.8097	101065.7953	101065.8241	100884.2198	100884.2049	100884.2347	101034.9707	101034.9572	101034.9842	107161.0946	107161.0821	107161.1071	107161.0946					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	32582.67426	31272.67426	33892.67426	32465.43823	31165.43823	33765.43823	40223.706	38943.706	41503.706	42383.98607	41073.98607	43693.98607	40667.85266	39397.85266	41937.85266	43589.59835	42289.59835	44889.59835	43589.59835					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	27019.30183	25749.30183	28289.30183	27734.69033	26414.69033	29054.69033	34664.55	33264.55	36064.55	39596.76948	38116.76948	41076.76948	38537.68011	37157.68011	39917.68011	39486.02696	38156.02696	40816.02696	39486.02696					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	142	Asia	2	1	World	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	127012.7942	112262.7942	141762.7942	124104.2578	111644.2578	136564.2578	124867.7011	114537.7011	135197.7011	131651.9666	121641.9666	141661.9666	155796.5681	143326.5681	168266.5681	163639.7802	151989.7802	175289.7802	163639.7802					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	142	Asia	2	1	World	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	349815.5688	349815.552	349815.5856	330750.7131	330750.6994	330750.7268	318213.5189	318213.5065	318213.5313	342238.5263	342238.516	342238.5366	412988.5449	412988.533	412988.5568	421640.8283	421640.8176	421640.839	421640.8283					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	142	Asia	2	1	World	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	116191.3364	101731.3364	130651.3364	111066.9697	98236.9697	123896.9697	119397.4531	104557.4531	134237.4531	130698.7073	119008.7073	142388.7073	151414.601	139604.601	163224.601	152533.8213	141903.8213	163163.8213	152533.8213					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	143	Central Asia	3	142	Asia	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	1051.21853	1051.21083	1051.22623	970.15585	970.14805	970.16365	1425.27763	1425.26973	1425.28553	2002.87972	2002.86962	2002.88982	1603.95419	1603.94639	1603.96199	1647.95708	1647.94738	1647.96678	1647.95708					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	143	Central Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	557.6864	437.6864	677.6864	545.87856	415.87856	675.87856	715.27755	595.27755	835.27755	835.68031	675.68031	995.68031	819.65015	709.65015	929.65015	871.3872	691.3872	1051.3872	871.3872					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	143	Central Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	387.52804	257.52804	517.52804	383.98501	243.98501	523.98501	590.06702	450.06702	730.06702	822.31424	642.31424	1002.31424	760.67177	590.67177	930.67177	915.27734	625.27734	1205.27734	915.27734					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	145	Western Asia	3	142	Asia	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	21042.22623	21042.21663	21042.23583	22500.19542	22500.18522	22500.20562	23205.49931	23205.48321	23205.51541	26254.03557	26254.02097	26254.05017	25485.5322	25485.5171	25485.5473	24757.90621	24757.89971	24757.91271	24757.90621					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	145	Western Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	7541.65724	6871.65724	8211.65724	7092.97341	6582.97341	7602.97341	7623.71958	6673.71958	8573.71958	8688.2151	7768.2151	9608.2151	8606.31781	7656.31781	9556.31781	8275.62216	7915.62216	8635.62216	8275.62216					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	145	Western Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	6196.02801	5706.02801	6686.02801	7469.78892	6749.78892	8189.78892	7525.54246	6855.54246	8195.54246	8439.20843	7849.20843	9029.20843	8313.35346	7673.35346	8953.35346	8416.40085	7916.40085	8916.40085	8416.40085					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	15	Northern Africa	3	2	Africa	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	22443.23655	22443.22055	22443.25255	20193.40336	20193.38916	20193.41756	23673.05798	23673.04168	23673.07428	25631.22904	25631.21234	25631.24574	21953.34114	21953.32814	21953.35414	20956.03163	20956.02183	20956.04143	20956.03163					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	15	Northern Africa	3	2	Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	5822.32806	5082.32806	6562.32806	5981.74038	5221.74038	6741.74038	5647.27329	4857.27329	6437.27329	6907.41966	6127.41966	7687.41966	5466.94708	4816.94708	6116.94708	4810.05305	4260.05305	5360.05305	4810.05305					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	15	Northern Africa	3	2	Africa	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	8110.98948	7250.98948	8970.98948	5876.50258	5146.50258	6606.50258	8496.33602	7576.33602	9416.33602	7927.10212	6977.10212	8877.10212	6248.65029	5518.65029	6978.65029	5775.00098	5275.00098	6275.00098	5775.00098					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	150	Europe	2	1	World	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	11668.87614	11668.87284	11668.87944	11798.50173	11798.49803	11798.50543	10631.52678	10631.52368	10631.52988	10676.61005	10676.60685	10676.61325	7987.502	7987.4995	7987.5045	8913.91138	8913.90878	8913.91398	8913.91138					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	150	Europe	2	1	World	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	5546.73613	4716.73613	6376.73613	5875.48334	5065.48334	6685.48334	4067.67343	3487.67343	4647.67343	4267.49284	3727.49284	4807.49284	3358.03021	2908.03021	3808.03021	4140.45302	3640.45302	4640.45302	4140.45302					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	150	Europe	2	1	World	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	3726.53444	3166.53444	4286.53444	3489.2603	2859.2603	4119.2603	4383.82564	3743.82564	5023.82564	3804.48132	3074.48132	4534.48132	3507.38816	2937.38816	4077.38816	4820.63771	4130.63771	5510.63771	4820.63771					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	151	Eastern Europe	3	150	Europe	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	4073.82694	4073.82244	4073.83144	4520.22225	4520.21705	4520.22745	4311.03226	4311.02786	4311.03666	3188.78609	3188.78269	3188.78949	2639.8657	2639.8627	2639.8687	3770.35027	3770.34657	3770.35397	3770.35027					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	151	Eastern Europe	3	150	Europe	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	NUMBER	Thousands	G	Global	1831.74256	1521.74256	2141.74256	2447.19519	1927.19519	2967.19519	1833.46107	1483.46107	2183.46107	1510.36915	1210.36915	1810.36915	1404.57462	1084.57462	1724.57462	2210.13243	1830.13243	2590.13243	2210.13243					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
