series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	educationLevel_code	educationLevel_desc	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1996	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.47417			0.47417				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.99357			0.99357				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.63409			0.63409				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.02273			1.02273				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.33973			0.33973				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.97678			0.97678				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.85199			0.85199				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.45988			0.45988				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.8532			0.8532				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.64508			0.64508				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.75469			0.75469				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.15293			1.15293				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.72116			0.72116				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.8515			0.8515				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.02515			1.02515				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.71872			0.71872				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.74808			0.74808				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.7695			0.7695				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.09219			1.09219				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.02281			1.02281				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	[2000, 2005, 2010, 2017]	2000	2017	4	RO	Ratio	G	Global			0.10127					0.04481					0.10336							0.23278		0.23278				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_1	Primary	Q2	Quantile 2	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.0										0.0							0.0		0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_1	Primary	Q2	Quantile 2	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.0										0.0							0.0		0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.50562										0.4571							0.68233		0.68233				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_1	Primary	Q3	Quantile 3	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.0										0.0							0.0		0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.06463										0.07063							0.12924		0.12924				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_2	Lower secondary	Q3	Quantile 3	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.0										0.0							0.0		0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	[2000, 2005, 2010, 2017]	2000	2017	4	RO	Ratio	G	Global			0.21917					0.08774					0.25904							0.49079		0.49079				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.14517										0.13735							0.35639		0.35639				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_1	Primary	Q5	Quantile 5 (richest)	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.79602										0.95359							0.73232		0.73232				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	[2000, 2010, 2017]	2000	2017	3	RO	Ratio	G	Global			0.0										0.0							0.0		0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
