series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	educationLevel_code	educationLevel_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			ISCED11_1	Primary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			ISCED11_3	Upper secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	48.8444				48.8444				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			ISCED11_3	Upper secondary	[2017]	2017	2017	1	PT	Percentage	G	Global																		100.0			100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			ISCED11_1	Primary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		89.32039	77.56098		77.56098				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			ISCED11_2	Lower secondary	[2017]	2017	2017	1	PT	Percentage	G	Global																		100.0			100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			ISCED11_1	Primary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			ISCED11_2	Lower secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			ISCED11_3	Upper secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	143	Central Asia	3	142	Asia	Region								ISCED11_1	Primary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		94.9857449923299	95.0146633388288		95.0146633388288				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	143	Central Asia	3	142	Asia	Region								ISCED11_2	Lower secondary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		93.7402634511544	93.7385686333273		93.7385686333273				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			ISCED11_1	Primary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	83.06816	83.7415	89.71082		89.71082				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			ISCED11_2	Lower secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	85.22311	87.12654	92.25452		92.25452				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			ISCED11_3	Upper secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	86.59289	87.74464	86.33605		86.33605				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	145	Western Asia	3	142	Asia	Region								ISCED11_3	Upper secondary	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global																99.6272386669996	99.6298243129984	99.6922570833176	99.6421202299381		99.6421202299381				UIS		[2015-2017]: E: Estimated data // [2018]: C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	145	Western Asia	3	142	Asia	Region								ISCED11_2	Lower secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	93.6909616346022	93.7195529917046	93.5053061477404		93.5053061477404				UIS		[2016-2017]: E: Estimated data // [2018]: C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	145	Western Asia	3	142	Asia	Region								ISCED11_1	Primary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		87.9507516627712	89.350169060736		89.350169060736				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	15	Northern Africa	3	2	Africa	Region								ISCED11_2	Lower secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																62.0922309543428	62.9104684439694	62.7690473605207			62.7690473605207				UIS		[2015,2017]: E: Estimated data // [2016]: C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	15	Northern Africa	3	2	Africa	Region								ISCED11_3	Upper secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																99.7603639054478	99.7490364618196	99.6799945103668			99.6799945103668				UIS		[2015,2017]: E: Estimated data // [2016]: C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	15	Northern Africa	3	2	Africa	Region								ISCED11_1	Primary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																72.503386124677	73.0979389535247	74.0544596673086			74.0544596673086				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	150	Europe	2	1	World	Region								ISCED11_3	Upper secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.1431353799206	99.1388777139041	99.151070795135	99.1518217496665	99.1472515996483	99.1483177789711	99.1453262268681	99.1475887768791	99.1527256569939	99.1571954307348	99.1573353247128	99.1567237055958	99.1694225610363	99.1829533984498	99.1950552930696	99.2114655312675	99.2226228309677	99.2145931443494			99.2145931443494				UIS		[2000-2015,2017]: E: Estimated data // [2016]: C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	150	Europe	2	1	World	Region								ISCED11_2	Lower secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	98.299479548877	98.2710559829588	98.2554442060605	98.2847043991083	98.284287547491	98.282906392302	98.2818794191785	98.2743120874034	98.2726817386616	98.284172490884	98.2866897394167	98.4302985330326	98.5722199950023	98.7222291794471	98.8693762769235	99.0294081483008	99.1983997248955	99.2690010882105			99.2690010882105				UIS		[2000-2015,2017]: E: Estimated data // [2016]: C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	150	Europe	2	1	World	Region								ISCED11_1	Primary	[2000, 2001, 2002, 2003, 2004, 2015, 2016, 2017]	2000	2017	8	PT	Percentage	G	Global	96.5918564021648	96.3523157387869	96.1462983440428	95.9835636717217	95.8447585233455											96.4829807608646	96.6757234029491	96.9515841454288			96.9515841454288				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			ISCED11_1	Primary	[2018]	2018	2018	1	PT	Percentage	G	Global																			97.16842		97.16842				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			ISCED11_2	Lower secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			98.32736		98.32736				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			ISCED11_3	Upper secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			99.33542		99.33542				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			ISCED11_1	Primary	[2015]	2015	2015	1	PT	Percentage	G	Global																0.0					0.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			ISCED11_2	Lower secondary	[2015]	2015	2015	1	PT	Percentage	G	Global																0.0					0.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			ISCED11_3	Upper secondary	[2015]	2015	2015	1	PT	Percentage	G	Global																0.0					0.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			ISCED11_1	Primary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	80.27358	87.8362	66.03683		66.03683				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			ISCED11_2	Lower secondary	[2016, 2018]	2016	2018	2	PT	Percentage	G	Global																	75.50048		94.63277		94.63277				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			ISCED11_3	Upper secondary	[2016, 2018]	2016	2018	2	PT	Percentage	G	Global																	75.6162		95.48219		95.48219				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			ISCED11_3	Upper secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			ISCED11_1	Primary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			ISCED11_2	Lower secondary	[2018]	2018	2018	1	PT	Percentage	G	Global																			100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	199	Least Developed Countries (LDC)	1			Group								ISCED11_1	Primary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																37.7356140153729	38.2343805564621	38.3567522419527			38.3567522419527				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	199	Least Developed Countries (LDC)	1			Group								ISCED11_2	Lower secondary	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																35.3518894119596	36.7109633661979	37.7393697620767			37.7393697620767				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	199	Least Developed Countries (LDC)	1			Group								ISCED11_3	Upper secondary	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global																36.7566290382325	37.4036529571046	40.8464745261903	45.2613248576428		45.2613248576428				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			ISCED11_1	Primary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			ISCED11_2	Lower secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			ISCED11_3	Upper secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	202	Sub-Saharan Africa	3	2	Africa	Region								ISCED11_1	Primary	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																	38.1767738123236	38.2773008349914			38.2773008349914				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	202	Sub-Saharan Africa	3	2	Africa	Region								ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	42.8230979860106				42.8230979860106				UIS		E: Estimated data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			ISCED11_1	Primary	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global		100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			ISCED11_2	Lower secondary	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global		100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			ISCED11_3	Upper secondary	[2015]	2015	2015	1	PT	Percentage	G	Global																100.0					100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			ISCED11_1	Primary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			ISCED11_2	Lower secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			ISCED11_3	Upper secondary	[2016]	2016	2016	1	PT	Percentage	G	Global																	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			ISCED11_1	Primary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	80.02059	81.58248	82.5742		82.5742				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			ISCED11_3	Upper secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	95.86097	96.20707	96.49474		96.49474				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			ISCED11_2	Lower secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	91.93097	92.73927	93.16507		93.16507				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			ISCED11_1	Primary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		3.40206	3.34347		3.34347				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			ISCED11_2	Lower secondary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		4.85175	4.71204		4.71204				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			ISCED11_3	Upper secondary	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		11.11111	10.34483		10.34483				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			ISCED11_2	Lower secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			ISCED11_1	Primary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			ISCED11_3	Upper secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			ISCED11_2	Lower secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			ISCED11_1	Primary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			ISCED11_3	Upper secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			ISCED11_3	Upper secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			ISCED11_2	Lower secondary	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			ISCED11_1	Primary	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global		100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			ISCED11_3	Upper secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			ISCED11_1	Primary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	99.74026	100.0		100.0				UIS		C: Country data
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			ISCED11_2	Lower secondary	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	100.0	100.0	100.0		100.0				UIS		C: Country data
