series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	9.44	10.49	10.49	10.49	19.54	19.54	17.62	8.89	13.93	8.96	11.79	7.9	7.96	9.84	7.91	10.19	8.87	8.87	8.87				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	145	Western Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	32.2	29.59	33.35	33.6	33.55	34.4	34.57	35.22	35.9	34.74	33.87	32.33	34.55	33.78	34.52	34.44	34.76	34.29	34.29				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	15	Northern Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	27.66	25.63	26.02	23.76	21.75	22.45	20.89	24.7	24.26	21.41	22.86	21.02	20.67	19.25	16.78	19.42	19.81	20.13	20.13				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	150	Europe	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	44.73	44.32	44.39	44.93	44.29	44.54	44.95	45.11	45.77	45.97	47.31	47.75	48.43	48.83	49.54	50.24	50.18	49.24	49.24				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	151	Eastern Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	32.96	33.05	29.89	32.45	31.33	30.24	30.93	31.0	31.68	32.87	34.1	34.14	34.13	33.89	34.45	37.47	37.1	37.31	37.31				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	26.38	26.86	30.12	37.91	37.51	16.1	14.29	11.22	19.43	17.22	21.05	18.59	12.81	16.65	27.8	24.23	20.38	20.96	20.96				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	154	Northern Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	45.67	45.25	45.85	45.89	45.31	45.88	46.89	47.39	47.2	48.62	49.73	49.44	50.38	51.13	49.62	49.63	49.2	47.58	47.58				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	155	Western Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	50.19	50.05	50.8	51.52	51.24	52.39	52.94	53.59	54.58	53.03	54.52	55.53	56.49	56.73	58.02	58.14	58.09	57.54	57.54				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	42.88	42.73	43.88	43.65	43.14	42.44	42.33	42.07	41.38	41.38	41.38	41.45	41.45	41.45	41.45	41.45	41.45	41.45	41.45				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	3.53	4.68	9.44	9.18	8.84	8.53	6.09	5.94	5.94	5.86	5.84	5.77	5.68	5.65	5.6	5.19	5.06	5.09	5.09				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	21.94	22.19	22.11	21.42	20.81	20.92	20.25	19.91	20.02	20.98	25.06	21.06	21.4	20.76	20.72	22.54	23.33	23.33	23.33				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	10.4	11.89	13.14	13.14	13.14	13.14	2.42	2.42	2.42	2.42	2.42	2.42	2.42	2.42	2.42	2.42	2.42	2.42	2.42				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	23.12	24.38	25.43	24.89	24.99	24.46	24.66	23.21	22.43	23.57	23.81	22.96	22.93	22.91	22.94	22.9	22.82	22.84	22.84				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	18.76	16.71	17.19	16.75	16.8	16.71	19.73	19.1	17.92	16.24	14.58	14.53	22.85	23.12	21.44	17.31	17.01	16.69	16.69				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	19	Americas	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	48.13	47.1	48.03	47.96	47.07	45.81	45.7	46.22	46.26	38.66	43.6	43.12	43.52	43.4	44.41	44.21	44.46	43.81	43.81				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	10.9	10.9	10.9	7.24	7.24	7.24	7.24	7.24	33.66	33.67	37.55	34.49	33.78	32.36	32.39	34.21	29.8	27.77	27.77				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	11.88	12.04	11.77	10.92	10.82	4.83	5.53	6.02	12.92	13.19	15.01	16.15	18.7	22.46	25.51	29.26	28.58	23.68	23.68				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	199	Least Developed Countries (LDC)	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	16.45	16.36	16.26	14.89	13.0	11.19	12.46	11.16	12.11	8.65	9.2	9.82	9.66	8.72	8.74	8.7	8.66	8.78	8.78				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	2	Africa	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	22.86	22.18	22.61	21.51	20.96	21.08	20.4	20.93	20.97	19.95	21.5	20.71	20.82	20.62	20.2	20.88	20.24	20.05	20.05				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	19.78	19.88	20.34	20.39	20.59	20.48	20.17	19.19	19.22	19.06	20.75	20.54	20.91	21.34	22.08	21.77	20.5	20.02	20.02				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	39.12	39.91	39.5	40.28	40.65	41.05	44.49	44.61	40.99	41.36	45.02	45.74	46.74	47.36	48.29	52.48	52.12	51.89	51.89				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	40.82	42.22	41.19	41.68	40.96	41.89	43.9	44.35	44.57	47.65	49.89	52.05	52.49	53.21	53.84	54.13	55.35	55.34	55.34				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	21	Northern America	3	19	Americas	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	50.46	48.98	49.7	49.63	49.07	48.14	48.31	49.4	49.99	39.97	46.67	46.26	46.84	46.59	47.84	47.11	47.07	46.36	46.36				UNIDO estimates based on the CIP 2019 database. Available at https://stat.unido.org		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	11.92	8.35	11.82	7.58	6.31	8.52	9.19	6.43	8.15	8.1	10.56	14.27	8.32	10.23	10.26	12.21	13.78	13.57	13.57				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	11.74	8.89	7.3	6.6	7.96	6.26	6.86	9.64	7.73	9.41	10.92	10.41	11.42	16.7	16.07	16.07	16.07	16.07	16.07				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	8.69	9.49	11.32	10.86	9.64	9.85	14.32	6.64	11.96	7.05	6.06	7.16	8.95	7.47	7.58	5.31	4.31	4.31	4.31				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	21.85	16.62	15.71	20.16	20.0	22.45	19.36	23.16	29.34	26.36	28.36	32.5	28.44	28.88	29.22	29.9	28.33	27.48	27.48				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	4.52	3.76	3.37	3.37	3.37				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	8.54	5.83	7.23	7.07	7.07	7.98	7.45	7.04	6.76	7.66	7.87	7.69	7.79	7.19	7.13	7.13	7.13	7.09	7.09				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	44.63	48.29	47.18	48.91	45.31	46.83	45.79	50.0	50.69	45.24	47.43	39.76	36.61	38.31	45.52	41.28	47.48	46.03	46.03				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	46.3	46.35	45.69	46.61	45.37	46.12	46.43	47.37	47.24	47.12	47.96	48.0	48.96	49.5	51.87	52.18	51.14	50.52	50.52				UNIDO CIP 2019 Database. Available at https://stat.unido.org.		M: Modeled data
