series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	22.50994	22.72033	23.24122	23.77257	24.31575	24.8868	25.47432	26.07136	26.67935	27.30124	27.93766	28.58813	29.25241	29.92956	30.61907	31.31596	32.02988	32.74566	32.74566				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	18.20567	18.22894	18.50203	18.7723	19.04506	19.33418	19.62562	19.91664	20.20796	20.50169	20.79786	21.09767	21.40048	21.70569	22.01295	22.31194	22.62042	22.92242	22.92242				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	89.81556	89.81556	89.81556	89.81556	90.5735	91.3317	92.09016	92.84888	93.60787	94.36712	95.12662	95.88639	96.64643	97.40672	98.16728	98.18456	98.20184	98.21912	98.21912				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	91.67363	91.64362	91.61385	91.5844	92.10998	92.64279	93.18272	93.72968	94.28352	94.84424	95.41098	95.98509	96.56684	97.15607	97.75264	97.76498	97.77775	97.79095	97.79095				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	96.00356	96.00356	96.00356	96.00356	96.03887	96.07411	96.10929	96.1444	96.17944	96.21441	96.24932	96.28415	96.31892	96.35363	96.38826	96.34584	96.30342	96.261	96.261				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	9.9634	12.59005	15.24634	17.93231	20.64843	23.39474	26.17083	28.97718	31.83105	34.80903	37.82055	40.86576	43.94479	47.0573	50.2044	53.38575	56.6015	59.22697	59.22697				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	1.64855	4.18684	6.7527	9.34611	11.96709	14.61563	17.29172	19.99538	22.72659	25.48537	28.27171	31.08561	33.92706	36.79608	39.69266	42.6168	45.5685	48.30446	48.30446				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	46.38572	49.11658	51.88365	54.68695	57.52646	60.4022	63.31417	66.26235	69.24676	72.26739	75.32424	78.41731	81.54661	84.71213	87.91387	91.15183	94.42601	95.83493	95.83493				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	91.36205	91.24941	91.13676	91.02411	90.91147	90.79882	90.68618	90.57353	90.46089	90.34824	90.2356	90.12295	90.01031	89.89766	89.78501	89.67237	89.67237	89.67237	89.67237				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	83.73058	84.07214	84.40077	84.71622	85.01861	85.30781	85.58426	85.84785	86.09902	86.3362	86.56043	86.77174	86.97065	87.15745	87.33273	87.49672	87.54232	87.58657	87.58657				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	72.32192	72.98107	73.64022	74.29938	74.95853	75.61769	76.27684	76.936	77.59515	78.25431	78.91346	79.57262	80.23177	80.89093	81.55008	82.20924	82.20924	82.20924	82.20924				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	55.54352	55.51972	55.49591	55.52846	55.56097	55.59343	55.62584	55.6582	55.69051	55.72278	55.75499	55.78716	55.81928	55.85135	55.88338	55.91535	55.94728	55.94728	55.94728				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	40.0406	39.92642	39.81861	39.68445	39.56103	39.44736	39.34397	39.25082	39.16783	39.0946	39.0314	38.97782	38.93376	38.89879	38.87281	38.85571	38.8474	39.07555	39.07555				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	27.07585	26.56873	26.06161	25.44223	24.82732	24.21685	23.61084	23.00929	22.41219	21.81955	21.23136	20.64763	20.06835	19.49353	18.92317	18.35726	17.7958	17.7958	17.7958				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.94809	99.94809	99.94809	99.94809	99.94809	99.88544	99.8228	99.76016	99.69751	99.63487	99.57222	99.50958	99.44694	99.38429	99.32165	99.259	99.19636	99.13372	99.13372				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.8593	99.86073	99.86107	99.86141	99.86175	99.79334	99.72505	99.6573	99.58965	99.5221	99.45466	99.38719	99.31903	99.25089	99.18277	99.11468	99.04661	98.97865	98.97865				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.51543	99.51543	99.51543	99.51543	99.51543	99.42211	99.32879	99.23547	99.14215	99.04882	98.9555	98.86218	98.76886	98.67554	98.58221	98.48889	98.39557	98.30225	98.30225				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	13	Central America	4	419	Latin America and the Caribbean	Region								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	53.80295	55.10873	56.39605	57.69197	58.97188	60.23737	61.49089	62.73175	63.95558	65.1769	66.38501	67.57874	68.759	69.92599	71.07977	72.22091	73.3742	74.45101	74.45101				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	13	Central America	4	419	Latin America and the Caribbean	Region								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	73.54674	74.41669	75.28241	76.14705	77.00243	77.84998	78.69124	79.52596	80.35557	81.1812	81.99792	82.80611	83.60573	84.39746	85.18163	85.95834	86.72224	87.44518	87.44518				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	13	Central America	4	419	Latin America and the Caribbean	Region								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	82.54223	83.07924	83.6249	84.17383	84.72325	85.27382	85.8254	86.37841	86.93323	87.49138	88.05006	88.60924	89.16886	89.72883	90.28921	90.85	91.39487	91.91702	91.91702				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	55.54917	57.00865	58.46814	59.92763	61.38712	62.84661	64.30609	65.76558	67.22507	68.68456	70.14405	71.60353	73.06302	74.52251	75.982	77.44149	78.77973	79.97577	79.97577				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	40.04087	42.20561	44.3543	46.48605	48.60156	50.69974	52.78159	54.84638	56.89506	58.92622	60.93815	62.86479	64.78177	66.68893	68.58637	70.47415	72.246	73.85379	73.85379				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	22.24454	24.62324	27.00195	29.38066	31.75936	34.13807	36.51678	38.89548	41.27419	43.65289	46.0316	48.41031	50.78901	53.16772	55.54643	57.92513	60.22644	62.35297	62.35297				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	135	Caucasus and Central Asia	1			Group								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	92.86429	93.06897	93.28512	93.50414	93.73911	94.12311	94.5104	94.90072	95.29389	95.68959	96.08725	96.48032	96.86996	97.26328	97.48008	97.66248	97.72464	97.78906	97.78906				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	135	Caucasus and Central Asia	1			Group								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	89.83861	90.2491	90.69477	91.14432	91.61138	92.16838	92.72842	93.29151	93.85743	94.42579	94.99626	95.56719	96.14042	96.65869	96.96843	97.24423	97.34557	97.44377	97.44377				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	135	Caucasus and Central Asia	1			Group								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	87.0917	87.67473	88.31309	88.9563	89.62186	90.32534	91.03437	91.74919	92.46941	93.19448	93.92416	94.66563	95.41956	96.06062	96.46159	96.82924	96.96875	97.0998	97.0998				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			U	Urban	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global		83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402		83.65402				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			_T	All areas	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	16	PT	Percentage	G	Global		83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402	83.65402		83.65402				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	30.3398	31.5896	31.95016	32.22458	32.38409	32.5848	32.80679	32.95309	33.26017	33.53124	33.81959	33.79855	34.13546	34.49815	34.87434	35.26739	35.6722	36.33479	36.33479				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
