series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global								50.0		50.0				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			_T	Both sexes	[2013, 2014, 2015, 2016, 2017, 2018]	2013	2018	6	PT	Percentage	G	Global				48.4	45.2	46.8	39.1	36.4	36.5	36.5				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global	50.5	50.7	49.0	49.7	51.5	54.7	54.9	53.8	51.8	51.8				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			F	Female	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global			55.6	51.5	51.7	53.3	55.6	55.8	52.2	52.2				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			M	Male	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global			44.3	48.5	52.7	56.3	53.9	51.5	52.4	52.4				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						58.0				58.0			UN-CTS: This figure is based on the number of persons over 18 who suffered a physical assault	United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			_T	Both sexes	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global					62.0	34.0	51.0	59.0	47.0	47.0			Source: CBS crime victimization survey.	United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global							19.85			19.85				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			_T	Both sexes	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global					10.9		31.2			31.2				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			M	Male	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global					16.4		32.7			32.7				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			F	Female	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global					4.9		28.0			28.0				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						19.4				19.4				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			_T	Both sexes	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global						20.7	22.6	22.1	21.4	21.4			National Survey on Victimization and Perception of Public Security, referring to the Crime Injuries (Lesiones) category, which corresponds to the Percentage of crimes of physical aggression reported to the public prosecutor office.	United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global							41.5			41.5			"[""Source: National Integrated System of Criminal Statistics (SIEC), Panama's National Crime Victim Survey (ENVI) 2017""]"	United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global				55.7						55.7				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global					55.1					55.1				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	PT	Percentage	G	Global	32.0	37.0	35.0	38.0	36.0	30.0	27.0	31.0		31.0			Includes robbery. The reporting period is the calendar year prior to the interview.	United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1			_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						77.0				77.0				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country								_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global	41.0	42.0	44.0	52.0	53.0	53.0	42.0	38.1	44.3	44.3				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country								M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global					53.6	52.0	41.6	41.6	46.1	46.1				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country								F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global					51.9	53.6	42.0	33.0	41.8	41.8				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	828	United Kingdom (Northern Ireland)	4	154	Northern Europe	Country								_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global	43.0	46.0	48.0	50.0	58.0	74.0	48.0	56.0	39.0	39.0				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	829	United Kingdom (Scotland)	4	154	Northern Europe	Country								_T	Both sexes	[2014, 2016, 2017]	2014	2017	3	PT	Percentage	G	Global					44.0		43.0	35.0		35.0				United Nations Office on Drugs and Crime		_X: Data nature not available
VC_PRR_PHYV	Police reporting rate for physical assault, by sex (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			_T	Both sexes	[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global				43.4	44.6	45.8	43.9	44.7		44.7				United Nations Office on Drugs and Crime		_X: Data nature not available
